Time(s),VenaCava-Fentanyl-Concentration(ug/mL),Fentanyl-PlasmaConcentration(ug/L),Fentanyl-SystemicMassCleared(ug),Fentanyl-MassInBody(ug),Fentanyl-LeftKidneyTissue-PartitionCoefficient,Fentanyl-RightKidneyTissue-PartitionCoefficient,Fentanyl-BrainTissue-PartitionCoefficient,Fentanyl-RightLungTissue-PartitionCoefficient,Fentanyl-LeftLungTissue-PartitionCoefficient,Fentanyl-LiverTissue-PartitionCoefficient,Fentanyl-BoneTissue-PartitionCoefficient,Fentanyl-FatTissue-PartitionCoefficient,Fentanyl-SkinTissue-PartitionCoefficient,Fentanyl-MuscleTissue-PartitionCoefficient,Fentanyl-SpleenTissue-PartitionCoefficient,Fentanyl-GutTissue-PartitionCoefficient,Fentanyl-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassCleared(ug),RightKidneyTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),RightKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),LiverTissueIntracellular-Fentanyl-MassExcreted(ug)
134.02,0.015311118,31.982827,155.98,428.97,14.6451,14.6451,38.3108,3.5555,3.5555,24.0397,41.5317,65.4651,17.8235,14.9928,14.8686,30.1730,9.5802,0,0,0,0,0,0
135.02,0.015140376,31.657531,156.26,428.69,14.6440,14.6440,38.3079,3.5553,3.5553,24.0379,41.5285,65.4601,17.8222,14.9917,14.8675,30.1708,9.5795,0,0,0,0,0,0
136.02,0.014971119,31.337544,156.53,428.42,14.6384,14.6384,38.2931,3.5540,3.5540,24.0286,41.5125,65.4348,17.8154,14.9859,14.8619,30.1592,9.5759,0,0,0,0,0,0
137.02,0.014808164,31.027836,156.80,428.15,14.6414,14.6414,38.3012,3.5547,3.5547,24.0337,41.5212,65.4486,17.8191,14.9891,14.8649,30.1655,9.5778,0,0,0,0,0,0
138.02,0.014649444,30.715247,157.07,427.88,14.6443,14.6443,38.3089,3.5554,3.5554,24.0386,41.5296,65.4619,17.8226,14.9921,14.8679,30.1716,9.5797,0,0,0,0,0,0
139.02,0.014491463,30.405493,157.33,427.61,14.6395,14.6395,38.2962,3.5543,3.5543,24.0306,41.5159,65.4402,17.8168,14.9871,14.8631,30.1616,9.5766,0,0,0,0,0,0
140.02,0.014333803,30.102826,157.59,427.35,14.6366,14.6366,38.2884,3.5536,3.5536,24.0257,41.5074,65.4268,17.8133,14.9841,14.8601,30.1555,9.5747,0,0,0,0,0,0
141.02,0.014177157,29.804352,157.85,427.09,14.6396,14.6396,38.2963,3.5543,3.5543,24.0306,41.5159,65.4402,17.8169,14.9872,14.8631,30.1617,9.5767,0,0,0,0,0,0
142.02,0.014025097,29.515372,158.11,426.83,14.6435,14.6435,38.3066,3.5552,3.5552,24.0371,41.5271,65.4579,17.8216,14.9912,14.8670,30.1698,9.5792,0,0,0,0,0,0
143.02,0.013878068,29.226399,158.36,426.58,14.6376,14.6376,38.2912,3.5539,3.5539,24.0275,41.5104,65.4315,17.8145,14.9852,14.8611,30.1577,9.5754,0,0,0,0,0,0
144.02,0.013732238,28.937733,158.61,426.33,14.6372,14.6372,38.2899,3.5538,3.5538,24.0267,41.5090,65.4294,17.8140,14.9847,14.8607,30.1567,9.5751,0,0,0,0,0,0
145.02,0.013586617,28.655463,158.86,426.08,14.6410,14.6410,38.3000,3.5546,3.5546,24.0330,41.5200,65.4466,17.8186,14.9886,14.8645,30.1646,9.5776,0,0,0,0,0,0
146.02,0.013441695,28.377451,159.10,425.83,14.6434,14.6434,38.3065,3.5552,3.5552,24.0371,41.5270,65.4578,17.8215,14.9912,14.8670,30.1697,9.5792,0,0,0,0,0,0
147.02,0.013299733,28.106854,159.34,425.59,14.6371,14.6371,38.2898,3.5537,3.5537,24.0266,41.5089,65.4291,17.8139,14.9846,14.8606,30.1566,9.5751,0,0,0,0,0,0
148.02,0.013163283,27.839500,159.58,425.35,14.6383,14.6383,38.2929,3.5540,3.5540,24.0286,41.5123,65.4346,17.8153,14.9859,14.8618,30.1591,9.5758,0,0,0,0,0,0
149.02,0.013028582,27.570726,159.82,425.11,14.6429,14.6429,38.3050,3.5551,3.5551,24.0361,41.5254,65.4552,17.8209,14.9906,14.8664,30.1685,9.5788,0,0,0,0,0,0
150.02,0.012894001,27.307210,160.05,424.87,14.6427,14.6427,38.3046,3.5550,3.5550,24.0359,41.5250,65.4545,17.8207,14.9904,14.8663,30.1682,9.5787,0,0,0,0,0,0
151.02,0.012759898,27.048392,160.29,424.64,14.6370,14.6370,38.2895,3.5537,3.5537,24.0264,41.5086,65.4286,17.8138,14.9845,14.8605,30.1563,9.5750,0,0,0,0,0,0
152.02,0.012627584,26.794565,160.52,424.40,14.6374,14.6374,38.2906,3.5538,3.5538,24.0271,41.5098,65.4306,17.8143,14.9850,14.8609,30.1573,9.5753,0,0,0,0,0,0
153.02,0.012500592,26.546526,160.74,424.17,14.6424,14.6424,38.3038,3.5549,3.5549,24.0354,41.5241,65.4531,17.8203,14.9901,14.8659,30.1676,9.5785,0,0,0,0,0,0
154.02,0.012375939,26.296785,160.97,423.95,14.6383,14.6383,38.2930,3.5540,3.5540,24.0286,41.5124,65.4346,17.8154,14.9859,14.8618,30.1591,9.5759,0,0,0,0,0,0
155.02,0.012251538,26.051016,161.19,423.72,14.6348,14.6348,38.2837,3.5532,3.5532,24.0228,41.5023,65.4187,17.8111,14.9823,14.8583,30.1518,9.5736,0,0,0,0,0,0
156.02,0.012127475,25.809742,161.41,423.50,14.6374,14.6374,38.2905,3.5538,3.5538,24.0270,41.5096,65.4303,17.8142,14.9849,14.8609,30.1571,9.5752,0,0,0,0,0,0
157.02,0.012004422,25.571376,161.63,423.28,14.6419,14.6419,38.3025,3.5548,3.5548,24.0345,41.5227,65.4509,17.8197,14.9896,14.8654,30.1665,9.5782,0,0,0,0,0,0
158.02,0.011885860,25.340795,161.85,423.06,14.6374,14.6374,38.2906,3.5538,3.5538,24.0271,41.5098,65.4305,17.8143,14.9850,14.8609,30.1572,9.5753,0,0,0,0,0,0
159.02,0.011770333,25.109313,162.06,422.85,14.6354,14.6354,38.2853,3.5534,3.5534,24.0238,41.5040,65.4215,17.8118,14.9829,14.8589,30.1531,9.5740,0,0,0,0,0,0
160.02,0.011655314,24.879539,162.27,422.63,14.6391,14.6391,38.2950,3.5542,3.5542,24.0299,41.5146,65.4381,17.8163,14.9867,14.8626,30.1607,9.5763,0,0,0,0,0,0
161.02,0.011540444,24.654162,162.48,422.42,14.6420,14.6420,38.3027,3.5549,3.5549,24.0347,41.5229,65.4512,17.8198,14.9897,14.8655,30.1667,9.5782,0,0,0,0,0,0
162.02,0.011426210,24.431464,162.69,422.21,14.6379,14.6379,38.2919,3.5539,3.5539,24.0279,41.5111,65.4327,17.8148,14.9854,14.8614,30.1582,9.5756,0,0,0,0,0,0
163.02,0.011315307,24.216103,162.90,422.00,14.6357,14.6357,38.2861,3.5534,3.5534,24.0243,41.5049,65.4228,17.8122,14.9832,14.8592,30.1537,9.5742,0,0,0,0,0,0
164.02,0.011208086,24.001291,163.10,421.80,14.6409,14.6409,38.2999,3.5546,3.5546,24.0329,41.5199,65.4465,17.8185,14.9886,14.8645,30.1645,9.5775,0,0,0,0,0,0
165.02,0.011101639,23.786418,163.30,421.59,14.6416,14.6416,38.3016,3.5548,3.5548,24.0340,41.5217,65.4494,17.8193,14.9893,14.8651,30.1659,9.5780,0,0,0,0,0,0
166.02,0.010995234,23.576063,163.50,421.39,14.6359,14.6359,38.2865,3.5535,3.5535,24.0246,41.5054,65.4236,17.8124,14.9834,14.8594,30.1540,9.5743,0,0,0,0,0,0
167.02,0.010889310,23.368553,163.70,421.19,14.6347,14.6347,38.2833,3.5532,3.5532,24.0225,41.5018,65.4180,17.8109,14.9821,14.8581,30.1515,9.5735,0,0,0,0,0,0
168.02,0.010785531,23.165927,163.90,420.99,14.6400,14.6400,38.2973,3.5544,3.5544,24.0313,41.5171,65.4421,17.8174,14.9876,14.8635,30.1625,9.5769,0,0,0,0,0,0
169.02,0.010685718,22.966290,164.09,420.80,14.6377,14.6377,38.2914,3.5539,3.5539,24.0276,41.5106,65.4319,17.8146,14.9853,14.8612,30.1578,9.5755,0,0,0,0,0,0
170.02,0.010587113,22.766254,164.29,420.60,14.6335,14.6335,38.2801,3.5529,3.5529,24.0205,41.4984,65.4126,17.8095,14.9809,14.8569,30.1490,9.5727,0,0,0,0,0,0
171.02,0.010488582,22.569778,164.48,420.41,14.6355,14.6355,38.2855,3.5534,3.5534,24.0239,41.5042,65.4217,17.8119,14.9830,14.8590,30.1532,9.5740,0,0,0,0,0,0
172.02,0.010390362,22.375935,164.67,420.22,14.6400,14.6400,38.2975,3.5544,3.5544,24.0314,41.5173,65.4424,17.8174,14.9877,14.8636,30.1626,9.5770,0,0,0,0,0,0
173.02,0.010293355,22.185139,164.85,420.03,14.6392,14.6392,38.2954,3.5542,3.5542,24.0301,41.5149,65.4387,17.8164,14.9868,14.8627,30.1609,9.5764,0,0,0,0,0,0
174.02,0.010200210,21.999741,165.04,419.84,14.6341,14.6341,38.2817,3.5531,3.5531,24.0215,41.5002,65.4153,17.8102,14.9815,14.8575,30.1503,9.5731,0,0,0,0,0,0
175.02,0.010108784,21.813486,165.22,419.65,14.6375,14.6375,38.2908,3.5538,3.5538,24.0272,41.5100,65.4309,17.8144,14.9850,14.8610,30.1574,9.5753,0,0,0,0,0,0
176.02,0.010017475,21.629520,165.41,419.47,14.6409,14.6409,38.2997,3.5546,3.5546,24.0328,41.5196,65.4461,17.8184,14.9885,14.8644,30.1643,9.5775,0,0,0,0,0,0
177.02,0.009926316,21.448482,165.59,419.29,14.6374,14.6374,38.2905,3.5538,3.5538,24.0270,41.5096,65.4303,17.8142,14.9849,14.8609,30.1571,9.5752,0,0,0,0,0,0
178.02,0.009835864,21.269418,165.76,419.11,14.6331,14.6331,38.2791,3.5528,3.5528,24.0199,41.4973,65.4109,17.8090,14.9805,14.8565,30.1482,9.5725,0,0,0,0,0,0
179.02,0.009748743,21.096464,165.94,418.93,14.6384,14.6384,38.2931,3.5540,3.5540,24.0287,41.5125,65.4348,17.8154,14.9859,14.8619,30.1592,9.5759,0,0,0,0,0,0
180.02,0.009663811,20.923054,166.12,418.75,14.6405,14.6405,38.2986,3.5545,3.5545,24.0321,41.5185,65.4443,17.8179,14.9881,14.8640,30.1635,9.5772,0,0,0,0,0,0
181.02,0.009579142,20.750938,166.29,418.57,14.6349,14.6349,38.2840,3.5533,3.5533,24.0230,41.5026,65.4193,17.8113,14.9824,14.8584,30.1521,9.5737,0,0,0,0,0,0
182.02,0.009494551,20.581900,166.46,418.40,14.6333,14.6333,38.2796,3.5529,3.5529,24.0202,41.4978,65.4117,17.8092,14.9807,14.8567,30.1486,9.5726,0,0,0,0,0,0
183.02,0.009410416,20.414178,166.64,418.23,14.6368,14.6368,38.2889,3.5537,3.5537,24.0261,41.5080,65.4277,17.8135,14.9843,14.8603,30.1559,9.5749,0,0,0,0,0,0
184.02,0.009328675,20.251591,166.81,418.05,14.6382,14.6382,38.2926,3.5540,3.5540,24.0283,41.5119,65.4339,17.8152,14.9857,14.8617,30.1588,9.5758,0,0,0,0,0,0
185.02,0.009249597,20.090566,166.97,417.88,14.6326,14.6326,38.2779,3.5527,3.5527,24.0191,41.4960,65.4087,17.8085,14.9800,14.8561,30.1472,9.5722,0,0,0,0,0,0
186.02,0.009171081,19.929665,167.14,417.71,14.6339,14.6339,38.2814,3.5530,3.5530,24.0213,41.4998,65.4148,17.8101,14.9814,14.8574,30.1500,9.5730,0,0,0,0,0,0
187.02,0.009092580,19.771426,167.31,417.55,14.6384,14.6384,38.2931,3.5540,3.5540,24.0287,41.5125,65.4349,17.8154,14.9859,14.8619,30.1592,9.5759,0,0,0,0,0,0
188.02,0.009014349,19.614630,167.47,417.38,14.6399,14.6399,38.2972,3.5544,3.5544,24.0312,41.5170,65.4419,17.8173,14.9875,14.8634,30.1624,9.5769,0,0,0,0,0,0
189.02,0.008937640,19.461500,167.63,417.22,14.6335,14.6335,38.2802,3.5529,3.5529,24.0206,41.4985,65.4127,17.8095,14.9809,14.8569,30.1491,9.5727,0,0,0,0,0,0
190.02,0.008863893,19.311583,167.79,417.05,14.6360,14.6360,38.2868,3.5535,3.5535,24.0247,41.5056,65.4240,17.8125,14.9835,14.8595,30.1542,9.5743,0,0,0,0,0,0
191.02,0.008791009,19.161161,167.95,416.89,14.6399,14.6399,38.2971,3.5544,3.5544,24.0312,41.5168,65.4417,17.8173,14.9875,14.8634,30.1623,9.5769,0,0,0,0,0,0
192.02,0.008718078,19.013012,168.11,416.73,14.6373,14.6373,38.2903,3.5538,3.5538,24.0269,41.5094,65.4300,17.8141,14.9848,14.8608,30.1570,9.5752,0,0,0,0,0,0
193.02,0.008645330,18.866686,168.27,416.57,14.6324,14.6324,38.2772,3.5527,3.5527,24.0187,41.4952,65.4076,17.8081,14.9797,14.8558,30.1467,9.5720,0,0,0,0,0,0
194.02,0.008573494,18.722300,168.43,416.41,14.6347,14.6347,38.2834,3.5532,3.5532,24.0226,41.5020,65.4182,17.8110,14.9822,14.8582,30.1516,9.5735,0,0,0,0,0,0
195.02,0.008504519,18.582205,168.58,416.26,14.6392,14.6392,38.2954,3.5542,3.5542,24.0301,41.5150,65.4388,17.8165,14.9868,14.8628,30.1610,9.5764,0,0,0,0,0,0
196.02,0.008436739,18.441942,168.73,416.10,14.6342,14.6342,38.2819,3.5531,3.5531,24.0217,41.5004,65.4157,17.8103,14.9816,14.8576,30.1504,9.5732,0,0,0,0,0,0
197.02,0.008369003,18.303401,168.89,415.95,14.6321,14.6321,38.2764,3.5526,3.5526,24.0182,41.4944,65.4062,17.8078,14.9794,14.8555,30.1461,9.5718,0,0,0,0,0,0
198.02,0.008301379,18.166503,169.04,415.79,14.6354,14.6354,38.2853,3.5534,3.5534,24.0238,41.5041,65.4216,17.8119,14.9829,14.8589,30.1531,9.5740,0,0,0,0,0,0
199.02,0.008234221,18.030306,169.19,415.64,14.6392,14.6392,38.2954,3.5542,3.5542,24.0301,41.5150,65.4388,17.8165,14.9868,14.8628,30.1610,9.5764,0,0,0,0,0,0
200.02,0.008169479,17.899186,169.34,415.49,14.6331,14.6331,38.2791,3.5528,3.5528,24.0199,41.4973,65.4108,17.8090,14.9805,14.8565,30.1482,9.5724,0,0,0,0,0,0
201.02,0.008106371,17.768689,169.48,415.34,14.6328,14.6328,38.2783,3.5528,3.5528,24.0194,41.4964,65.4094,17.8086,14.9801,14.8562,30.1476,9.5723,0,0,0,0,0,0
202.02,0.008043457,17.638745,169.63,415.19,14.6370,14.6370,38.2894,3.5537,3.5537,24.0263,41.5084,65.4284,17.8137,14.9845,14.8604,30.1563,9.5750,0,0,0,0,0,0
203.02,0.007980535,17.510464,169.77,415.05,14.6389,14.6389,38.2945,3.5542,3.5542,24.0296,41.5140,65.4373,17.8161,14.9865,14.8624,30.1603,9.5762,0,0,0,0,0,0
204.02,0.007917880,17.382909,169.92,414.90,14.6338,14.6338,38.2810,3.5530,3.5530,24.0211,41.4994,65.4142,17.8099,14.9812,14.8573,30.1497,9.5729,0,0,0,0,0,0
205.02,0.007857025,17.259516,170.06,414.75,14.6338,14.6338,38.2810,3.5530,3.5530,24.0211,41.4994,65.4141,17.8099,14.9812,14.8572,30.1497,9.5729,0,0,0,0,0,0
206.02,0.007798174,17.137712,170.20,414.61,14.6389,14.6389,38.2945,3.5541,3.5541,24.0295,41.5140,65.4371,17.8160,14.9865,14.8624,30.1602,9.5762,0,0,0,0,0,0
207.02,0.007739654,17.015846,170.34,414.47,14.6373,14.6373,38.2904,3.5538,3.5538,24.0270,41.5095,65.4302,17.8142,14.9849,14.8608,30.1571,9.5752,0,0,0,0,0,0
208.02,0.007681078,16.895875,170.48,414.33,14.6320,14.6320,38.2762,3.5526,3.5526,24.0181,41.4942,65.4059,17.8077,14.9793,14.8554,30.1459,9.5717,0,0,0,0,0,0
209.02,0.007622712,16.776682,170.62,414.19,14.6322,14.6322,38.2768,3.5526,3.5526,24.0185,41.4948,65.4069,17.8080,14.9796,14.8556,30.1464,9.5719,0,0,0,0,0,0
210.02,0.007565480,16.659748,170.76,414.05,14.6374,14.6374,38.2906,3.5538,3.5538,24.0271,41.5098,65.4305,17.8143,14.9850,14.8609,30.1572,9.5753,0,0,0,0,0,0
211.02,0.007510418,16.545906,170.90,413.91,14.6336,14.6336,38.2806,3.5530,3.5530,24.0208,41.4989,65.4134,17.8097,14.9811,14.8571,30.1494,9.5728,0,0,0,0,0,0
212.02,0.007455964,16.432196,171.03,413.77,14.6308,14.6308,38.2732,3.5523,3.5523,24.0162,41.4909,65.4007,17.8063,14.9782,14.8543,30.1436,9.5710,0,0,0,0,0,0
213.02,0.007401481,16.319808,171.17,413.63,14.6340,14.6340,38.2815,3.5530,3.5530,24.0214,41.4999,65.4150,17.8101,14.9814,14.8575,30.1501,9.5731,0,0,0,0,0,0
214.02,0.007347095,16.208072,171.30,413.50,14.6383,14.6383,38.2929,3.5540,3.5540,24.0285,41.5122,65.4344,17.8153,14.9858,14.8618,30.1590,9.5758,0,0,0,0,0,0
215.02,0.007293309,16.097401,171.43,413.36,14.6355,14.6355,38.2854,3.5534,3.5534,24.0239,41.5042,65.4217,17.8119,14.9829,14.8590,30.1532,9.5740,0,0,0,0,0,0
216.02,0.007241671,15.991015,171.56,413.23,14.6316,14.6316,38.2752,3.5525,3.5525,24.0175,41.4931,65.4042,17.8072,14.9790,14.8550,30.1452,9.5715,0,0,0,0,0,0
217.02,0.007190957,15.884738,171.69,413.10,14.6355,14.6355,38.2856,3.5534,3.5534,24.0240,41.5044,65.4220,17.8120,14.9830,14.8590,30.1533,9.5740,0,0,0,0,0,0
218.02,0.007140220,15.779210,171.82,412.96,14.6379,14.6379,38.2917,3.5539,3.5539,24.0278,41.5110,65.4325,17.8148,14.9854,14.8613,30.1581,9.5755,0,0,0,0,0,0
219.02,0.007089496,15.674658,171.95,412.83,14.6331,14.6331,38.2792,3.5528,3.5528,24.0199,41.4974,65.4110,17.8090,14.9805,14.8566,30.1483,9.5725,0,0,0,0,0,0
220.02,0.007039116,15.570454,172.08,412.70,14.6304,14.6304,38.2721,3.5522,3.5522,24.0155,41.4897,65.3989,17.8058,14.9777,14.8539,30.1427,9.5707,0,0,0,0,0,0
221.02,0.006990589,15.470322,172.21,412.57,14.6368,14.6368,38.2890,3.5537,3.5537,24.0261,41.5080,65.4278,17.8135,14.9843,14.8603,30.1560,9.5749,0,0,0,0,0,0
222.02,0.006943245,15.370923,172.33,412.44,14.6370,14.6370,38.2896,3.5537,3.5537,24.0265,41.5087,65.4288,17.8138,14.9846,14.8605,30.1564,9.5750,0,0,0,0,0,0
223.02,0.006895964,15.272013,172.46,412.32,14.6314,14.6314,38.2747,3.5525,3.5525,24.0171,41.4925,65.4033,17.8070,14.9787,14.8548,30.1447,9.5714,0,0,0,0,0,0
224.02,0.006848676,15.174162,172.58,412.19,14.6310,14.6310,38.2735,3.5524,3.5524,24.0164,41.4912,65.4013,17.8065,14.9783,14.8544,30.1438,9.5711,0,0,0,0,0,0
225.02,0.006801588,15.076228,172.71,412.06,14.6348,14.6348,38.2836,3.5532,3.5532,24.0228,41.5022,65.4187,17.8111,14.9822,14.8583,30.1518,9.5736,0,0,0,0,0,0
226.02,0.006755811,14.981310,172.83,411.94,14.6341,14.6341,38.2817,3.5531,3.5531,24.0216,41.5002,65.4154,17.8102,14.9815,14.8575,30.1503,9.5731,0,0,0,0,0,0
227.02,0.006711525,14.888662,172.95,411.81,14.6296,14.6296,38.2698,3.5520,3.5520,24.0141,41.4873,65.3950,17.8048,14.9769,14.8530,30.1410,9.5702,0,0,0,0,0,0
228.02,0.006667504,14.795975,173.07,411.69,14.6324,14.6324,38.2772,3.5527,3.5527,24.0187,41.4953,65.4077,17.8082,14.9797,14.8558,30.1468,9.5720,0,0,0,0,0,0
229.02,0.006623419,14.704076,173.19,411.57,14.6369,14.6369,38.2891,3.5537,3.5537,24.0262,41.5082,65.4281,17.8136,14.9844,14.8604,30.1561,9.5749,0,0,0,0,0,0
230.02,0.006579410,14.612266,173.31,411.45,14.6368,14.6368,38.2889,3.5537,3.5537,24.0260,41.5079,65.4276,17.8135,14.9843,14.8603,30.1559,9.5748,0,0,0,0,0,0
231.02,0.006536222,14.522282,173.43,411.33,14.6307,14.6307,38.2728,3.5523,3.5523,24.0159,41.4904,65.4000,17.8061,14.9780,14.8541,30.1432,9.5709,0,0,0,0,0,0
232.02,0.006494726,14.435450,173.55,411.21,14.6340,14.6340,38.2815,3.5530,3.5530,24.0214,41.4999,65.4150,17.8101,14.9814,14.8574,30.1501,9.5730,0,0,0,0,0,0
233.02,0.006453665,14.348528,173.67,411.09,14.6369,14.6369,38.2892,3.5537,3.5537,24.0262,41.5082,65.4281,17.8136,14.9844,14.8604,30.1561,9.5749,0,0,0,0,0,0
234.02,0.006412502,14.262361,173.78,410.97,14.6326,14.6326,38.2778,3.5527,3.5527,24.0191,41.4959,65.4087,17.8084,14.9800,14.8560,30.1472,9.5722,0,0,0,0,0,0
235.02,0.006371397,14.176561,173.90,410.85,14.6292,14.6292,38.2687,3.5520,3.5520,24.0134,41.4861,65.3931,17.8043,14.9764,14.8526,30.1401,9.5699,0,0,0,0,0,0
236.02,0.006330771,14.091182,174.02,410.73,14.6333,14.6333,38.2796,3.5529,3.5529,24.0202,41.4979,65.4118,17.8093,14.9807,14.8567,30.1486,9.5726,0,0,0,0,0,0
237.02,0.006291762,14.009332,174.13,410.62,14.6368,14.6368,38.2889,3.5537,3.5537,24.0261,41.5080,65.4277,17.8135,14.9843,14.8603,30.1559,9.5749,0,0,0,0,0,0
238.02,0.006253384,13.928047,174.24,410.50,14.6312,14.6312,38.2742,3.5524,3.5524,24.0169,41.4920,65.4025,17.8068,14.9786,14.8547,30.1444,9.5713,0,0,0,0,0,0
239.02,0.006214966,13.847305,174.36,410.38,14.6304,14.6304,38.2720,3.5522,3.5522,24.0155,41.4896,65.3987,17.8058,14.9777,14.8538,30.1426,9.5707,0,0,0,0,0,0
240.02,0.006176566,13.766773,174.47,410.27,14.6342,14.6342,38.2822,3.5531,3.5531,24.0218,41.5006,65.4161,17.8104,14.9817,14.8577,30.1506,9.5732,0,0,0,0,0,0
241.02,0.006138370,13.685876,174.58,410.16,14.6370,14.6370,38.2896,3.5537,3.5537,24.0265,41.5087,65.4288,17.8138,14.9846,14.8605,30.1564,9.5750,0,0,0,0,0,0
242.02,0.006101553,13.608685,174.69,410.04,14.6306,14.6306,38.2725,3.5523,3.5523,24.0158,41.4902,65.3996,17.8060,14.9779,14.8540,30.1431,9.5709,0,0,0,0,0,0
243.02,0.006065668,13.532778,174.80,409.93,14.6326,14.6326,38.2778,3.5527,3.5527,24.0191,41.4959,65.4086,17.8084,14.9800,14.8560,30.1472,9.5721,0,0,0,0,0,0
244.02,0.006029823,13.456791,174.91,409.82,14.6375,14.6375,38.2907,3.5538,3.5538,24.0272,41.5099,65.4307,17.8143,14.9850,14.8610,30.1573,9.5753,0,0,0,0,0,0
245.02,0.005993897,13.381093,175.02,409.71,14.6385,14.6385,38.2934,3.5541,3.5541,24.0289,41.5128,65.4354,17.8156,14.9861,14.8620,30.1594,9.5760,0,0,0,0,0,0
246.02,0.005958061,13.305153,175.13,409.60,14.6333,14.6333,38.2796,3.5529,3.5529,24.0202,41.4978,65.4117,17.8092,14.9807,14.8567,30.1486,9.5726,0,0,0,0,0,0
247.02,0.005923249,13.231750,175.24,409.49,14.6354,14.6354,38.2853,3.5534,3.5534,24.0238,41.5040,65.4215,17.8118,14.9829,14.8589,30.1531,9.5740,0,0,0,0,0,0
248.02,0.005889587,13.160415,175.34,409.38,14.6402,14.6402,38.2980,3.5545,3.5545,24.0318,41.5179,65.4433,17.8177,14.9879,14.8638,30.1631,9.5771,0,0,0,0,0,0
249.02,0.005856045,13.089000,175.45,409.27,14.6371,14.6371,38.2896,3.5537,3.5537,24.0265,41.5087,65.4289,17.8138,14.9846,14.8606,30.1565,9.5750,0,0,0,0,0,0
250.02,0.005822419,13.018114,175.55,409.16,14.6336,14.6336,38.2805,3.5530,3.5530,24.0208,41.4989,65.4133,17.8097,14.9810,14.8571,30.1493,9.5728,0,0,0,0,0,0
251.02,0.005788870,12.946928,175.66,409.05,14.6363,14.6363,38.2876,3.5536,3.5536,24.0252,41.5065,65.4254,17.8129,14.9838,14.8598,30.1549,9.5745,0,0,0,0,0,0
252.02,0.005755930,12.876659,175.76,408.95,14.6424,14.6424,38.3039,3.5550,3.5550,24.0354,41.5242,65.4533,17.8203,14.9901,14.8660,30.1676,9.5785,0,0,0,0,0,0
253.02,0.005724229,12.809475,175.87,408.84,14.6387,14.6387,38.2940,3.5541,3.5541,24.0293,41.5135,65.4364,17.8158,14.9863,14.8622,30.1599,9.5761,0,0,0,0,0,0
254.02,0.005692834,12.742642,175.97,408.73,14.6380,14.6380,38.2922,3.5540,3.5540,24.0281,41.5116,65.4333,17.8150,14.9856,14.8615,30.1585,9.5757,0,0,0,0,0,0
255.02,0.005661361,12.675970,176.07,408.63,14.6425,14.6425,38.3041,3.5550,3.5550,24.0356,41.5244,65.4537,17.8205,14.9902,14.8661,30.1678,9.5786,0,0,0,0,0,0
256.02,0.005629883,12.608965,176.18,408.53,14.6468,14.6468,38.3153,3.5559,3.5559,24.0426,41.5366,65.4728,17.8256,14.9946,14.8704,30.1766,9.5813,0,0,0,0,0,0
257.02,0.005598704,12.542054,176.28,408.42,14.6433,14.6433,38.3062,3.5552,3.5552,24.0369,41.5267,65.4573,17.8214,14.9910,14.8669,30.1695,9.5791,0,0,0,0,0,0
258.02,0.005568790,12.478734,176.38,408.32,14.6436,14.6436,38.3069,3.5552,3.5552,24.0373,41.5274,65.4584,17.8217,14.9913,14.8671,30.1700,9.5792,0,0,0,0,0,0
259.02,0.005539384,12.415938,176.48,408.21,14.6494,14.6494,38.3222,3.5565,3.5565,24.0469,41.5440,65.4846,17.8287,14.9973,14.8730,30.1820,9.5830,0,0,0,0,0,0
260.02,0.005509880,12.353094,176.58,408.11,14.6517,14.6517,38.3284,3.5570,3.5570,24.0507,41.5507,65.4951,17.8315,14.9997,14.8753,30.1868,9.5845,0,0,0,0,0,0
261.02,0.005480321,12.290227,176.68,408.01,14.6476,14.6476,38.3174,3.5561,3.5561,24.0439,41.5389,65.4765,17.8265,14.9954,14.8712,30.1783,9.5818,0,0,0,0,0,0
262.02,0.005450918,12.226877,176.78,407.91,14.6477,14.6477,38.3177,3.5561,3.5561,24.0441,41.5392,65.4769,17.8267,14.9955,14.8713,30.1785,9.5819,0,0,0,0,0,0
263.02,0.005422594,12.166492,176.88,407.81,14.6560,14.6560,38.3398,3.5580,3.5580,24.0579,41.5632,65.5148,17.8368,15.0042,14.8797,30.1958,9.5873,0,0,0,0,0,0
264.02,0.005394932,12.107427,176.97,407.71,14.6553,14.6553,38.3378,3.5579,3.5579,24.0566,41.5609,65.5113,17.8359,15.0034,14.8789,30.1942,9.5868,0,0,0,0,0,0
265.02,0.005367249,12.048420,177.07,407.61,14.6521,14.6521,38.3293,3.5571,3.5571,24.0513,41.5518,65.4968,17.8320,15.0001,14.8757,30.1876,9.5847,0,0,0,0,0,0
266.02,0.005339524,11.989389,177.17,407.51,14.6548,14.6548,38.3365,3.5577,3.5577,24.0558,41.5595,65.5091,17.8353,15.0029,14.8784,30.1932,9.5865,0,0,0,0,0,0
267.02,0.005311863,11.929561,177.27,407.41,14.6605,14.6605,38.3516,3.5590,3.5590,24.0652,41.5758,65.5348,17.8421,15.0087,14.8842,30.2050,9.5902,0,0,0,0,0,0
