Time(s),VenaCava-Fentanyl-Concentration(ug/mL),Fentanyl-PlasmaConcentration(ug/L),Fentanyl-SystemicMassCleared(ug),Fentanyl-MassInBody(ug),Fentanyl-LeftKidneyTissue-PartitionCoefficient,Fentanyl-RightKidneyTissue-PartitionCoefficient,Fentanyl-BrainTissue-PartitionCoefficient,Fentanyl-RightLungTissue-PartitionCoefficient,Fentanyl-LeftLungTissue-PartitionCoefficient,Fentanyl-LiverTissue-PartitionCoefficient,Fentanyl-BoneTissue-PartitionCoefficient,Fentanyl-FatTissue-PartitionCoefficient,Fentanyl-SkinTissue-PartitionCoefficient,Fentanyl-MuscleTissue-PartitionCoefficient,Fentanyl-SpleenTissue-PartitionCoefficient,Fentanyl-GutTissue-PartitionCoefficient,Fentanyl-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassCleared(ug),RightKidneyTissueIntracellular-Fentanyl-MassCleared(ug),LeftKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),RightKidneyTissueIntracellular-Fentanyl-MassExcreted(ug),LiverTissueIntracellular-Fentanyl-MassExcreted(ug)
8662.02,0.000434535,1.067242,349.50,226.61,14.6413,14.6413,38.3008,3.5547,3.5547,24.0335,41.5208,65.4480,17.8189,14.9889,14.8648,30.1652,9.5778,0,0,0,0,0,0
8663.02,0.000434497,1.067312,349.50,226.61,14.6405,14.6405,38.2988,3.5545,3.5545,24.0322,41.5186,65.4445,17.8180,14.9881,14.8640,30.1636,9.5773,0,0,0,0,0,0
8664.02,0.000434457,1.067401,349.51,226.60,14.6448,14.6448,38.3102,3.5555,3.5555,24.0394,41.5311,65.4642,17.8233,14.9926,14.8684,30.1726,9.5801,0,0,0,0,0,0
8665.02,0.000434406,1.067318,349.52,226.59,14.6466,14.6466,38.3147,3.5559,3.5559,24.0422,41.5359,65.4719,17.8253,14.9944,14.8701,30.1761,9.5812,0,0,0,0,0,0
8666.02,0.000434346,1.067056,349.53,226.58,14.6414,14.6414,38.3012,3.5547,3.5547,24.0338,41.5213,65.4487,17.8191,14.9891,14.8650,30.1656,9.5779,0,0,0,0,0,0
8667.02,0.000434286,1.066688,349.53,226.57,14.6409,14.6409,38.2999,3.5546,3.5546,24.0329,41.5199,65.4465,17.8185,14.9886,14.8645,30.1645,9.5775,0,0,0,0,0,0
8668.02,0.000434250,1.066667,349.54,226.57,14.6465,14.6465,38.3147,3.5559,3.5559,24.0422,41.5359,65.4718,17.8253,14.9944,14.8701,30.1761,9.5812,0,0,0,0,0,0
8669.02,0.000434208,1.066760,349.55,226.56,14.6447,14.6447,38.3099,3.5555,3.5555,24.0392,41.5307,65.4636,17.8231,14.9925,14.8683,30.1724,9.5800,0,0,0,0,0,0
8670.02,0.000434154,1.066741,349.56,226.55,14.6398,14.6398,38.2968,3.5543,3.5543,24.0310,41.5165,65.4411,17.8171,14.9874,14.8633,30.1621,9.5768,0,0,0,0,0,0
8671.02,0.000434099,1.066542,349.57,226.54,14.6405,14.6405,38.2987,3.5545,3.5545,24.0322,41.5185,65.4444,17.8180,14.9881,14.8640,30.1636,9.5772,0,0,0,0,0,0
8672.02,0.000434040,1.066141,349.57,226.53,14.6450,14.6450,38.3106,3.5555,3.5555,24.0396,41.5315,65.4648,17.8234,14.9928,14.8686,30.1729,9.5802,0,0,0,0,0,0
8673.02,0.000433995,1.066017,349.58,226.52,14.6423,14.6423,38.3035,3.5549,3.5549,24.0352,41.5238,65.4526,17.8202,14.9900,14.8658,30.1673,9.5784,0,0,0,0,0,0
8674.02,0.000433955,1.066140,349.59,226.52,14.6394,14.6394,38.2959,3.5543,3.5543,24.0304,41.5155,65.4396,17.8167,14.9870,14.8629,30.1614,9.5766,0,0,0,0,0,0
8675.02,0.000433909,1.066165,349.60,226.51,14.6427,14.6427,38.3046,3.5550,3.5550,24.0359,41.5250,65.4546,17.8207,14.9904,14.8663,30.1682,9.5787,0,0,0,0,0,0
8676.02,0.000433857,1.065991,349.60,226.50,14.6468,14.6468,38.3154,3.5559,3.5559,24.0426,41.5367,65.4730,17.8256,14.9946,14.8704,30.1767,9.5813,0,0,0,0,0,0
8677.02,0.000433793,1.065616,349.61,226.49,14.6452,14.6452,38.3112,3.5556,3.5556,24.0400,41.5321,65.4658,17.8237,14.9930,14.8688,30.1734,9.5803,0,0,0,0,0,0
8678.02,0.000433741,1.065406,349.62,226.48,14.6403,14.6403,38.2982,3.5545,3.5545,24.0319,41.5181,65.4436,17.8178,14.9879,14.8638,30.1632,9.5771,0,0,0,0,0,0
8679.02,0.000433707,1.065507,349.63,226.48,14.6445,14.6445,38.3092,3.5554,3.5554,24.0388,41.5300,65.4624,17.8228,14.9922,14.8680,30.1718,9.5798,0,0,0,0,0,0
8680.02,0.000433661,1.065549,349.64,226.47,14.6465,14.6465,38.3147,3.5559,3.5559,24.0422,41.5359,65.4717,17.8253,14.9943,14.8701,30.1761,9.5812,0,0,0,0,0,0
8681.02,0.000433606,1.065433,349.64,226.46,14.6417,14.6417,38.3020,3.5548,3.5548,24.0342,41.5221,65.4500,17.8195,14.9894,14.8652,30.1661,9.5780,0,0,0,0,0,0
8682.02,0.000433547,1.065135,349.65,226.45,14.6393,14.6393,38.2955,3.5542,3.5542,24.0302,41.5151,65.4389,17.8165,14.9869,14.8628,30.1611,9.5765,0,0,0,0,0,0
8683.02,0.000433495,1.064814,349.66,226.44,14.6450,14.6450,38.3108,3.5555,3.5555,24.0397,41.5316,65.4650,17.8235,14.9928,14.8686,30.1730,9.5802,0,0,0,0,0,0
8684.02,0.000433459,1.064848,349.67,226.43,14.6456,14.6456,38.3122,3.5557,3.5557,24.0406,41.5332,65.4676,17.8242,14.9934,14.8692,30.1742,9.5806,0,0,0,0,0,0
8685.02,0.000433412,1.064936,349.68,226.43,14.6403,14.6403,38.2981,3.5545,3.5545,24.0318,41.5179,65.4433,17.8177,14.9879,14.8638,30.1631,9.5771,0,0,0,0,0,0
8686.02,0.000433360,1.064881,349.68,226.42,14.6403,14.6403,38.2981,3.5545,3.5545,24.0318,41.5179,65.4434,17.8177,14.9879,14.8638,30.1631,9.5771,0,0,0,0,0,0
8687.02,0.000433305,1.064619,349.69,226.41,14.6442,14.6442,38.3085,3.5554,3.5554,24.0383,41.5292,65.4612,17.8225,14.9919,14.8678,30.1713,9.5796,0,0,0,0,0,0
8688.02,0.000433245,1.064222,349.70,226.40,14.6445,14.6445,38.3093,3.5554,3.5554,24.0388,41.5300,65.4625,17.8228,14.9922,14.8680,30.1719,9.5798,0,0,0,0,0,0
8689.02,0.000433204,1.064215,349.71,226.39,14.6393,14.6393,38.2955,3.5542,3.5542,24.0302,41.5151,65.4389,17.8165,14.9869,14.8628,30.1611,9.5765,0,0,0,0,0,0
8690.02,0.000433167,1.064336,349.71,226.38,14.6421,14.6421,38.3029,3.5549,3.5549,24.0348,41.5231,65.4516,17.8199,14.9898,14.8656,30.1669,9.5783,0,0,0,0,0,0
8691.02,0.000433120,1.064304,349.72,226.38,14.6464,14.6464,38.3144,3.5559,3.5559,24.0420,41.5355,65.4712,17.8251,14.9942,14.8700,30.1759,9.5811,0,0,0,0,0,0
8692.02,0.000433063,1.064079,349.73,226.37,14.6458,14.6458,38.3128,3.5557,3.5557,24.0410,41.5338,65.4685,17.8244,14.9936,14.8694,30.1746,9.5807,0,0,0,0,0,0
8693.02,0.000432999,1.063692,349.74,226.36,14.6403,14.6403,38.2982,3.5545,3.5545,24.0319,41.5181,65.4436,17.8178,14.9879,14.8638,30.1632,9.5771,0,0,0,0,0,0
8694.02,0.000432957,1.063595,349.75,226.35,14.6433,14.6433,38.3063,3.5552,3.5552,24.0369,41.5268,65.4573,17.8214,14.9911,14.8669,30.1695,9.5791,0,0,0,0,0,0
8695.02,0.000432922,1.063696,349.75,226.34,14.6463,14.6463,38.3142,3.5558,3.5558,24.0419,41.5353,65.4709,17.8251,14.9942,14.8699,30.1757,9.5810,0,0,0,0,0,0
8696.02,0.000432871,1.063708,349.76,226.34,14.6419,14.6419,38.3024,3.5548,3.5548,24.0345,41.5226,65.4508,17.8197,14.9896,14.8654,30.1665,9.5782,0,0,0,0,0,0
8697.02,0.000432817,1.063561,349.77,226.33,14.6389,14.6389,38.2944,3.5541,3.5541,24.0295,41.5139,65.4371,17.8160,14.9865,14.8624,30.1602,9.5762,0,0,0,0,0,0
8698.02,0.000432761,1.063206,349.78,226.32,14.6417,14.6417,38.3019,3.5548,3.5548,24.0342,41.5220,65.4499,17.8194,14.9894,14.8652,30.1661,9.5780,0,0,0,0,0,0
8699.02,0.000432713,1.062968,349.79,226.31,14.6460,14.6460,38.3132,3.5558,3.5558,24.0413,41.5343,65.4693,17.8246,14.9938,14.8696,30.1750,9.5808,0,0,0,0,0,0
8700.02,0.000432674,1.063056,349.79,226.30,14.6404,14.6404,38.2986,3.5545,3.5545,24.0321,41.5184,65.4442,17.8179,14.9881,14.8640,30.1635,9.5772,0,0,0,0,0,0
8701.02,0.000432627,1.063125,349.80,226.29,14.6399,14.6399,38.2970,3.5544,3.5544,24.0311,41.5168,65.4416,17.8172,14.9875,14.8634,30.1623,9.5768,0,0,0,0,0,0
8702.02,0.000432577,1.063014,349.81,226.29,14.6436,14.6436,38.3070,3.5552,3.5552,24.0374,41.5275,65.4586,17.8218,14.9913,14.8672,30.1701,9.5793,0,0,0,0,0,0
8703.02,0.000432519,1.062690,349.82,226.28,14.6463,14.6463,38.3140,3.5558,3.5558,24.0417,41.5351,65.4705,17.8250,14.9941,14.8698,30.1755,9.5810,0,0,0,0,0,0
8704.02,0.000432461,1.062370,349.82,226.27,14.6400,14.6400,38.2974,3.5544,3.5544,24.0313,41.5171,65.4421,17.8174,14.9876,14.8635,30.1625,9.5769,0,0,0,0,0,0
8705.02,0.000432427,1.062440,349.83,226.26,14.6413,14.6413,38.3007,3.5547,3.5547,24.0334,41.5208,65.4479,17.8189,14.9889,14.8648,30.1652,9.5777,0,0,0,0,0,0
8706.02,0.000432388,1.062524,349.84,226.25,14.6458,14.6458,38.3128,3.5557,3.5557,24.0410,41.5338,65.4685,17.8244,14.9936,14.8694,30.1746,9.5807,0,0,0,0,0,0
8707.02,0.000432337,1.062441,349.85,226.25,14.6460,14.6460,38.3134,3.5558,3.5558,24.0414,41.5345,65.4695,17.8247,14.9938,14.8696,30.1751,9.5808,0,0,0,0,0,0
8708.02,0.000432277,1.062185,349.86,226.24,14.6405,14.6405,38.2988,3.5545,3.5545,24.0322,41.5186,65.4445,17.8180,14.9881,14.8640,30.1636,9.5773,0,0,0,0,0,0
8709.02,0.000432218,1.061817,349.86,226.23,14.6412,14.6412,38.3006,3.5547,3.5547,24.0334,41.5206,65.4477,17.8189,14.9889,14.8647,30.1651,9.5777,0,0,0,0,0,0
8710.02,0.000432182,1.061796,349.87,226.22,14.6460,14.6460,38.3133,3.5558,3.5558,24.0413,41.5344,65.4694,17.8247,14.9938,14.8696,30.1750,9.5808,0,0,0,0,0,0
8711.02,0.000432141,1.061894,349.88,226.21,14.6422,14.6422,38.3033,3.5549,3.5549,24.0351,41.5236,65.4523,17.8201,14.9899,14.8658,30.1672,9.5784,0,0,0,0,0,0
8712.02,0.000432089,1.061883,349.89,226.20,14.6386,14.6386,38.2937,3.5541,3.5541,24.0290,41.5131,65.4359,17.8157,14.9862,14.8621,30.1597,9.5760,0,0,0,0,0,0
8713.02,0.000432038,1.061684,349.89,226.20,14.6410,14.6410,38.2999,3.5546,3.5546,24.0329,41.5199,65.4465,17.8185,14.9886,14.8645,30.1645,9.5776,0,0,0,0,0,0
8714.02,0.000431980,1.061280,349.90,226.19,14.6456,14.6456,38.3121,3.5557,3.5557,24.0406,41.5331,65.4674,17.8241,14.9934,14.8691,30.1741,9.5805,0,0,0,0,0,0
8715.02,0.000431935,1.061158,349.91,226.18,14.6413,14.6413,38.3010,3.5547,3.5547,24.0336,41.5210,65.4483,17.8190,14.9890,14.8649,30.1654,9.5778,0,0,0,0,0,0
8716.02,0.000431896,1.061284,349.92,226.17,14.6395,14.6395,38.2961,3.5543,3.5543,24.0305,41.5157,65.4399,17.8168,14.9871,14.8630,30.1615,9.5766,0,0,0,0,0,0
8717.02,0.000431849,1.061307,349.93,226.16,14.6431,14.6431,38.3057,3.5551,3.5551,24.0365,41.5261,65.4564,17.8212,14.9908,14.8667,30.1690,9.5790,0,0,0,0,0,0
8718.02,0.000431797,1.061134,349.93,226.16,14.6462,14.6462,38.3138,3.5558,3.5558,24.0416,41.5350,65.4703,17.8249,14.9940,14.8698,30.1754,9.5809,0,0,0,0,0,0
8719.02,0.000431734,1.060770,349.94,226.15,14.6425,14.6425,38.3039,3.5550,3.5550,24.0354,41.5242,65.4534,17.8204,14.9902,14.8660,30.1677,9.5785,0,0,0,0,0,0
8720.02,0.000431686,1.060566,349.95,226.14,14.6401,14.6401,38.2977,3.5544,3.5544,24.0315,41.5175,65.4427,17.8175,14.9877,14.8636,30.1628,9.5770,0,0,0,0,0,0
8721.02,0.000431654,1.060663,349.96,226.13,14.6451,14.6451,38.3110,3.5556,3.5556,24.0398,41.5318,65.4654,17.8236,14.9929,14.8687,30.1732,9.5802,0,0,0,0,0,0
8722.02,0.000431609,1.060703,349.96,226.12,14.6461,14.6461,38.3135,3.5558,3.5558,24.0414,41.5346,65.4697,17.8247,14.9939,14.8696,30.1751,9.5809,0,0,0,0,0,0
8723.02,0.000431554,1.060590,349.97,226.11,14.6406,14.6406,38.2991,3.5545,3.5545,24.0324,41.5190,65.4450,17.8181,14.9883,14.8641,30.1639,9.5773,0,0,0,0,0,0
8724.02,0.000431496,1.060294,349.98,226.11,14.6393,14.6393,38.2957,3.5543,3.5543,24.0303,41.5153,65.4392,17.8166,14.9869,14.8628,30.1612,9.5765,0,0,0,0,0,0
8725.02,0.000431443,1.059971,349.99,226.10,14.6450,14.6450,38.3106,3.5555,3.5555,24.0396,41.5314,65.4647,17.8234,14.9927,14.8685,30.1729,9.5801,0,0,0,0,0,0
8726.02,0.000431406,1.060009,350.00,226.09,14.6429,14.6429,38.3051,3.5551,3.5551,24.0362,41.5254,65.4553,17.8209,14.9906,14.8664,30.1686,9.5788,0,0,0,0,0,0
8727.02,0.000431361,1.060106,350.00,226.08,14.6386,14.6386,38.2937,3.5541,3.5541,24.0290,41.5131,65.4358,17.8157,14.9862,14.8621,30.1596,9.5760,0,0,0,0,0,0
8728.02,0.000431312,1.060052,350.01,226.07,14.6404,14.6404,38.2984,3.5545,3.5545,24.0320,41.5182,65.4438,17.8178,14.9880,14.8639,30.1633,9.5772,0,0,0,0,0,0
8729.02,0.000431259,1.059787,350.02,226.07,14.6448,14.6448,38.3102,3.5555,3.5555,24.0394,41.5310,65.4641,17.8232,14.9926,14.8684,30.1726,9.5801,0,0,0,0,0,0
8730.02,0.000431199,1.059391,350.03,226.06,14.6438,14.6438,38.3075,3.5553,3.5553,24.0377,41.5281,65.4595,17.8220,14.9916,14.8674,30.1705,9.5794,0,0,0,0,0,0
8731.02,0.000431158,1.059387,350.04,226.05,14.6393,14.6393,38.2957,3.5543,3.5543,24.0303,41.5153,65.4392,17.8166,14.9869,14.8629,30.1612,9.5765,0,0,0,0,0,0
8732.02,0.000431120,1.059504,350.04,226.04,14.6428,14.6428,38.3048,3.5550,3.5550,24.0360,41.5252,65.4548,17.8208,14.9905,14.8663,30.1683,9.5787,0,0,0,0,0,0
8733.02,0.000431071,1.059470,350.05,226.03,14.6463,14.6463,38.3141,3.5558,3.5558,24.0418,41.5352,65.4707,17.8250,14.9941,14.8699,30.1756,9.5810,0,0,0,0,0,0
8734.02,0.000431014,1.059253,350.06,226.03,14.6433,14.6433,38.3060,3.5551,3.5551,24.0368,41.5265,65.4570,17.8213,14.9910,14.8668,30.1693,9.5790,0,0,0,0,0,0
8735.02,0.000430952,1.058875,350.07,226.02,14.6390,14.6390,38.2948,3.5542,3.5542,24.0297,41.5143,65.4378,17.8162,14.9866,14.8625,30.1605,9.5763,0,0,0,0,0,0
8736.02,0.000430912,1.058774,350.07,226.01,14.6440,14.6440,38.3079,3.5553,3.5553,24.0379,41.5285,65.4602,17.8222,14.9917,14.8675,30.1708,9.5795,0,0,0,0,0,0
8737.02,0.000430877,1.058872,350.08,226.00,14.6461,14.6461,38.3136,3.5558,3.5558,24.0415,41.5347,65.4698,17.8248,14.9939,14.8697,30.1752,9.5809,0,0,0,0,0,0
8738.02,0.000430826,1.058885,350.09,225.99,14.6409,14.6409,38.2997,3.5546,3.5546,24.0328,41.5196,65.4461,17.8184,14.9885,14.8644,30.1644,9.5775,0,0,0,0,0,0
8739.02,0.000430772,1.058739,350.10,225.98,14.6392,14.6392,38.2952,3.5542,3.5542,24.0300,41.5147,65.4384,17.8164,14.9867,14.8627,30.1608,9.5764,0,0,0,0,0,0
8740.02,0.000430714,1.058380,350.11,225.98,14.6426,14.6426,38.3044,3.5550,3.5550,24.0358,41.5248,65.4542,17.8206,14.9903,14.8662,30.1681,9.5786,0,0,0,0,0,0
8741.02,0.000430665,1.058142,350.11,225.97,14.6444,14.6444,38.3090,3.5554,3.5554,24.0386,41.5298,65.4621,17.8227,14.9921,14.8680,30.1717,9.5798,0,0,0,0,0,0
8742.02,0.000430626,1.058240,350.12,225.96,14.6390,14.6390,38.2948,3.5542,3.5542,24.0298,41.5144,65.4378,17.8162,14.9866,14.8625,30.1605,9.5763,0,0,0,0,0,0
8743.02,0.000430581,1.058309,350.13,225.95,14.6401,14.6401,38.2977,3.5544,3.5544,24.0315,41.5175,65.4427,17.8175,14.9877,14.8636,30.1628,9.5770,0,0,0,0,0,0
8744.02,0.000430532,1.058195,350.14,225.94,14.6444,14.6444,38.3091,3.5554,3.5554,24.0387,41.5298,65.4622,17.8227,14.9922,14.8680,30.1717,9.5798,0,0,0,0,0,0
8745.02,0.000430473,1.057870,350.14,225.94,14.6461,14.6461,38.3136,3.5558,3.5558,24.0415,41.5347,65.4699,17.8248,14.9939,14.8697,30.1752,9.5809,0,0,0,0,0,0
8746.02,0.000430416,1.057555,350.15,225.93,14.6398,14.6398,38.2969,3.5544,3.5544,24.0310,41.5166,65.4413,17.8172,14.9874,14.8633,30.1622,9.5768,0,0,0,0,0,0
8747.02,0.000430381,1.057622,350.16,225.92,14.6424,14.6424,38.3038,3.5549,3.5549,24.0354,41.5241,65.4531,17.8203,14.9901,14.8659,30.1676,9.5785,0,0,0,0,0,0
8748.02,0.000430341,1.057700,350.17,225.91,14.6464,14.6464,38.3143,3.5558,3.5558,24.0420,41.5355,65.4711,17.8251,14.9942,14.8700,30.1758,9.5811,0,0,0,0,0,0
8749.02,0.000430288,1.057621,350.18,225.90,14.6443,14.6443,38.3088,3.5554,3.5554,24.0385,41.5295,65.4617,17.8226,14.9921,14.8679,30.1715,9.5797,0,0,0,0,0,0
8750.02,0.000430228,1.057372,350.18,225.89,14.6393,14.6393,38.2956,3.5543,3.5543,24.0303,41.5152,65.4392,17.8166,14.9869,14.8628,30.1612,9.5765,0,0,0,0,0,0
8751.02,0.000430171,1.057004,350.19,225.89,14.6418,14.6418,38.3022,3.5548,3.5548,24.0343,41.5223,65.4503,17.8196,14.9895,14.8653,30.1663,9.5781,0,0,0,0,0,0
8752.02,0.000430135,1.056979,350.20,225.88,14.6460,14.6460,38.3132,3.5558,3.5558,24.0413,41.5343,65.4693,17.8246,14.9938,14.8695,30.1750,9.5808,0,0,0,0,0,0
8753.02,0.000430093,1.057079,350.21,225.87,14.6412,14.6412,38.3005,3.5547,3.5547,24.0333,41.5205,65.4474,17.8188,14.9888,14.8647,30.1650,9.5777,0,0,0,0,0,0
8754.02,0.000430043,1.057069,350.21,225.86,14.6390,14.6390,38.2947,3.5542,3.5542,24.0297,41.5142,65.4376,17.8162,14.9866,14.8625,30.1605,9.5763,0,0,0,0,0,0
8755.02,0.000429991,1.056866,350.22,225.85,14.6423,14.6423,38.3035,3.5549,3.5549,24.0352,41.5237,65.4526,17.8202,14.9900,14.8658,30.1673,9.5784,0,0,0,0,0,0
8756.02,0.000429931,1.056460,350.23,225.85,14.6461,14.6461,38.3135,3.5558,3.5558,24.0414,41.5346,65.4697,17.8247,14.9939,14.8697,30.1752,9.5809,0,0,0,0,0,0
8757.02,0.000429885,1.056344,350.24,225.84,14.6404,14.6404,38.2983,3.5545,3.5545,24.0320,41.5182,65.4438,17.8178,14.9880,14.8639,30.1633,9.5772,0,0,0,0,0,0
8758.02,0.000429847,1.056472,350.25,225.83,14.6400,14.6400,38.2973,3.5544,3.5544,24.0313,41.5171,65.4421,17.8174,14.9876,14.8635,30.1625,9.5769,0,0,0,0,0,0
8759.02,0.000429801,1.056491,350.25,225.82,14.6440,14.6440,38.3081,3.5553,3.5553,24.0380,41.5287,65.4604,17.8223,14.9918,14.8676,30.1709,9.5795,0,0,0,0,0,0
8760.02,0.000429749,1.056318,350.26,225.81,14.6461,14.6461,38.3135,3.5558,3.5558,24.0415,41.5346,65.4698,17.8248,14.9939,14.8697,30.1752,9.5809,0,0,0,0,0,0
8761.02,0.000429686,1.055960,350.27,225.81,14.6413,14.6413,38.3008,3.5547,3.5547,24.0335,41.5208,65.4480,17.8189,14.9889,14.8648,30.1652,9.5778,0,0,0,0,0,0
8762.02,0.000429639,1.055756,350.28,225.80,14.6412,14.6412,38.3007,3.5547,3.5547,24.0334,41.5207,65.4478,17.8189,14.9889,14.8648,30.1651,9.5777,0,0,0,0,0,0
8763.02,0.000429607,1.055846,350.28,225.79,14.6462,14.6462,38.3139,3.5558,3.5558,24.0417,41.5350,65.4704,17.8249,14.9940,14.8698,30.1755,9.5810,0,0,0,0,0,0
8764.02,0.000429561,1.055886,350.29,225.78,14.6451,14.6451,38.3110,3.5556,3.5556,24.0399,41.5319,65.4655,17.8236,14.9929,14.8687,30.1732,9.5803,0,0,0,0,0,0
8765.02,0.000429505,1.055778,350.30,225.77,14.6398,14.6398,38.2969,3.5544,3.5544,24.0311,41.5166,65.4414,17.8172,14.9874,14.8633,30.1622,9.5768,0,0,0,0,0,0
8766.02,0.000429448,1.055483,350.31,225.76,14.6398,14.6398,38.2970,3.5544,3.5544,24.0311,41.5167,65.4414,17.8172,14.9874,14.8633,30.1622,9.5768,0,0,0,0,0,0
8767.02,0.000429396,1.055159,350.32,225.76,14.6451,14.6451,38.3110,3.5556,3.5556,24.0399,41.5319,65.4655,17.8236,14.9929,14.8687,30.1732,9.5803,0,0,0,0,0,0
8768.02,0.000429359,1.055200,350.32,225.75,14.6415,14.6415,38.3013,3.5547,3.5547,24.0338,41.5214,65.4489,17.8192,14.9891,14.8650,30.1656,9.5779,0,0,0,0,0,0
8769.02,0.000429315,1.055300,350.33,225.74,14.6386,14.6386,38.2938,3.5541,3.5541,24.0291,41.5133,65.4360,17.8157,14.9862,14.8621,30.1597,9.5761,0,0,0,0,0,0
8770.02,0.000429268,1.055243,350.34,225.73,14.6417,14.6417,38.3018,3.5548,3.5548,24.0341,41.5219,65.4497,17.8194,14.9893,14.8652,30.1660,9.5780,0,0,0,0,0,0
8771.02,0.000429215,1.054974,350.35,225.72,14.6460,14.6460,38.3132,3.5558,3.5558,24.0413,41.5343,65.4693,17.8246,14.9938,14.8696,30.1750,9.5808,0,0,0,0,0,0
8772.02,0.000429154,1.054583,350.35,225.72,14.6431,14.6431,38.3056,3.5551,3.5551,24.0365,41.5260,65.4562,17.8211,14.9908,14.8666,30.1690,9.5789,0,0,0,0,0,0
8773.02,0.000429113,1.054583,350.36,225.71,14.6397,14.6397,38.2965,3.5543,3.5543,24.0308,41.5162,65.4406,17.8170,14.9873,14.8632,30.1618,9.5767,0,0,0,0,0,0
8774.02,0.000429077,1.054698,350.37,225.70,14.6435,14.6435,38.3066,3.5552,3.5552,24.0371,41.5271,65.4579,17.8216,14.9912,14.8670,30.1698,9.5792,0,0,0,0,0,0
8775.02,0.000429028,1.054663,350.38,225.69,14.6459,14.6459,38.3131,3.5557,3.5557,24.0412,41.5341,65.4690,17.8245,14.9937,14.8695,30.1748,9.5808,0,0,0,0,0,0
8776.02,0.000428972,1.054454,350.38,225.68,14.6415,14.6415,38.3013,3.5547,3.5547,24.0338,41.5214,65.4489,17.8192,14.9891,14.8650,30.1656,9.5779,0,0,0,0,0,0
8777.02,0.000428913,1.054080,350.39,225.68,14.6389,14.6389,38.2946,3.5542,3.5542,24.0296,41.5141,65.4374,17.8161,14.9865,14.8624,30.1604,9.5763,0,0,0,0,0,0
8778.02,0.000428875,1.053975,350.40,225.67,14.6450,14.6450,38.3108,3.5555,3.5555,24.0397,41.5316,65.4650,17.8235,14.9928,14.8686,30.1730,9.5802,0,0,0,0,0,0
8779.02,0.000428839,1.054070,350.41,225.66,14.6455,14.6455,38.3120,3.5557,3.5557,24.0405,41.5330,65.4672,17.8241,14.9933,14.8691,30.1740,9.5805,0,0,0,0,0,0
8780.02,0.000428788,1.054088,350.42,225.65,14.6400,14.6400,38.2975,3.5544,3.5544,24.0314,41.5172,65.4423,17.8174,14.9876,14.8635,30.1626,9.5769,0,0,0,0,0,0
8781.02,0.000428735,1.053943,350.42,225.64,14.6394,14.6394,38.2959,3.5543,3.5543,24.0304,41.5155,65.4396,17.8167,14.9870,14.8629,30.1614,9.5766,0,0,0,0,0,0
8782.02,0.000428678,1.053584,350.43,225.64,14.6432,14.6432,38.3059,3.5551,3.5551,24.0366,41.5263,65.4566,17.8212,14.9909,14.8667,30.1692,9.5790,0,0,0,0,0,0
8783.02,0.000428629,1.053350,350.44,225.63,14.6426,14.6426,38.3044,3.5550,3.5550,24.0357,41.5247,65.4541,17.8206,14.9903,14.8662,30.1680,9.5786,0,0,0,0,0,0
8784.02,0.000428593,1.053456,350.45,225.62,14.6383,14.6383,38.2929,3.5540,3.5540,24.0285,41.5123,65.4345,17.8153,14.9859,14.8618,30.1590,9.5758,0,0,0,0,0,0
8785.02,0.000428550,1.053524,350.45,225.61,14.6409,14.6409,38.2998,3.5546,3.5546,24.0329,41.5197,65.4463,17.8185,14.9885,14.8644,30.1644,9.5775,0,0,0,0,0,0
8786.02,0.000428503,1.053405,350.46,225.60,14.6454,14.6454,38.3116,3.5556,3.5556,24.0403,41.5326,65.4665,17.8239,14.9932,14.8689,30.1737,9.5804,0,0,0,0,0,0
8787.02,0.000428444,1.053083,350.47,225.59,14.6456,14.6456,38.3123,3.5557,3.5557,24.0407,41.5333,65.4676,17.8242,14.9934,14.8692,30.1742,9.5806,0,0,0,0,0,0
8788.02,0.000428387,1.052774,350.48,225.59,14.6396,14.6396,38.2962,3.5543,3.5543,24.0306,41.5159,65.4402,17.8169,14.9872,14.8631,30.1616,9.5766,0,0,0,0,0,0
8789.02,0.000428353,1.052838,350.49,225.58,14.6428,14.6428,38.3049,3.5550,3.5550,24.0361,41.5253,65.4551,17.8208,14.9906,14.8664,30.1685,9.5788,0,0,0,0,0,0
8790.02,0.000428312,1.052916,350.49,225.57,14.6458,14.6458,38.3128,3.5557,3.5557,24.0410,41.5338,65.4684,17.8244,14.9936,14.8694,30.1746,9.5807,0,0,0,0,0,0
8791.02,0.000428260,1.052845,350.50,225.56,14.6418,14.6418,38.3022,3.5548,3.5548,24.0344,41.5223,65.4504,17.8196,14.9895,14.8653,30.1663,9.5781,0,0,0,0,0,0
8792.02,0.000428204,1.052603,350.51,225.55,14.6382,14.6382,38.2926,3.5540,3.5540,24.0283,41.5119,65.4339,17.8152,14.9857,14.8617,30.1588,9.5758,0,0,0,0,0,0
8793.02,0.000428150,1.052235,350.52,225.55,14.6424,14.6424,38.3038,3.5550,3.5550,24.0354,41.5241,65.4532,17.8203,14.9901,14.8660,30.1676,9.5785,0,0,0,0,0,0
