Time(s),AorticWallStrain,Afferent_AorticBaroreceptor,PleuralPressure,Test_FilteredCVP,Test_CentralSignal,MeanLungVolume,MuscleAutoregulation,Afferent_Baroreceptor,Afferent_Chemoreceptor,Afferent_PulmonaryStretch,Ursino_SympatheticNode,Ursino_SympatheticPeripheral,Afferent_Strain,Ursino_Parasympathetic,HypoxiaThreshold_Heart,HypoxiaThreshold_Peripheral,HypocapniaThreshold_Heart,HypocapniaThreshold_Peripheral,BaroreceptorOperatingPoint,SympatheticFatigue,HeartRateMod_Sympathetic,HeartRateMod_Vagal,ResistanceScale_Muscle,ResistanceScale_Splanchnic,ResistanceScale_Extrasplanchnic,ResistanceScale_Myocardium,Resistance_TotalPeripheral(mmHg_s_Per_mL),ElastanceScale,ComplianceScale,ComplianceModifier,VenaCava_Volume(mL),InsulinSynthesisRate(pmol/min)
81.74,0.043924,27.3859,-4.22763,8.16996,9.98132,2.7539,0,25.2906,3.51625,12.1113,4.45991,4.01169,0.0423701,3.71509,0.492649,1.83491e-14,-0.0242685,-0.0242685,114.022,0,-0.230871,0.5777,0.999592,0.999843,0.999592,0.99998,0.936519,1.00507,1.00001,-0.0995221,1101.03,127
81.76,0.0439238,27.3854,-4.2266,8.17008,9.9815,2.75236,0,25.2906,3.51624,12.1113,4.45991,4.01168,0.04237,3.71504,0.492652,1.83492e-14,-0.0242774,-0.0242774,114.022,0,-0.23087,0.577684,0.999587,0.999841,0.999588,0.999979,0.936519,1.00507,1.00001,-0.0995218,1097.87,127
81.78,0.0439237,27.3849,-4.22557,8.17017,9.98163,2.75083,0,25.2907,3.51623,12.1112,4.45993,4.01169,0.04237,3.715,0.492654,1.83493e-14,-0.0242863,-0.0242863,114.022,0,-0.230869,0.577667,0.999583,0.999839,0.999583,0.999978,0.936519,1.00507,1.00001,-0.0995214,1094.84,127
81.80,0.0439235,27.3844,-4.22455,8.17023,9.98172,2.74931,0,25.2907,3.51623,12.1111,4.45996,4.01171,0.04237,3.71497,0.492657,1.83495e-14,-0.0242952,-0.0242952,114.022,0,-0.230868,0.577651,0.999579,0.999838,0.999579,0.999977,0.936519,1.00507,1.00001,-0.0995211,1091.97,127
81.82,0.0439233,27.3839,-4.22353,8.17026,9.98176,2.7478,0,25.2907,3.51622,12.1109,4.46,4.01173,0.0423699,3.71495,0.492659,1.83496e-14,-0.0243042,-0.0243042,114.022,0,-0.230867,0.577635,0.999575,0.999836,0.999575,0.999977,0.936519,1.00507,1.00001,-0.0995208,1089.29,127
81.84,0.0439232,27.3833,-4.22251,8.17026,9.98176,2.74631,0,25.2907,3.51621,12.1106,4.46004,4.01177,0.0423699,3.71493,0.492661,1.83497e-14,-0.0243131,-0.0243131,114.022,0,-0.230866,0.57762,0.999571,0.999835,0.999571,0.999977,0.936519,1.00507,1.00001,-0.0995205,1086.8,127
81.86,0.043923,27.3828,-4.2215,8.17023,9.98172,2.74483,0,25.2907,3.5162,12.1103,4.4601,4.01182,0.0423699,3.71492,0.492664,1.83498e-14,-0.024322,-0.024322,114.022,0,-0.230866,0.577604,0.999567,0.999833,0.999567,0.999977,0.936519,1.00507,1.00001,-0.0995201,1084.49,127
81.88,0.0439228,27.3823,-4.22049,8.17018,9.98165,2.74336,0,25.2907,3.5162,12.1099,4.46016,4.01188,0.0423699,3.71492,0.492666,1.83499e-14,-0.0243309,-0.0243309,114.022,0,-0.230865,0.577589,0.999562,0.999831,0.999563,0.999977,0.936519,1.00507,1.00001,-0.0995198,1082.36,127
81.90,0.0439227,27.3818,-4.21948,8.17011,9.98154,2.7419,0,25.2907,3.51619,12.1094,4.46023,4.01194,0.0423698,3.71492,0.492669,1.83501e-14,-0.0243398,-0.0243398,114.022,0,-0.230864,0.577574,0.999559,0.99983,0.999559,0.999978,0.936519,1.00507,1.00001,-0.0995195,1080.4,127
81.92,0.0439225,27.3813,-4.21847,8.17001,9.9814,2.74046,0,25.2907,3.51618,12.1089,4.4603,4.01202,0.0423698,3.71493,0.492671,1.83502e-14,-0.0243487,-0.0243487,114.022,0,-0.230863,0.577559,0.999555,0.999828,0.999555,0.999979,0.936519,1.00507,1.00001,-0.0995192,1078.61,127
81.94,0.0439223,27.3808,-4.21746,8.1699,9.98124,2.73903,0,25.2907,3.51618,12.1083,4.46039,4.0121,0.0423698,3.71494,0.492673,1.83503e-14,-0.0243576,-0.0243576,114.022,0,-0.230863,0.577544,0.999551,0.999827,0.999551,0.99998,0.936519,1.00507,1.00001,-0.0995189,1076.97,127
81.96,0.0439221,27.3803,-4.21646,8.16976,9.98104,2.73761,0,25.2907,3.51617,12.1077,4.46047,4.01218,0.0423698,3.71496,0.492676,1.83504e-14,-0.0243666,-0.0243666,114.022,0,-0.230862,0.577529,0.999547,0.999826,0.999547,0.999982,0.936519,1.00507,1.00001,-0.0995186,1075.48,127
81.98,0.0439219,27.3798,-4.21546,8.16961,9.98082,2.73621,0,25.2907,3.51616,12.107,4.46057,4.01228,0.0423697,3.71499,0.492678,1.83506e-14,-0.0243755,-0.0243755,114.022,0,-0.230862,0.577515,0.999543,0.999824,0.999544,0.999984,0.936519,1.00507,1.00001,-0.0995183,1074.13,127
82.00,0.0439217,27.3794,-4.21446,8.16945,9.98058,2.73482,0,25.2907,3.51615,12.1063,4.46066,4.01238,0.0423697,3.71502,0.492681,1.83507e-14,-0.0243844,-0.0243844,114.022,0,-0.230862,0.577501,0.99954,0.999823,0.99954,0.999986,0.936519,1.00507,1.00001,-0.099518,1072.92,127
82.02,0.0439215,27.3789,-4.21347,8.16927,9.98032,2.73344,0,25.2907,3.51615,12.1055,4.46077,4.01249,0.0423697,3.71506,0.492683,1.83508e-14,-0.0243933,-0.0243933,114.022,0,-0.230861,0.577488,0.999536,0.999821,0.999537,0.999989,0.936519,1.00507,1.00001,-0.0995177,1071.84,127
82.04,0.0439213,27.3784,-4.21247,8.16908,9.98004,2.73207,0,25.2907,3.51614,12.1046,4.46087,4.0126,0.0423697,3.7151,0.492685,1.83509e-14,-0.0244022,-0.0244022,114.022,0,-0.230861,0.577474,0.999533,0.99982,0.999533,0.999992,0.936519,1.00507,1.00001,-0.0995175,1070.88,127
82.06,0.0439211,27.3779,-4.21148,8.16887,9.97974,2.73072,0,25.2907,3.51613,12.1037,4.46098,4.01272,0.0423696,3.71515,0.492688,1.83511e-14,-0.0244111,-0.0244111,114.022,0,-0.230861,0.577461,0.99953,0.999819,0.99953,0.999995,0.936519,1.00507,1.00002,-0.0995172,1071.23,127
82.08,0.0439209,27.3774,-4.21049,8.16867,9.97945,2.72938,0,25.2907,3.51612,12.1028,4.46109,4.01284,0.0423696,3.71521,0.49269,1.83512e-14,-0.02442,-0.02442,114.022,0,-0.230861,0.577448,0.999527,0.999818,0.999527,0.999998,0.936519,1.00507,1.00002,-0.0995169,1072.28,127
82.10,0.0439207,27.3769,-4.20951,8.16848,9.97916,2.72805,0,25.2907,3.51612,12.1018,4.4612,4.01296,0.0423696,3.71527,0.492693,1.83513e-14,-0.0244289,-0.0244289,114.022,0,-0.230861,0.577436,0.999524,0.999817,0.999524,1,0.936662,1.00507,1.00002,-0.0995167,1073.7,127
82.12,0.0439205,27.3765,-4.20852,8.16829,9.97889,2.72673,0,25.2907,3.51611,12.1008,4.46129,4.01307,0.0423696,3.71534,0.492695,1.83514e-14,-0.0244378,-0.0244378,114.022,0,-0.230862,0.577423,0.999521,0.999815,0.999521,1,0.936662,1.00507,1.00002,-0.0995164,1075.31,127
82.14,0.0439203,27.376,-4.20754,8.16812,9.97864,2.72543,0,25.2907,3.5161,12.0997,4.46139,4.01319,0.0423696,3.71541,0.492697,1.83516e-14,-0.024447,-0.024447,114.022,0,-0.230862,0.577411,0.999518,0.999814,0.999518,1,0.936662,1.00507,1.00002,-0.0995162,1077.04,127
82.16,0.0439201,27.3755,-4.20656,8.16796,9.97841,2.72414,0,25.2908,3.51609,12.0985,4.46149,4.0133,0.0423695,3.71548,0.4927,1.83517e-14,-0.0244566,-0.0244566,114.022,0,-0.230862,0.5774,0.999515,0.999813,0.999516,1,0.936662,1.00507,1.00002,-0.0995159,1078.84,127
82.18,0.0439198,27.375,-4.20558,8.16781,9.9782,2.72286,0,25.2908,3.51609,12.0974,4.46158,4.01342,0.0423695,3.71556,0.492702,1.83518e-14,-0.0244667,-0.0244667,114.022,0,-0.230863,0.577389,0.999513,0.999812,0.999513,1,0.936662,1.00507,1.00002,-0.0995157,1080.7,127
82.20,0.0439196,27.3745,-4.2046,8.16768,9.97801,2.7216,0,25.2908,3.51608,12.0961,4.46166,4.01353,0.0423695,3.71564,0.492704,1.83519e-14,-0.0244772,-0.0244772,114.022,0,-0.230863,0.577378,0.99951,0.999811,0.99951,1,0.936662,1.00507,1.00002,-0.0995155,1082.59,127
82.22,0.0439194,27.3741,-4.20363,8.16757,9.97784,2.72034,0,25.2908,3.51607,12.0949,4.46174,4.01364,0.0423695,3.71573,0.492706,1.8352e-14,-0.024488,-0.024488,114.022,0,-0.230864,0.577367,0.999508,0.99981,0.999508,1,0.936662,1.00507,1.00002,-0.0995152,1084.51,127
82.24,0.0439191,27.3736,-4.20265,8.16747,9.97769,2.7191,0,25.2908,3.51606,12.0936,4.46182,4.01375,0.0423695,3.71582,0.492708,1.83521e-14,-0.0244992,-0.0244992,114.022,0,-0.230864,0.577357,0.999506,0.99981,0.999506,1,0.936662,1.00507,1.00002,-0.099515,1086.45,127
82.26,0.0439189,27.3731,-4.20168,8.16738,9.97756,2.71787,0,25.2908,3.51606,12.0922,4.46189,4.01385,0.0423695,3.71592,0.492711,1.83521e-14,-0.0245106,-0.0245106,114.022,0,-0.230865,0.577347,0.999503,0.999809,0.999504,1,0.936662,1.00507,1.00002,-0.0995148,1088.41,127
82.28,0.0439187,27.3727,-4.20071,8.16731,9.97746,2.71665,0,25.2908,3.51605,12.0908,4.46195,4.01396,0.0423694,3.71602,0.492713,1.83522e-14,-0.0245223,-0.0245223,114.022,0,-0.230865,0.577337,0.999501,0.999808,0.999502,1,0.936662,1.00507,1.00002,-0.0995146,1090.37,127
82.30,0.0439184,27.3722,-4.19975,8.16725,9.97738,2.71545,0,25.2908,3.51604,12.0894,4.46201,4.01406,0.0423694,3.71612,0.492715,1.83523e-14,-0.0245341,-0.0245341,114.022,0,-0.230866,0.577328,0.999499,0.999807,0.999499,1,0.936662,1.00507,1.00002,-0.0995144,1092.35,127
82.32,0.0439182,27.3717,-4.19878,8.16721,9.97732,2.71425,0,25.2908,3.51603,12.0879,4.46207,4.01416,0.0423694,3.71623,0.492717,1.83524e-14,-0.024546,-0.024546,114.022,0,-0.230867,0.577319,0.999497,0.999806,0.999498,1,0.936662,1.00507,1.00002,-0.0995142,1094.32,127
82.34,0.043918,27.3712,-4.19782,8.16719,9.97728,2.71307,0,25.2908,3.51602,12.0864,4.46212,4.01425,0.0423694,3.71635,0.492719,1.83524e-14,-0.024558,-0.024558,114.022,0,-0.230868,0.57731,0.999496,0.999806,0.999496,1,0.936662,1.00507,1.00002,-0.099514,1096.3,127
82.36,0.0439177,27.3708,-4.19686,8.16718,9.97727,2.7119,0,25.2908,3.51602,12.0849,4.46216,4.01435,0.0423694,3.71646,0.492721,1.83525e-14,-0.0245701,-0.0245701,114.022,0,-0.230869,0.577302,0.999494,0.999805,0.999494,0.999999,0.936662,1.00507,1.00002,-0.0995138,1098.29,127
82.38,0.0439175,27.3703,-4.1959,8.16718,9.97728,2.71074,0,25.2908,3.51601,12.0833,4.4622,4.01444,0.0423694,3.71658,0.492723,1.83526e-14,-0.0245823,-0.0245823,114.022,0,-0.230869,0.577294,0.999492,0.999804,0.999492,0.999998,0.936662,1.00507,1.00002,-0.0995136,1100.27,127
82.40,0.0439172,27.3698,-4.19494,8.1672,9.97731,2.7096,0,25.2908,3.516,12.0817,4.46224,4.01453,0.0423694,3.71671,0.492725,1.83526e-14,-0.0245945,-0.0245945,114.022,0,-0.23087,0.577287,0.999491,0.999804,0.999491,0.999996,0.936662,1.00507,1.00002,-0.0995135,1102.25,127
82.42,0.043917,27.3694,-4.19399,8.16724,9.97736,2.70846,0,25.2908,3.51599,12.08,4.46227,4.01462,0.0423693,3.71684,0.492727,1.83527e-14,-0.0246068,-0.0246068,114.022,0,-0.230871,0.577279,0.999489,0.999803,0.999489,0.999995,0.936662,1.00507,1.00002,-0.0995133,1104.22,127
82.44,0.0439167,27.3689,-4.19303,8.16729,9.97743,2.70734,0,25.2908,3.51598,12.0784,4.46229,4.0147,0.0423693,3.71697,0.492729,1.83528e-14,-0.0246191,-0.0246191,114.022,0,-0.230872,0.577273,0.999488,0.999803,0.999488,0.999993,0.936662,1.00507,1.00002,-0.0995131,1106.19,127
82.46,0.0439165,27.3685,-4.19208,8.16736,9.97753,2.70622,0,25.2908,3.51598,12.0767,4.46231,4.01478,0.0423693,3.7171,0.492731,1.83528e-14,-0.0246313,-0.0246313,114.022,0,-0.230873,0.577266,0.999486,0.999802,0.999486,0.999991,0.936662,1.00507,1.00002,-0.099513,1108.15,127
82.48,0.0439162,27.368,-4.19113,8.16744,9.97765,2.70512,0,25.2908,3.51597,12.0749,4.46233,4.01486,0.0423693,3.71724,0.492733,1.83529e-14,-0.0246436,-0.0246436,114.022,0,-0.230874,0.57726,0.999485,0.999802,0.999485,0.999989,0.936662,1.00507,1.00002,-0.0995128,1110.11,127
82.50,0.043916,27.3675,-4.19019,8.16753,9.97779,2.70403,0,25.2908,3.51596,12.0731,4.46234,4.01494,0.0423693,3.71738,0.492735,1.8353e-14,-0.0246558,-0.0246558,114.022,0,-0.230875,0.577255,0.999484,0.999801,0.999484,0.999987,0.936662,1.00507,1.00002,-0.0995126,1111.05,127
82.52,0.0439157,27.3671,-4.18924,8.16763,9.97793,2.70295,0,25.2908,3.51595,12.0713,4.46234,4.01501,0.0423693,3.71753,0.492736,1.8353e-14,-0.024668,-0.024668,114.022,0,-0.230876,0.577249,0.999483,0.999801,0.999483,0.999985,0.936662,1.00507,1.00002,-0.0995125,1109.75,127
82.54,0.0439154,27.3666,-4.1883,8.16772,9.97806,2.70188,0,25.2908,3.51594,12.0695,4.46236,4.01509,0.0423693,3.71768,0.492738,1.83531e-14,-0.0246802,-0.0246802,114.022,0,-0.230877,0.577244,0.999482,0.9998,0.999482,0.999984,0.936662,1.00507,1.00002,-0.0995123,1107.24,127
82.56,0.0439152,27.3662,-4.18736,8.16778,9.97814,2.70082,0,25.2908,3.51594,12.0677,4.46238,4.01518,0.0423693,3.71783,0.49274,1.83532e-14,-0.0246923,-0.0246923,114.022,0,-0.230877,0.57724,0.999481,0.9998,0.999481,0.999982,0.936662,1.00507,1.00002,-0.0995122,1104.19,127
82.58,0.0439149,27.3657,-4.18642,8.1678,9.97818,2.69977,0,25.2908,3.51593,12.0658,4.46241,4.01528,0.0423692,3.71798,0.492742,1.83532e-14,-0.0247045,-0.0247045,114.022,0,-0.230878,0.577236,0.99948,0.9998,0.99948,0.999981,0.936662,1.00507,1.00002,-0.099512,1101,127
82.60,0.0439147,27.3653,-4.18548,8.1678,9.97817,2.69873,0,25.2908,3.51592,12.0639,4.46245,4.01539,0.0423692,3.71814,0.492744,1.83533e-14,-0.0247166,-0.0247166,114.022,0,-0.230879,0.577232,0.999479,0.999799,0.999479,0.999979,0.936662,1.00507,1.00002,-0.0995119,1097.84,127
82.62,0.0439144,27.3648,-4.18454,8.16776,9.97812,2.6977,0,25.2908,3.51591,12.0619,4.46251,4.01551,0.0423692,3.7183,0.492746,1.83533e-14,-0.0247288,-0.0247288,114.022,0,-0.23088,0.577228,0.999478,0.999799,0.999478,0.999978,0.936662,1.00507,1.00002,-0.0995118,1094.81,127
82.64,0.0439141,27.3644,-4.18361,8.16769,9.97801,2.69668,0,25.2908,3.5159,12.0599,4.46257,4.01564,0.0423692,3.71846,0.492748,1.83534e-14,-0.0247409,-0.0247409,114.022,0,-0.230881,0.577225,0.999477,0.999799,0.999478,0.999978,0.936662,1.00507,1.00002,-0.0995117,1091.95,127
82.66,0.0439139,27.3639,-4.18268,8.16759,9.97787,2.69567,0,25.2908,3.5159,12.058,4.46264,4.01577,0.0423692,3.71862,0.49275,1.83535e-14,-0.0247531,-0.0247531,114.022,0,-0.230882,0.577223,0.999477,0.999798,0.999477,0.999977,0.936662,1.00507,1.00002,-0.0995116,1089.27,127
82.68,0.0439136,27.3635,-4.18175,8.16746,9.97768,2.69468,0,25.2908,3.51589,12.0559,4.46272,4.01592,0.0423692,3.71879,0.492752,1.83535e-14,-0.0247652,-0.0247652,114.022,0,-0.230884,0.577221,0.999476,0.999798,0.999477,0.999977,0.936662,1.00507,1.00002,-0.0995114,1086.78,127
82.70,0.0439133,27.363,-4.18082,8.16731,9.97746,2.69369,0,25.2908,3.51588,12.0539,4.46281,4.01607,0.0423692,3.71896,0.492754,1.83536e-14,-0.0247773,-0.0247773,114.022,0,-0.230885,0.577219,0.999476,0.999798,0.999476,0.999977,0.936662,1.00507,1.00002,-0.0995113,1084.47,127
82.72,0.043913,27.3626,-4.17989,8.16713,9.9772,2.69271,0,25.2908,3.51587,12.0518,4.46291,4.01623,0.0423692,3.71913,0.492756,1.83537e-14,-0.0247894,-0.0247894,114.022,0,-0.230886,0.577217,0.999476,0.999798,0.999476,0.999978,0.936662,1.00507,1.00002,-0.0995113,1082.34,127
82.74,0.0439128,27.3622,-4.17897,8.16693,9.97691,2.69174,0,25.2908,3.51586,12.0498,4.46301,4.01639,0.0423692,3.71931,0.492758,1.83537e-14,-0.0248015,-0.0248015,114.022,0,-0.230887,0.577216,0.999476,0.999798,0.999476,0.999978,0.936662,1.00507,1.00002,-0.0995112,1080.39,127
82.76,0.0439125,27.3617,-4.17804,8.16671,9.97659,2.69078,0,25.2908,3.51586,12.0477,4.46312,4.01656,0.0423691,3.71949,0.49276,1.83538e-14,-0.0248136,-0.0248136,114.022,0,-0.230889,0.577215,0.999476,0.999798,0.999476,0.99998,0.936662,1.00507,1.00002,-0.0995111,1078.59,127
82.78,0.0439122,27.3613,-4.17712,8.16648,9.97625,2.68983,0,25.2908,3.51585,12.0455,4.46323,4.01674,0.0423691,3.71966,0.492762,1.83538e-14,-0.0248257,-0.0248257,114.022,0,-0.23089,0.577215,0.999477,0.999798,0.999477,0.999981,0.936662,1.00507,1.00002,-0.099511,1076.96,127
82.80,0.0439119,27.3608,-4.17621,8.16622,9.97587,2.68889,0,25.2908,3.51584,12.0434,4.46336,4.01693,0.0423691,3.71985,0.492764,1.83539e-14,-0.0248378,-0.0248378,114.022,0,-0.230892,0.577215,0.999477,0.999799,0.999477,0.999983,0.936662,1.00507,1.00002,-0.099511,1075.47,127
82.82,0.0439117,27.3604,-4.17529,8.16595,9.97548,2.68796,0,25.2908,3.51583,12.0412,4.46348,4.01711,0.0423691,3.72003,0.492766,1.8354e-14,-0.0248499,-0.0248499,114.022,0,-0.230893,0.577215,0.999478,0.999799,0.999478,0.999984,0.936662,1.00507,1.00002,-0.0995109,1074.12,127
82.84,0.0439114,27.36,-4.17437,8.16566,9.97506,2.68704,0,25.2908,3.51582,12.039,4.46361,4.01731,0.0423691,3.72021,0.492768,1.8354e-14,-0.024862,-0.024862,114.022,0,-0.230895,0.577216,0.999478,0.999799,0.999478,0.999987,0.936662,1.00507,1.00002,-0.0995109,1072.91,127
82.86,0.0439111,27.3595,-4.17346,8.16536,9.97462,2.68613,0,25.2908,3.51582,12.0368,4.46375,4.0175,0.0423691,3.7204,0.49277,1.83541e-14,-0.0248741,-0.0248741,114.022,0,-0.230897,0.577217,0.999479,0.999799,0.999479,0.999989,0.936662,1.00507,1.00002,-0.0995109,1071.83,127
82.88,0.0439108,27.3591,-4.17255,8.16505,9.97417,2.68523,0,25.2908,3.51581,12.0346,4.46389,4.0177,0.0423691,3.72059,0.492772,1.83542e-14,-0.0248862,-0.0248862,114.022,0,-0.230899,0.577219,0.99948,0.9998,0.99948,0.999992,0.936662,1.00507,1.00002,-0.0995108,1070.87,127
82.90,0.0439105,27.3586,-4.17164,8.16473,9.9737,2.68433,0,25.2908,3.5158,12.0324,4.46403,4.01791,0.0423691,3.72078,0.492774,1.83542e-14,-0.0248983,-0.0248983,114.022,0,-0.230901,0.577221,0.999482,0.9998,0.999482,0.999995,0.936662,1.00507,1.00002,-0.0995108,1071.23,127
82.92,0.0439103,27.3582,-4.17073,8.1644,9.97323,2.68345,0,25.2908,3.51579,12.0301,4.46417,4.01811,0.0423691,3.72098,0.492775,1.83543e-14,-0.0249104,-0.0249104,114.022,0,-0.230903,0.577223,0.999483,0.999801,0.999483,0.999999,0.936662,1.00507,1.00002,-0.0995108,1072.28,127
82.94,0.04391,27.3578,-4.16982,8.16409,9.97277,2.68257,0,25.2908,3.51578,12.0279,4.46431,4.01832,0.0423691,3.72117,0.492777,1.83544e-14,-0.0249225,-0.0249225,114.022,0,-0.230905,0.577226,0.999485,0.999801,0.999485,1,0.936327,1.00507,1.00002,-0.0995108,1073.7,127
82.96,0.0439097,27.3602,-4.16892,8.16379,9.97233,2.68171,0,25.2939,3.51578,12.0256,4.46398,4.01808,0.0423691,3.7219,0.492779,1.83544e-14,-0.0249345,-0.0249345,114.022,0,-0.230907,0.57723,0.999486,0.999802,0.999486,1,0.936327,1.00507,1.00002,-0.0995108,1075.31,127
82.98,0.0439095,27.3597,-4.16802,8.1635,9.97191,2.68085,0,25.2939,3.51577,12.0233,4.46411,4.01828,0.0423691,3.72209,0.492781,1.83545e-14,-0.0249469,-0.0249469,114.022,0,-0.230909,0.577234,0.999487,0.999803,0.999488,1,0.936327,1.00507,1.00002,-0.0995108,1077.04,127
83.00,0.0439093,27.3593,-4.16712,8.16322,9.9715,2.68,0,25.2939,3.51576,12.021,4.46424,4.01848,0.0423692,3.72229,0.492783,1.83545e-14,-0.0249597,-0.0249597,114.022,0,-0.230911,0.577239,0.999489,0.999803,0.999489,1,0.936327,1.00507,1.00002,-0.0995109,1078.84,127
83.02,0.043909,27.3589,-4.16622,8.16296,9.97112,2.67916,0,25.2939,3.51575,12.0187,4.46436,4.01867,0.0423692,3.72249,0.492785,1.83546e-14,-0.024973,-0.024973,114.022,0,-0.230913,0.577244,0.999491,0.999804,0.999491,1,0.936327,1.00507,1.00002,-0.0995109,1080.7,126
83.04,0.0439088,27.3584,-4.16532,8.16272,9.97077,2.67832,0,25.2939,3.51574,12.0163,4.46448,4.01886,0.0423693,3.72269,0.492787,1.83546e-14,-0.0249867,-0.0249867,114.022,0,-0.230915,0.57725,0.999493,0.999805,0.999493,1,0.936327,1.00507,1.00002,-0.0995109,1082.59,126
83.06,0.0439085,27.3581,-4.1646,8.16249,9.97043,2.67752,0,25.2939,3.51573,12.014,4.46458,4.01904,0.0423693,3.7229,0.492788,1.83546e-14,-0.0250007,-0.0250007,114.022,0,-0.230918,0.577256,0.999495,0.999806,0.999495,1,0.936327,1.00507,1.00002,-0.099511,1084.51,126
83.08,0.0439083,27.3578,-4.16404,8.16227,9.97012,2.67675,0,25.2939,3.51573,12.0116,4.46467,4.01921,0.0423693,3.72312,0.49279,1.83547e-14,-0.0250151,-0.0250151,114.022,0,-0.23092,0.577262,0.999497,0.999806,0.999498,1,0.936327,1.00507,1.00002,-0.099511,1086.45,126
83.10,0.043908,27.3576,-4.16362,8.16208,9.96983,2.67604,0,25.2939,3.51572,12.0092,4.46475,4.01937,0.0423694,3.72335,0.492792,1.83547e-14,-0.0250298,-0.0250298,114.022,0,-0.230922,0.577269,0.9995,0.999807,0.9995,1,0.936327,1.00507,1.00002,-0.0995111,1088.41,126
83.12,0.0439078,27.3575,-4.16335,8.1619,9.96958,2.67539,0,25.2939,3.51571,12.0069,4.46481,4.01953,0.0423694,3.72358,0.492793,1.83547e-14,-0.0250447,-0.0250447,114.022,0,-0.230925,0.577276,0.999502,0.999808,0.999502,1,0.936327,1.00507,1.00002,-0.0995112,1090.37,126
83.14,0.0439075,27.3575,-4.16321,8.16174,9.96934,2.67482,0,25.2939,3.5157,12.0045,4.46486,4.01967,0.0423694,3.72382,0.492795,1.83547e-14,-0.0250597,-0.0250597,114.022,0,-0.230927,0.577283,0.999505,0.999809,0.999505,1,0.936327,1.00507,1.00002,-0.0995112,1092.35,126
83.16,0.0439073,27.3575,-4.1632,8.1616,9.96914,2.67432,0,25.2939,3.51569,12.0021,4.4649,4.01981,0.0423694,3.72407,0.492797,1.83548e-14,-0.0250749,-0.0250749,114.022,0,-0.23093,0.577291,0.999508,0.99981,0.999508,1,0.936327,1.00507,1.00002,-0.0995113,1094.32,126
83.18,0.0439071,27.3576,-4.1633,8.16148,9.96896,2.67391,0,25.2939,3.51568,11.9997,4.46493,4.01994,0.0423695,3.72432,0.492798,1.83548e-14,-0.0250902,-0.0250902,114.022,0,-0.230932,0.577299,0.999511,0.999811,0.999511,1,0.936327,1.00508,1.00002,-0.0995114,1096.3,126
83.20,0.0439069,27.3578,-4.16351,8.16138,9.96881,2.6736,0,25.2939,3.51567,11.9974,4.46495,4.02006,0.0423695,3.72457,0.4928,1.83548e-14,-0.0251055,-0.0251055,114.022,0,-0.230934,0.577308,0.999513,0.999813,0.999514,0.999999,0.936327,1.00508,1.00002,-0.0995115,1098.29,126
83.22,0.0439067,27.358,-4.16383,8.1613,9.96869,2.67337,0,25.2939,3.51567,11.995,4.46495,4.02016,0.0423695,3.72483,0.492802,1.83548e-14,-0.025121,-0.025121,114.022,0,-0.230937,0.577317,0.999516,0.999814,0.999517,0.999998,0.936327,1.00508,1.00002,-0.0995116,1100.27,126
83.24,0.0439064,27.3582,-4.16424,8.16123,9.9686,2.67325,0,25.2939,3.51566,11.9927,4.46494,4.02027,0.0423696,3.72509,0.492803,1.83548e-14,-0.0251365,-0.0251365,114.022,0,-0.230939,0.577327,0.99952,0.999815,0.99952,0.999996,0.936327,1.00508,1.00002,-0.0995117,1102.25,126
83.26,0.0439063,27.3585,-4.16476,8.16119,9.96854,2.67322,0,25.2939,3.51565,11.9904,4.46492,4.02036,0.0423696,3.72535,0.492805,1.83548e-14,-0.025152,-0.025152,114.022,0,-0.230941,0.577337,0.999523,0.999816,0.999523,0.999995,0.936327,1.00508,1.00002,-0.0995118,1104.22,126
83.28,0.0439061,27.3588,-4.16536,8.16117,9.96851,2.67329,0,25.2938,3.51564,11.9881,4.4649,4.02044,0.0423696,3.72562,0.492806,1.83548e-14,-0.0251675,-0.0251675,114.022,0,-0.230944,0.577347,0.999526,0.999817,0.999526,0.999993,0.936327,1.00508,1.00002,-0.0995119,1106.19,126
83.30,0.0439059,27.3592,-4.16606,8.16117,9.96851,2.67346,0,25.2938,3.51563,11.9859,4.46485,4.02051,0.0423696,3.72588,0.492808,1.83548e-14,-0.025183,-0.025183,114.022,0,-0.230946,0.577358,0.999529,0.999819,0.999529,0.999991,0.936327,1.00508,1.00002,-0.0995121,1108.15,126
83.32,0.0439057,27.3597,-4.16684,8.16119,9.96854,2.67374,0,25.2938,3.51562,11.9837,4.4648,4.02058,0.0423697,3.72615,0.492809,1.83548e-14,-0.0251985,-0.0251985,114.022,0,-0.230948,0.577369,0.999532,0.99982,0.999533,0.999989,0.936327,1.00508,1.00002,-0.0995122,1110.11,126
83.34,0.0439056,27.3601,-4.1677,8.16123,9.9686,2.67412,0,25.2938,3.51561,11.9815,4.46474,4.02063,0.0423697,3.72641,0.492811,1.83548e-14,-0.0252139,-0.0252139,114.022,0,-0.23095,0.577381,0.999536,0.999821,0.999536,0.999987,0.936327,1.00508,1.00002,-0.0995123,1111.04,126
83.36,0.0439054,27.3607,-4.16864,8.16128,9.96868,2.6746,0,25.2938,3.51561,11.9793,4.46467,4.02068,0.0423697,3.72668,0.492812,1.83549e-14,-0.0252293,-0.0252293,114.022,0,-0.230952,0.577392,0.999539,0.999822,0.999539,0.999985,0.936327,1.00508,1.00002,-0.0995124,1109.73,126
