Time(s),AorticWallStrain,Afferent_AorticBaroreceptor,PleuralPressure,Test_FilteredCVP,Test_CentralSignal,MeanLungVolume,MuscleAutoregulation,Afferent_Baroreceptor,Afferent_Chemoreceptor,Afferent_PulmonaryStretch,Ursino_SympatheticNode,Ursino_SympatheticPeripheral,Afferent_Strain,Ursino_Parasympathetic,HypoxiaThreshold_Heart,HypoxiaThreshold_Peripheral,HypocapniaThreshold_Heart,HypocapniaThreshold_Peripheral,BaroreceptorOperatingPoint,SympatheticFatigue,HeartRateMod_Sympathetic,HeartRateMod_Vagal,ResistanceScale_Muscle,ResistanceScale_Splanchnic,ResistanceScale_Extrasplanchnic,ResistanceScale_Myocardium,Resistance_TotalPeripheral(mmHg_s_Per_mL),ElastanceScale,ComplianceScale,ComplianceModifier,VenaCava_Volume(mL),InsulinSynthesisRate(pmol/min)
1.38,0.043925,27.4214,-4.24555,8.16258,9.97057,2.75008,0,25.3171,3.54533,11.9592,4.45982,4.02596,0.0423872,3.73918,0.452328,1.71184e-14,0.0035038,0.0035038,114.021,0,-0.230809,0.57904,1.00111,1.00043,1.00111,0.999578,0.937833,1.0048,0.999664,-0.0998334,1072.24,135
1.40,0.0439254,27.4229,-4.24842,8.16253,9.9705,2.75321,0,25.3171,3.54533,11.9607,4.4597,4.02582,0.0423872,3.73915,0.452357,1.71193e-14,0.00350694,0.00350694,114.021,0,-0.230808,0.579056,1.00111,1.00043,1.00111,0.99958,0.937833,1.0048,0.999664,-0.0998335,1071.27,135
1.42,0.0439258,27.4243,-4.25132,8.16249,9.97043,2.75636,0,25.3171,3.54532,11.9624,4.45958,4.02567,0.0423872,3.7391,0.452387,1.71203e-14,0.00351008,0.00351008,114.021,0,-0.230808,0.579071,1.00111,1.00043,1.00111,0.999583,0.937833,1.0048,0.999664,-0.0998335,1071.63,135
1.44,0.0439263,27.4258,-4.25425,8.16246,9.97039,2.75956,0,25.3171,3.54531,11.9642,4.45946,4.02551,0.0423872,3.73904,0.452416,1.71213e-14,0.0035132,0.0035132,114.021,0,-0.230807,0.579086,1.00112,1.00043,1.00112,0.999586,0.937833,1.0048,0.999664,-0.0998336,1072.68,135
1.46,0.0439267,27.4272,-4.2572,8.16244,9.97037,2.76277,0,25.3171,3.5453,11.9661,4.45933,4.02534,0.0423872,3.73897,0.452446,1.71223e-14,0.00351632,0.00351632,114.021,0,-0.230806,0.579101,1.00112,1.00043,1.00112,0.999589,0.937786,1.0048,0.999664,-0.0998336,1074.09,135
1.48,0.0439271,27.4275,-4.26017,8.16246,9.97038,2.76602,0,25.3157,3.5453,11.9682,4.4594,4.02536,0.0423872,3.73865,0.452475,1.71232e-14,0.00351945,0.00351945,114.021,0,-0.230805,0.579114,1.00112,1.00043,1.00112,0.999593,0.937786,1.0048,0.999664,-0.0998336,1075.7,135
1.50,0.0439276,27.4289,-4.26317,8.16249,9.97044,2.7693,0,25.3157,3.54529,11.9703,4.45925,4.02517,0.0423872,3.73856,0.452504,1.71242e-14,0.00352291,0.00352291,114.021,0,-0.230804,0.579128,1.00112,1.00043,1.00112,0.999597,0.937786,1.0048,0.999664,-0.0998337,1077.43,135
1.52,0.043928,27.4305,-4.26619,8.16255,9.97053,2.77259,0,25.3157,3.54528,11.9726,4.45909,4.02496,0.0423872,3.73846,0.452534,1.71252e-14,0.00352689,0.00352689,114.021,0,-0.230803,0.579141,1.00112,1.00043,1.00112,0.999601,0.937786,1.0048,0.999664,-0.0998337,1079.23,135
1.54,0.0439285,27.432,-4.26923,8.16264,9.97065,2.77591,0,25.3157,3.54528,11.9751,4.45892,4.02474,0.0423872,3.73834,0.452564,1.71262e-14,0.00353142,0.00353142,114.021,0,-0.230802,0.579153,1.00112,1.00043,1.00112,0.999604,0.937786,1.0048,0.999664,-0.0998337,1081.09,135
1.56,0.043929,27.4335,-4.27229,8.16276,9.97082,2.77926,0,25.3157,3.54527,11.9776,4.45874,4.02451,0.0423872,3.73821,0.452593,1.71272e-14,0.00353649,0.00353649,114.021,0,-0.230801,0.579166,1.00113,1.00043,1.00113,0.999608,0.937786,1.0048,0.999664,-0.0998337,1082.98,135
1.58,0.0439295,27.435,-4.27537,8.1629,9.97103,2.78262,0,25.3157,3.54526,11.9802,4.45855,4.02426,0.0423872,3.73807,0.452623,1.71282e-14,0.00354203,0.00354203,114.021,0,-0.2308,0.579177,1.00113,1.00043,1.00113,0.99961,0.937786,1.0048,0.999664,-0.0998337,1084.89,135
1.60,0.04393,27.4364,-4.27822,8.16307,9.97128,2.78597,0,25.3157,3.54526,11.983,4.45837,4.02401,0.0423872,3.73791,0.452652,1.71292e-14,0.00354798,0.00354798,114.021,0,-0.230798,0.579189,1.00113,1.00043,1.00113,0.999612,0.937786,1.0048,0.999664,-0.0998336,1086.83,135
1.62,0.0439305,27.4375,-4.28036,8.16326,9.97156,2.78924,0,25.3157,3.54525,11.9859,4.45821,4.02377,0.0423872,3.7377,0.452682,1.71303e-14,0.00355427,0.00355427,114.021,0,-0.230796,0.579199,1.00113,1.00043,1.00113,0.999613,0.937786,1.0048,0.999664,-0.0998336,1088.79,135
1.64,0.043931,27.4382,-4.28192,8.16348,9.97188,2.79237,0,25.3157,3.54524,11.9889,4.45808,4.02354,0.0423872,3.73746,0.452712,1.71313e-14,0.00356084,0.00356084,114.021,0,-0.230795,0.579209,1.00113,1.00043,1.00113,0.999614,0.937786,1.0048,0.999664,-0.0998335,1090.75,135
1.66,0.0439315,27.4387,-4.28299,8.16372,9.97223,2.79532,0,25.3157,3.54524,11.992,4.45796,4.02331,0.0423872,3.73718,0.452741,1.71323e-14,0.00356764,0.00356764,114.021,0,-0.230793,0.579219,1.00113,1.00043,1.00113,0.999614,0.937786,1.0048,0.999664,-0.0998335,1092.72,135
1.68,0.043932,27.439,-4.28365,8.16398,9.9726,2.79806,0,25.3157,3.54523,11.9952,4.45786,4.02309,0.0423872,3.73687,0.452771,1.71334e-14,0.00357464,0.00357464,114.021,0,-0.230791,0.579227,1.00113,1.00043,1.00113,0.999614,0.937786,1.0048,0.999664,-0.0998334,1094.7,135
1.70,0.0439325,27.4391,-4.28396,8.16425,9.973,2.80058,0,25.3157,3.54522,11.9985,4.45776,4.02286,0.0423872,3.73654,0.452801,1.71344e-14,0.0035818,0.0035818,114.021,0,-0.230789,0.579235,1.00113,1.00043,1.00113,0.999613,0.937786,1.0048,0.999664,-0.0998333,1096.68,135
1.72,0.043933,27.439,-4.28398,8.16455,9.97343,2.80285,0,25.3157,3.54522,12.0018,4.45768,4.02264,0.0423872,3.73619,0.45283,1.71355e-14,0.00358911,0.00358911,114.021,0,-0.230787,0.579242,1.00113,1.00043,1.00113,0.999612,0.937786,1.0048,0.999664,-0.0998332,1098.66,135
1.74,0.0439334,27.4388,-4.28376,8.16486,9.97389,2.80487,0,25.3157,3.54521,12.0052,4.4576,4.02242,0.0423872,3.73583,0.45286,1.71365e-14,0.00359654,0.00359654,114.021,0,-0.230785,0.579248,1.00113,1.00043,1.00113,0.999611,0.937786,1.0048,0.999664,-0.0998331,1100.64,135
1.76,0.0439339,27.4385,-4.28334,8.16518,9.97436,2.80664,0,25.3157,3.54521,12.0087,4.45753,4.0222,0.0423872,3.73545,0.45289,1.71375e-14,0.00360406,0.00360406,114.021,0,-0.230783,0.579253,1.00113,1.00043,1.00113,0.999609,0.937786,1.0048,0.999665,-0.099833,1102.61,135
1.78,0.0439343,27.4382,-4.28276,8.16553,9.97486,2.80817,0,25.3157,3.5452,12.0121,4.45746,4.02198,0.0423872,3.73506,0.452919,1.71386e-14,0.00361166,0.00361166,114.021,0,-0.230781,0.579257,1.00113,1.00043,1.00113,0.999607,0.937786,1.0048,0.999665,-0.0998328,1104.59,135
1.80,0.0439348,27.4377,-4.28205,8.16588,9.97538,2.80945,0,25.3157,3.54519,12.0156,4.45739,4.02176,0.0423872,3.73466,0.452949,1.71396e-14,0.00361928,0.00361928,114.021,0,-0.230779,0.579261,1.00113,1.00043,1.00112,0.999604,0.937786,1.0048,0.999665,-0.0998327,1106.56,135
1.82,0.0439352,27.4372,-4.28122,8.16625,9.97592,2.8105,0,25.3157,3.54519,12.0191,4.45733,4.02154,0.0423872,3.73425,0.452979,1.71407e-14,0.0036269,0.0036269,114.021,0,-0.230777,0.579263,1.00112,1.00043,1.00112,0.999602,0.937786,1.0048,0.999665,-0.0998325,1108.52,135
1.84,0.0439356,27.4367,-4.28031,8.16664,9.97648,2.81132,0,25.3157,3.54518,12.0227,4.45726,4.02131,0.0423872,3.73384,0.453008,1.71417e-14,0.00363452,0.00363452,114.021,0,-0.230774,0.579265,1.00112,1.00043,1.00112,0.9996,0.937786,1.0048,0.999665,-0.0998324,1110.47,135
1.86,0.043936,27.4361,-4.27932,8.16704,9.97706,2.81193,0,25.3157,3.54517,12.0262,4.45719,4.02109,0.0423872,3.73343,0.453038,1.71428e-14,0.00364213,0.00364213,114.021,0,-0.230772,0.579266,1.00112,1.00043,1.00112,0.999597,0.937786,1.0048,0.999665,-0.0998322,1111.48,135
1.88,0.0439363,27.4355,-4.27828,8.16744,9.97765,2.81234,0,25.3157,3.54517,12.0296,4.45712,4.02086,0.0423872,3.73302,0.453067,1.71438e-14,0.00364974,0.00364974,114.021,0,-0.23077,0.579266,1.00112,1.00043,1.00112,0.999595,0.937786,1.0048,0.999666,-0.099832,1110.23,135
1.90,0.0439367,27.4349,-4.27719,8.16783,9.97821,2.81255,0,25.3157,3.54516,12.0331,4.45706,4.02065,0.0423872,3.73261,0.453097,1.71448e-14,0.00365735,0.00365735,114.021,0,-0.230768,0.579265,1.00112,1.00043,1.00112,0.999593,0.937786,1.0048,0.999666,-0.0998318,1107.73,135
1.92,0.043937,27.4343,-4.27607,8.16818,9.97874,2.81259,0,25.3157,3.54515,12.0365,4.45702,4.02044,0.0423872,3.7322,0.453126,1.71459e-14,0.00366495,0.00366495,114.021,0,-0.230765,0.579263,1.00111,1.00043,1.00111,0.999591,0.937786,1.0048,0.999666,-0.0998316,1104.7,135
1.94,0.0439373,27.4336,-4.27491,8.16851,9.97921,2.81246,0,25.3157,3.54515,12.0399,4.45698,4.02024,0.0423872,3.73179,0.453156,1.71469e-14,0.00367253,0.00367253,114.021,0,-0.230763,0.579261,1.00111,1.00043,1.00111,0.999589,0.937786,1.0048,0.999666,-0.0998314,1101.5,135
1.96,0.0439376,27.433,-4.27374,8.1688,9.97963,2.81217,0,25.3157,3.54514,12.0432,4.45695,4.02006,0.0423871,3.73139,0.453185,1.7148e-14,0.00368011,0.00368011,114.021,0,-0.230761,0.579257,1.00111,1.00043,1.00111,0.999587,0.937786,1.0048,0.999666,-0.0998312,1098.34,135
1.98,0.0439379,27.4323,-4.27256,8.16906,9.98001,2.81174,0,25.3157,3.54514,12.0465,4.45694,4.01988,0.0423871,3.731,0.453215,1.7149e-14,0.00368768,0.00368768,114.021,0,-0.230758,0.579253,1.00111,1.00043,1.00111,0.999586,0.937786,1.0048,0.999667,-0.0998309,1095.3,135
2.00,0.0439381,27.4316,-4.27136,8.16928,9.98033,2.81117,0,25.3157,3.54513,12.0497,4.45694,4.01972,0.0423871,3.7306,0.453244,1.715e-14,0.00369523,0.00369523,114.021,0,-0.230756,0.579248,1.0011,1.00043,1.0011,0.999585,0.937786,1.0048,0.999667,-0.0998307,1092.43,135
2.02,0.0439384,27.431,-4.27016,8.16947,9.98061,2.81049,0,25.3157,3.54512,12.0529,4.45694,4.01957,0.0423871,3.73022,0.453274,1.71511e-14,0.00370278,0.00370278,114.021,0,-0.230754,0.579243,1.0011,1.00042,1.0011,0.999584,0.937786,1.0048,0.999667,-0.0998305,1089.74,135
2.04,0.0439386,27.4303,-4.26895,8.16963,9.98085,2.80969,0,25.3157,3.54512,12.056,4.45696,4.01943,0.0423871,3.72984,0.453303,1.71521e-14,0.0037103,0.0037103,114.021,0,-0.230752,0.579236,1.0011,1.00042,1.0011,0.999583,0.937786,1.0048,0.999668,-0.0998302,1087.24,135
2.06,0.0439388,27.4297,-4.26775,8.16977,9.98104,2.80878,0,25.3157,3.54511,12.059,4.45698,4.0193,0.0423871,3.72947,0.453333,1.71531e-14,0.00371782,0.00371782,114.021,0,-0.23075,0.579229,1.0011,1.00042,1.0011,0.999583,0.937786,1.0048,0.999668,-0.0998299,1084.93,135
2.08,0.0439391,27.429,-4.26655,8.16987,9.9812,2.80779,0,25.3157,3.5451,12.062,4.45702,4.01918,0.0423871,3.72911,0.453362,1.71542e-14,0.00372531,0.00372531,114.021,0,-0.230747,0.579222,1.00109,1.00042,1.00109,0.999583,0.937786,1.0048,0.999668,-0.0998297,1082.79,135
2.10,0.0439392,27.4283,-4.26534,8.16996,9.98132,2.80671,0,25.3157,3.5451,12.0649,4.45706,4.01907,0.0423871,3.72875,0.453391,1.71552e-14,0.0037328,0.0037328,114.021,0,-0.230745,0.579213,1.00109,1.00042,1.00109,0.999583,0.937786,1.0048,0.999668,-0.0998294,1080.82,135
2.12,0.0439394,27.4277,-4.26415,8.17002,9.98141,2.80555,0,25.3157,3.54509,12.0677,4.4571,4.01897,0.0423871,3.72841,0.453421,1.71562e-14,0.00374026,0.00374026,114.021,0,-0.230743,0.579205,1.00109,1.00042,1.00109,0.999584,0.937786,1.0048,0.999669,-0.0998291,1079.02,135
2.14,0.0439396,27.427,-4.26296,8.17006,9.98147,2.80432,0,25.3157,3.54509,12.0704,4.45716,4.01888,0.0423871,3.72807,0.45345,1.71573e-14,0.00374771,0.00374771,114.021,0,-0.230741,0.579195,1.00108,1.00042,1.00108,0.999585,0.937786,1.0048,0.999669,-0.0998289,1077.38,135
2.16,0.0439397,27.4264,-4.26177,8.17008,9.9815,2.80303,0,25.3157,3.54508,12.073,4.45722,4.01879,0.0423871,3.72774,0.453479,1.71583e-14,0.00375515,0.00375515,114.021,0,-0.23074,0.579185,1.00108,1.00042,1.00108,0.999586,0.937786,1.0048,0.999669,-0.0998286,1075.88,135
2.18,0.0439399,27.4258,-4.26059,8.17008,9.98151,2.80169,0,25.3157,3.54507,12.0755,4.45728,4.01872,0.0423871,3.72742,0.453508,1.71593e-14,0.00376257,0.00376257,114.021,0,-0.230738,0.579174,1.00108,1.00041,1.00108,0.999588,0.937786,1.0048,0.99967,-0.0998283,1074.53,135
2.20,0.04394,27.4251,-4.25942,8.17007,9.98149,2.8003,0,25.3157,3.54507,12.078,4.45735,4.01865,0.0423871,3.72712,0.453538,1.71604e-14,0.00376997,0.00376997,114.021,0,-0.230736,0.579163,1.00107,1.00041,1.00107,0.99959,0.937786,1.0048,0.99967,-0.099828,1073.31,135
2.22,0.0439401,27.4245,-4.25826,8.17004,9.98145,2.79886,0,25.3157,3.54506,12.0804,4.45742,4.01859,0.0423871,3.72682,0.453567,1.71614e-14,0.00377736,0.00377736,114.021,0,-0.230734,0.579152,1.00107,1.00041,1.00107,0.999592,0.937786,1.0048,0.99967,-0.0998277,1072.23,135
2.24,0.0439402,27.4239,-4.2571,8.17,9.98139,2.79738,0,25.3157,3.54505,12.0827,4.4575,4.01853,0.0423871,3.72653,0.453596,1.71624e-14,0.00378473,0.00378473,114.021,0,-0.230733,0.57914,1.00107,1.00041,1.00107,0.999594,0.937786,1.0048,0.999671,-0.0998274,1071.26,135
2.26,0.0439403,27.4233,-4.25594,8.16995,9.98131,2.79587,0,25.3157,3.54505,12.0848,4.45758,4.01849,0.0423871,3.72625,0.453625,1.71635e-14,0.00379209,0.00379209,114.021,0,-0.230731,0.579128,1.00106,1.00041,1.00106,0.999597,0.937786,1.0048,0.999671,-0.0998271,1071.62,135
2.28,0.0439404,27.4227,-4.2548,8.16989,9.98123,2.79433,0,25.3157,3.54504,12.0869,4.45766,4.01844,0.0423871,3.72597,0.453654,1.71645e-14,0.00379944,0.00379944,114.021,0,-0.23073,0.579115,1.00106,1.00041,1.00106,0.9996,0.937786,1.0048,0.999671,-0.0998268,1072.66,135
2.30,0.0439405,27.4221,-4.25366,8.16984,9.98116,2.79277,0,25.3157,3.54504,12.089,4.45774,4.0184,0.0423871,3.72571,0.453684,1.71655e-14,0.00380677,0.00380677,114.021,0,-0.230728,0.579102,1.00106,1.00041,1.00106,0.999603,0.938123,1.0048,0.999672,-0.0998265,1074.08,135
2.32,0.0439405,27.4191,-4.25253,8.1698,9.9811,2.79118,0,25.3131,3.54503,12.0909,4.45822,4.01874,0.0423871,3.72501,0.453713,1.71665e-14,0.00381409,0.00381409,114.021,0,-0.230728,0.579087,1.00105,1.00041,1.00105,0.999607,0.938123,1.0048,0.999672,-0.0998262,1075.69,135
2.34,0.0439405,27.4185,-4.2514,8.16978,9.98106,2.78957,0,25.3131,3.54502,12.0927,4.45829,4.0187,0.042387,3.72477,0.453742,1.71676e-14,0.00382153,0.00382153,114.021,0,-0.230727,0.579072,1.00105,1.0004,1.00105,0.999611,0.938123,1.0048,0.999672,-0.0998259,1077.41,135
2.36,0.0439405,27.4179,-4.25029,8.16976,9.98103,2.78795,0,25.3131,3.54502,12.0945,4.45835,4.01866,0.042387,3.72454,0.453771,1.71686e-14,0.00382914,0.00382914,114.021,0,-0.230726,0.579057,1.00105,1.0004,1.00105,0.999615,0.938123,1.0048,0.999673,-0.0998257,1079.22,135
2.38,0.0439405,27.4173,-4.24917,8.16976,9.98103,2.78632,0,25.3131,3.54501,12.0961,4.45841,4.01862,0.042387,3.72432,0.4538,1.71696e-14,0.00383694,0.00383694,114.021,0,-0.230725,0.579042,1.00104,1.0004,1.00104,0.999618,0.938123,1.0048,0.999673,-0.0998254,1081.07,135
2.40,0.0439405,27.4167,-4.24806,8.16977,9.98105,2.78468,0,25.3131,3.545,12.0977,4.45847,4.01858,0.0423869,3.7241,0.453829,1.71707e-14,0.00384492,0.00384492,114.021,0,-0.230724,0.579027,1.00104,1.0004,1.00104,0.999621,0.938123,1.0048,0.999673,-0.0998251,1082.96,135
2.42,0.0439405,27.4161,-4.24696,8.16979,9.98108,2.78303,0,25.3131,3.545,12.0991,4.45852,4.01854,0.0423869,3.7239,0.453858,1.71717e-14,0.00385306,0.00385306,114.021,0,-0.230724,0.579011,1.00104,1.0004,1.00103,0.999624,0.938123,1.0048,0.999674,-0.0998248,1084.88,135
2.44,0.0439405,27.4156,-4.24587,8.16983,9.98114,2.78137,0,25.3131,3.54499,12.1005,4.45857,4.0185,0.0423868,3.72371,0.453887,1.71727e-14,0.00386134,0.00386134,114.021,0,-0.230723,0.578995,1.00103,1.0004,1.00103,0.999626,0.938123,1.0048,0.999674,-0.0998245,1086.82,135
2.46,0.0439404,27.415,-4.24477,8.16988,9.98122,2.77972,0,25.3131,3.54499,12.1018,4.45861,4.01846,0.0423868,3.72352,0.453917,1.71738e-14,0.00386974,0.00386974,114.021,0,-0.230723,0.578979,1.00103,1.0004,1.00103,0.999627,0.938123,1.0048,0.999674,-0.0998242,1088.77,135
2.48,0.0439404,27.4145,-4.24369,8.16995,9.98131,2.77806,0,25.3131,3.54498,12.1031,4.45864,4.01842,0.0423868,3.72335,0.453946,1.71748e-14,0.00387825,0.00387825,114.021,0,-0.230722,0.578963,1.00102,1.00039,1.00102,0.999628,0.938123,1.0048,0.999675,-0.0998239,1090.74,135
2.50,0.0439403,27.4139,-4.24261,8.17003,9.98143,2.7764,0,25.3131,3.54497,12.1042,4.45868,4.01839,0.0423867,3.72318,0.453975,1.71759e-14,0.00388683,0.00388683,114.021,0,-0.230721,0.578946,1.00102,1.00039,1.00102,0.999628,0.938123,1.0048,0.999675,-0.0998236,1092.71,135
2.52,0.0439403,27.4133,-4.24153,8.17013,9.98157,2.77474,0,25.3131,3.54497,12.1052,4.4587,4.01835,0.0423867,3.72303,0.454004,1.71769e-14,0.00389548,0.00389548,114.021,0,-0.230721,0.57893,1.00102,1.00039,1.00102,0.999628,0.938123,1.0048,0.999675,-0.0998233,1094.68,135
2.54,0.0439402,27.4128,-4.24046,8.17024,9.98174,2.77308,0,25.3131,3.54496,12.1062,4.45872,4.01831,0.0423867,3.72288,0.454033,1.71779e-14,0.0039042,0.0039042,114.021,0,-0.230721,0.578913,1.00101,1.00039,1.00101,0.999627,0.938123,1.0048,0.999676,-0.099823,1096.66,135
2.56,0.0439401,27.4122,-4.23939,8.17037,9.98192,2.77143,0,25.3131,3.54496,12.1071,4.45874,4.01827,0.0423866,3.72274,0.454062,1.7179e-14,0.00391297,0.00391297,114.021,0,-0.23072,0.578897,1.00101,1.00039,1.00101,0.999626,0.938123,1.0048,0.999676,-0.0998227,1098.64,135
2.58,0.0439401,27.4117,-4.23832,8.1705,9.98212,2.76979,0,25.3131,3.54495,12.1079,4.45875,4.01823,0.0423866,3.72261,0.454091,1.718e-14,0.00392178,0.00392178,114.021,0,-0.23072,0.57888,1.00101,1.00039,1.00101,0.999624,0.938123,1.0048,0.999676,-0.0998224,1100.62,135
2.60,0.04394,27.4112,-4.23726,8.17066,9.98235,2.76815,0,25.3131,3.54494,12.1086,4.45876,4.01819,0.0423866,3.72249,0.45412,1.71811e-14,0.00393062,0.00393062,114.021,0,-0.230719,0.578863,1.001,1.00039,1.001,0.999623,0.938123,1.0048,0.999677,-0.0998221,1102.6,135
2.62,0.0439399,27.4106,-4.23621,8.17083,9.98259,2.76652,0,25.3131,3.54494,12.1092,4.45876,4.01814,0.0423866,3.72237,0.454149,1.71821e-14,0.0039395,0.0039395,114.021,0,-0.230719,0.578847,1.001,1.00039,1.001,0.99962,0.938123,1.0048,0.999677,-0.0998218,1104.58,135
2.64,0.0439398,27.4101,-4.23515,8.17101,9.98286,2.76489,0,25.3131,3.54493,12.1098,4.45876,4.0181,0.0423865,3.72227,0.454178,1.71831e-14,0.00394838,0.00394838,114.021,0,-0.230718,0.57883,1.001,1.00038,1.001,0.999618,0.938123,1.0048,0.999677,-0.0998215,1106.54,135
2.66,0.0439397,27.4096,-4.2341,8.17121,9.98314,2.76328,0,25.3131,3.54493,12.1103,4.45875,4.01806,0.0423865,3.72217,0.454207,1.71842e-14,0.00395725,0.00395725,114.021,0,-0.230718,0.578813,1.00099,1.00038,1.00099,0.999616,0.938123,1.0048,0.999678,-0.0998211,1108.5,135
2.68,0.0439396,27.409,-4.23306,8.17142,9.98345,2.76167,0,25.3132,3.54492,12.1107,4.45874,4.01802,0.0423865,3.72208,0.454236,1.71852e-14,0.00396613,0.00396613,114.021,0,-0.230718,0.578796,1.00099,1.00038,1.00099,0.999614,0.938123,1.0048,0.999678,-0.0998208,1110.46,135
2.70,0.0439395,27.4085,-4.23201,8.17164,9.98378,2.76008,0,25.3132,3.54492,12.111,4.45872,4.01798,0.0423864,3.722,0.454265,1.71862e-14,0.003975,0.003975,114.021,0,-0.230717,0.57878,1.00098,1.00038,1.00098,0.999611,0.938123,1.0048,0.999678,-0.0998205,1111.48,135
2.72,0.0439394,27.408,-4.23097,8.17187,9.98411,2.75849,0,25.3132,3.54491,12.1113,4.45871,4.01793,0.0423864,3.72193,0.454294,1.71873e-14,0.00398387,0.00398387,114.021,0,-0.230717,0.578763,1.00098,1.00038,1.00098,0.999609,0.938123,1.0048,0.999679,-0.0998202,1110.23,135
2.74,0.0439392,27.4074,-4.22994,8.17209,9.98443,2.75692,0,25.3132,3.5449,12.1115,4.45869,4.0179,0.0423864,3.72186,0.454322,1.71883e-14,0.00399273,0.00399273,114.021,0,-0.230716,0.578747,1.00098,1.00038,1.00098,0.999607,0.938123,1.0048,0.999679,-0.0998199,1107.74,135
2.76,0.0439391,27.4069,-4.2289,8.17227,9.9847,2.75535,0,25.3132,3.5449,12.1116,4.45869,4.01788,0.0423864,3.7218,0.454351,1.71893e-14,0.00400158,0.00400158,114.021,0,-0.230716,0.578731,1.00097,1.00038,1.00097,0.999605,0.938123,1.0048,0.999679,-0.0998196,1104.7,135
2.78,0.043939,27.4064,-4.22787,8.17243,9.98492,2.7538,0,25.3132,3.54489,12.1117,4.45869,4.01786,0.0423863,3.72175,0.45438,1.71904e-14,0.00401042,0.00401042,114.021,0,-0.230715,0.578714,1.00097,1.00037,1.00097,0.999603,0.938123,1.0048,0.99968,-0.0998192,1101.51,135
2.80,0.0439388,27.4059,-4.22684,8.17255,9.9851,2.75226,0,25.3132,3.54489,12.1116,4.45871,4.01786,0.0423863,3.72171,0.454409,1.71914e-14,0.00401925,0.00401925,114.021,0,-0.230715,0.578698,1.00097,1.00037,1.00097,0.999601,0.938123,1.00481,0.99968,-0.0998189,1098.34,135
2.82,0.0439387,27.4054,-4.22582,8.17264,9.98523,2.75073,0,25.3132,3.54488,12.1116,4.45873,4.01787,0.0423863,3.72167,0.454438,1.71924e-14,0.00402806,0.00402806,114.021,0,-0.230715,0.578682,1.00096,1.00037,1.00096,0.9996,0.938123,1.00481,0.99968,-0.0998186,1095.3,135
2.84,0.0439385,27.4049,-4.2248,8.17269,9.98531,2.74921,0,25.3132,3.54487,12.1114,4.45877,4.01789,0.0423863,3.72164,0.454466,1.71935e-14,0.00403686,0.00403686,114.021,0,-0.230714,0.578666,1.00096,1.00037,1.00096,0.999599,0.938123,1.00481,0.999681,-0.0998183,1092.43,135
2.86,0.0439384,27.4044,-4.22378,8.17272,9.98535,2.7477,0,25.3132,3.54487,12.1112,4.45881,4.01793,0.0423863,3.72162,0.454495,1.71945e-14,0.00404565,0.00404565,114.021,0,-0.230714,0.578651,1.00096,1.00037,1.00095,0.999598,0.938123,1.00481,0.999681,-0.099818,1089.75,135
2.88,0.0439382,27.4039,-4.22276,8.17271,9.98534,2.74621,0,25.3132,3.54486,12.1109,4.45887,4.01797,0.0423862,3.7216,0.454524,1.71955e-14,0.00405442,0.00405442,114.021,0,-0.230714,0.578635,1.00095,1.00037,1.00095,0.999597,0.938123,1.00481,0.999682,-0.0998177,1087.25,135
2.90,0.043938,27.4033,-4.22174,8.17269,9.9853,2.74473,0,25.3132,3.54486,12.1106,4.45893,4.01802,0.0423862,3.72159,0.454553,1.71966e-14,0.00406318,0.00406318,114.021,0,-0.230713,0.57862,1.00095,1.00037,1.00095,0.999597,0.938123,1.00481,0.999682,-0.0998173,1084.93,135
2.92,0.0439379,27.4028,-4.22073,8.17263,9.98522,2.74326,0,25.3132,3.54485,12.1102,4.459,4.01808,0.0423862,3.72159,0.454581,1.71976e-14,0.00407192,0.00407192,114.021,0,-0.230713,0.578605,1.00094,1.00036,1.00094,0.999597,0.938123,1.00481,0.999682,-0.099817,1082.79,135
2.94,0.0439377,27.4023,-4.21972,8.17255,9.98511,2.74181,0,25.3132,3.54484,12.1097,4.45908,4.01815,0.0423862,3.72159,0.45461,1.71986e-14,0.00408065,0.00408065,114.021,0,-0.230713,0.57859,1.00094,1.00036,1.00094,0.999597,0.938123,1.00481,0.999683,-0.0998167,1080.83,135
2.96,0.0439375,27.4018,-4.21871,8.17246,9.98497,2.74036,0,25.3132,3.54484,12.1092,4.45916,4.01823,0.0423861,3.7216,0.454639,1.71996e-14,0.00408935,0.00408935,114.021,0,-0.230713,0.578575,1.00094,1.00036,1.00094,0.999598,0.938123,1.00481,0.999683,-0.0998164,1079.02,135
2.98,0.0439373,27.4013,-4.21771,8.17234,9.98479,2.73893,0,25.3132,3.54483,12.1086,4.45925,4.01831,0.0423861,3.72162,0.454667,1.72007e-14,0.00409804,0.00409804,114.021,0,-0.230713,0.578561,1.00093,1.00036,1.00093,0.999599,0.938123,1.00481,0.999683,-0.0998161,1077.38,135
3.00,0.0439372,27.4008,-4.2167,8.1722,9.98459,2.73752,0,25.3132,3.54483,12.108,4.45935,4.01841,0.0423861,3.72164,0.454696,1.72017e-14,0.00410672,0.00410672,114.021,0,-0.230713,0.578547,1.00093,1.00036,1.00093,0.9996,0.938123,1.00481,0.999684,-0.0998159,1075.88,135
