Time(s),CoreTemperature(degC),CreatinineProductionRate(umol/s),KetoneProductionRate(umol/min),LactateProductionRate(mol/day),SkinTemperature(degC),SweatRate(g/s),TotalMetabolicRate(kcal/day)
9.94,37.0,-1.$,101,0.56,33.1,0,1737
9.96,37.0,-1.$,101,0.55,33.1,0,1737
9.98,37.0,-1.$,101,0.55,33.1,0,1737
10.00,37.0,-1.$,101,0.54,33.1,0,1737
10.02,37.0,-1.$,101,0.54,33.1,0,1737
10.04,37.0,-1.$,101,0.53,33.1,0,1737
10.06,37.0,-1.$,101,0.53,33.1,0,1737
10.08,37.0,-1.$,101,0.52,33.1,0,1737
10.10,37.0,-1.$,101,0.52,33.1,0,1737
10.12,37.0,-1.$,101,0.52,33.1,0,1737
10.14,37.0,-1.$,101,0.52,33.1,0,1737
10.16,37.0,-1.$,101,0.52,33.1,0,1737
10.18,37.0,-1.$,101,0.52,33.1,0,1737
10.20,37.0,-1.$,101,0.53,33.1,0,1737
10.22,37.0,-1.$,101,0.55,33.1,0,1737
10.24,37.0,-1.$,101,0.58,33.1,0,1737
10.26,37.0,-1.$,101,0.60,33.1,0,1737
10.28,37.0,-1.$,101,0.61,33.1,0,1737
10.30,37.0,-1.$,101,0.62,33.1,0,1737
10.32,37.0,-1.$,101,0.62,33.1,0,1737
10.34,37.0,-1.$,101,0.63,33.1,0,1737
10.36,37.0,-1.$,101,0.63,33.1,0,1737
10.38,37.0,-1.$,101,0.63,33.1,0,1737
10.40,37.0,-1.$,101,0.63,33.1,0,1737
10.42,37.0,-1.$,101,0.63,33.1,0,1737
10.44,37.0,-1.$,101,0.63,33.1,0,1737
10.46,37.0,-1.$,101,0.63,33.1,0,1737
10.48,37.0,-1.$,101,0.63,33.1,0,1737
10.50,37.0,-1.$,101,0.62,33.1,0,1737
10.52,37.0,-1.$,101,0.62,33.1,0,1737
10.54,37.0,-1.$,101,0.62,33.1,0,1737
10.56,37.0,-1.$,101,0.61,33.1,0,1737
10.58,37.0,-1.$,101,0.61,33.1,0,1737
10.60,37.0,-1.$,101,0.61,33.1,0,1737
10.62,37.0,-1.$,101,0.60,33.1,0,1737
10.64,37.0,-1.$,101,0.60,33.1,0,1737
10.66,37.0,-1.$,101,0.59,33.1,0,1737
10.68,37.0,-1.$,101,0.59,33.1,0,1737
10.70,37.0,-1.$,101,0.58,33.1,0,1737
10.72,37.0,-1.$,101,0.58,33.1,0,1737
10.74,37.0,-1.$,101,0.57,33.1,0,1737
10.76,37.0,-1.$,101,0.57,33.1,0,1737
10.78,37.0,-1.$,101,0.56,33.1,0,1737
10.80,37.0,-1.$,101,0.55,33.1,0,1737
10.82,37.0,-1.$,101,0.55,33.1,0,1737
10.84,37.0,-1.$,101,0.54,33.1,0,1737
10.86,37.0,-1.$,101,0.54,33.1,0,1737
10.88,37.0,-1.$,101,0.53,33.1,0,1737
10.90,37.0,-1.$,101,0.53,33.1,0,1737
10.92,37.0,-1.$,101,0.52,33.1,0,1737
10.94,37.0,-1.$,101,0.52,33.1,0,1737
10.96,37.0,-1.$,101,0.52,33.1,0,1737
10.98,37.0,-1.$,101,0.52,33.1,0,1737
11.00,37.0,-1.$,101,0.52,33.1,0,1737
11.02,37.0,-1.$,101,0.52,33.1,0,1737
11.04,37.0,-1.$,101,0.53,33.1,0,1737
11.06,37.0,-1.$,101,0.55,33.1,0,1737
11.08,37.0,-1.$,101,0.58,33.1,0,1737
11.10,37.0,-1.$,101,0.60,33.1,0,1737
11.12,37.0,-1.$,101,0.61,33.1,0,1737
11.14,37.0,-1.$,101,0.62,33.1,0,1737
11.16,37.0,-1.$,101,0.62,33.1,0,1737
11.18,37.0,-1.$,101,0.63,33.1,0,1737
11.20,37.0,-1.$,101,0.63,33.1,0,1737
11.22,37.0,-1.$,101,0.63,33.1,0,1737
11.24,37.0,-1.$,101,0.63,33.1,0,1737
11.26,37.0,-1.$,101,0.63,33.1,0,1737
11.28,37.0,-1.$,101,0.63,33.1,0,1737
11.30,37.0,-1.$,101,0.63,33.1,0,1737
11.32,37.0,-1.$,101,0.63,33.1,0,1737
11.34,37.0,-1.$,101,0.62,33.1,0,1737
11.36,37.0,-1.$,101,0.62,33.1,0,1737
11.38,37.0,-1.$,101,0.62,33.1,0,1737
11.40,37.0,-1.$,101,0.61,33.1,0,1737
11.42,37.0,-1.$,101,0.61,33.1,0,1737
11.44,37.0,-1.$,101,0.61,33.1,0,1737
11.46,37.0,-1.$,101,0.60,33.1,0,1737
11.48,37.0,-1.$,101,0.60,33.1,0,1737
11.50,37.0,-1.$,101,0.59,33.1,0,1737
11.52,37.0,-1.$,101,0.59,33.1,0,1737
11.54,37.0,-1.$,101,0.58,33.1,0,1737
11.56,37.0,-1.$,101,0.58,33.1,0,1737
11.58,37.0,-1.$,101,0.57,33.1,0,1737
11.60,37.0,-1.$,101,0.57,33.1,0,1737
11.62,37.0,-1.$,101,0.56,33.1,0,1737
11.64,37.0,-1.$,101,0.55,33.1,0,1737
11.66,37.0,-1.$,101,0.55,33.1,0,1737
11.68,37.0,-1.$,101,0.54,33.1,0,1737
11.70,37.0,-1.$,101,0.54,33.1,0,1737
11.72,37.0,-1.$,101,0.53,33.1,0,1737
11.74,37.0,-1.$,101,0.53,33.1,0,1737
11.76,37.0,-1.$,101,0.52,33.1,0,1737
11.78,37.0,-1.$,101,0.52,33.1,0,1737
11.80,37.0,-1.$,101,0.52,33.1,0,1737
11.82,37.0,-1.$,101,0.52,33.1,0,1737
11.84,37.0,-1.$,101,0.52,33.1,0,1737
11.86,37.0,-1.$,101,0.52,33.1,0,1737
11.88,37.0,-1.$,101,0.53,33.1,0,1737
11.90,37.0,-1.$,101,0.55,33.1,0,1737
11.92,37.0,-1.$,101,0.58,33.1,0,1737
11.94,37.0,-1.$,101,0.60,33.1,0,1737
11.96,37.0,-1.$,101,0.61,33.1,0,1737
11.98,37.0,-1.$,101,0.62,33.1,0,1737
12.00,37.0,-1.$,101,0.62,33.1,0,1737
12.02,37.0,-1.$,101,0.63,33.1,0,1737
12.04,37.0,-1.$,101,0.63,33.1,0,1737
12.06,37.0,-1.$,101,0.63,33.1,0,1737
12.08,37.0,-1.$,101,0.63,33.1,0,1737
12.10,37.0,-1.$,101,0.63,33.1,0,1737
12.12,37.0,-1.$,101,0.63,33.1,0,1737
12.14,37.0,-1.$,101,0.63,33.1,0,1737
12.16,37.0,-1.$,101,0.63,33.1,0,1737
12.18,37.0,-1.$,101,0.62,33.1,0,1737
12.20,37.0,-1.$,101,0.62,33.1,0,1737
12.22,37.0,-1.$,101,0.62,33.1,0,1737
12.24,37.0,-1.$,101,0.61,33.1,0,1737
12.26,37.0,-1.$,101,0.61,33.1,0,1737
12.28,37.0,-1.$,101,0.61,33.1,0,1737
12.30,37.0,-1.$,101,0.60,33.1,0,1737
12.32,37.0,-1.$,101,0.60,33.1,0,1737
12.34,37.0,-1.$,101,0.59,33.1,0,1737
12.36,37.0,-1.$,101,0.59,33.1,0,1737
12.38,37.0,-1.$,101,0.58,33.1,0,1737
12.40,37.0,-1.$,101,0.58,33.1,0,1737
12.42,37.0,-1.$,101,0.57,33.1,0,1737
12.44,37.0,-1.$,101,0.57,33.1,0,1737
12.46,37.0,-1.$,101,0.56,33.1,0,1737
12.48,37.0,-1.$,101,0.55,33.1,0,1737
12.50,37.0,-1.$,101,0.55,33.1,0,1737
12.52,37.0,-1.$,101,0.54,33.1,0,1737
12.54,37.0,-1.$,101,0.54,33.1,0,1737
12.56,37.0,-1.$,101,0.53,33.1,0,1737
12.58,37.0,-1.$,101,0.53,33.1,0,1737
12.60,37.0,-1.$,101,0.52,33.1,0,1737
12.62,37.0,-1.$,101,0.52,33.1,0,1737
12.64,37.0,-1.$,101,0.52,33.1,0,1737
12.66,37.0,-1.$,101,0.52,33.1,0,1737
12.68,37.0,-1.$,101,0.52,33.1,0,1737
12.70,37.0,-1.$,101,0.52,33.1,0,1737
12.72,37.0,-1.$,101,0.53,33.1,0,1737
12.74,37.0,-1.$,101,0.55,33.1,0,1737
12.76,37.0,-1.$,101,0.58,33.1,0,1737
12.78,37.0,-1.$,101,0.60,33.1,0,1737
12.80,37.0,-1.$,101,0.61,33.1,0,1737
12.82,37.0,-1.$,101,0.62,33.1,0,1737
12.84,37.0,-1.$,101,0.62,33.1,0,1737
12.86,37.0,-1.$,101,0.63,33.1,0,1737
12.88,37.0,-1.$,101,0.63,33.1,0,1737
12.90,37.0,-1.$,101,0.63,33.1,0,1737
12.92,37.0,-1.$,101,0.63,33.1,0,1737
12.94,37.0,-1.$,101,0.63,33.1,0,1737
12.96,37.0,-1.$,101,0.63,33.1,0,1737
12.98,37.0,-1.$,101,0.63,33.1,0,1737
13.00,37.0,-1.$,101,0.63,33.1,0,1737
13.02,37.0,-1.$,101,0.62,33.1,0,1737
13.04,37.0,-1.$,101,0.62,33.1,0,1737
13.06,37.0,-1.$,101,0.62,33.1,0,1737
13.08,37.0,-1.$,101,0.61,33.1,0,1737
13.10,37.0,-1.$,101,0.61,33.1,0,1737
13.12,37.0,-1.$,101,0.61,33.1,0,1737
13.14,37.0,-1.$,101,0.60,33.1,0,1737
13.16,37.0,-1.$,101,0.60,33.1,0,1737
13.18,37.0,-1.$,101,0.59,33.1,0,1737
13.20,37.0,-1.$,101,0.59,33.1,0,1737
13.22,37.0,-1.$,101,0.58,33.1,0,1737
13.24,37.0,-1.$,101,0.58,33.1,0,1737
13.26,37.0,-1.$,101,0.57,33.1,0,1737
13.28,37.0,-1.$,101,0.57,33.1,0,1737
13.30,37.0,-1.$,101,0.56,33.1,0,1737
13.32,37.0,-1.$,101,0.55,33.1,0,1737
13.34,37.0,-1.$,101,0.55,33.1,0,1737
13.36,37.0,-1.$,101,0.54,33.1,0,1737
13.38,37.0,-1.$,101,0.54,33.1,0,1737
13.40,37.0,-1.$,101,0.53,33.1,0,1737
13.42,37.0,-1.$,101,0.53,33.1,0,1737
13.44,37.0,-1.$,101,0.52,33.1,0,1737
13.46,37.0,-1.$,101,0.52,33.1,0,1737
13.48,37.0,-1.$,101,0.52,33.1,0,1737
13.50,37.0,-1.$,101,0.52,33.1,0,1737
13.52,37.0,-1.$,101,0.52,33.1,0,1737
13.54,37.0,-1.$,101,0.52,33.1,0,1737
13.56,37.0,-1.$,101,0.53,33.1,0,1737
13.58,37.0,-1.$,101,0.55,33.1,0,1737
13.60,37.0,-1.$,101,0.58,33.1,0,1737
13.62,37.0,-1.$,101,0.60,33.1,0,1737
13.64,37.0,-1.$,101,0.61,33.1,0,1737
13.66,37.0,-1.$,101,0.62,33.1,0,1737
13.68,37.0,-1.$,101,0.62,33.1,0,1737
13.70,37.0,-1.$,101,0.63,33.1,0,1737
13.72,37.0,-1.$,101,0.63,33.1,0,1737
13.74,37.0,-1.$,101,0.63,33.1,0,1737
13.76,37.0,-1.$,101,0.63,33.1,0,1737
13.78,37.0,-1.$,101,0.63,33.1,0,1737
13.80,37.0,-1.$,101,0.63,33.1,0,1737
13.82,37.0,-1.$,101,0.63,33.1,0,1737
13.84,37.0,-1.$,101,0.63,33.1,0,1737
13.86,37.0,-1.$,101,0.62,33.1,0,1737
13.88,37.0,-1.$,101,0.62,33.1,0,1737
13.90,37.0,-1.$,101,0.62,33.1,0,1737
13.92,37.0,-1.$,101,0.61,33.1,0,1737
13.94,37.0,-1.$,101,0.61,33.1,0,1737
13.96,37.0,-1.$,101,0.61,33.1,0,1737
13.98,37.0,-1.$,101,0.60,33.1,0,1737
14.00,37.0,-1.$,101,0.60,33.1,0,1737
14.02,37.0,-1.$,101,0.59,33.1,0,1737
14.04,37.0,-1.$,101,0.59,33.1,0,1737
14.06,37.0,-1.$,101,0.58,33.1,0,1737
14.08,37.0,-1.$,101,0.58,33.1,0,1737
14.10,37.0,-1.$,101,0.57,33.1,0,1737
14.12,37.0,-1.$,101,0.57,33.1,0,1737
14.14,37.0,-1.$,101,0.56,33.1,0,1737
14.16,37.0,-1.$,101,0.55,33.1,0,1737
14.18,37.0,-1.$,101,0.55,33.1,0,1737
14.20,37.0,-1.$,101,0.54,33.1,0,1737
14.22,37.0,-1.$,101,0.54,33.1,0,1737
14.24,37.0,-1.$,101,0.53,33.1,0,1737
14.26,37.0,-1.$,101,0.53,33.1,0,1737
14.28,37.0,-1.$,101,0.52,33.1,0,1737
14.30,37.0,-1.$,101,0.52,33.1,0,1737
14.32,37.0,-1.$,101,0.52,33.1,0,1737
14.34,37.0,-1.$,101,0.52,33.1,0,1737
14.36,37.0,-1.$,101,0.52,33.1,0,1737
14.38,37.0,-1.$,101,0.52,33.1,0,1737
14.40,37.0,-1.$,101,0.53,33.1,0,1737
14.42,37.0,-1.$,101,0.55,33.1,0,1737
14.44,37.0,-1.$,101,0.58,33.1,0,1737
14.46,37.0,-1.$,101,0.60,33.1,0,1737
14.48,37.0,-1.$,101,0.61,33.1,0,1737
14.50,37.0,-1.$,101,0.62,33.1,0,1737
14.52,37.0,-1.$,101,0.62,33.1,0,1737
14.54,37.0,-1.$,101,0.63,33.1,0,1737
14.56,37.0,-1.$,101,0.63,33.1,0,1737
14.58,37.0,-1.$,101,0.63,33.1,0,1737
14.60,37.0,-1.$,101,0.63,33.1,0,1737
14.62,37.0,-1.$,101,0.63,33.1,0,1737
14.64,37.0,-1.$,101,0.63,33.1,0,1737
14.66,37.0,-1.$,101,0.63,33.1,0,1737
14.68,37.0,-1.$,101,0.63,33.1,0,1737
14.70,37.0,-1.$,101,0.62,33.1,0,1737
14.72,37.0,-1.$,101,0.62,33.1,0,1737
14.74,37.0,-1.$,101,0.62,33.1,0,1737
14.76,37.0,-1.$,101,0.61,33.1,0,1737
14.78,37.0,-1.$,101,0.61,33.1,0,1737
14.80,37.0,-1.$,101,0.61,33.1,0,1737
14.82,37.0,-1.$,101,0.60,33.1,0,1737
14.84,37.0,-1.$,101,0.60,33.1,0,1737
14.86,37.0,-1.$,101,0.59,33.1,0,1737
14.88,37.0,-1.$,101,0.59,33.1,0,1737
14.90,37.0,-1.$,101,0.58,33.1,0,1737
14.92,37.0,-1.$,101,0.58,33.1,0,1737
14.94,37.0,-1.$,101,0.57,33.1,0,1737
14.96,37.0,-1.$,101,0.57,33.1,0,1737
14.98,37.0,-1.$,101,0.56,33.1,0,1737
15.00,37.0,-1.$,101,0.55,33.1,0,1737
15.02,37.0,-1.$,101,0.55,33.1,0,1737
15.04,37.0,-1.$,101,0.54,33.1,0,1737
15.06,37.0,-1.$,101,0.54,33.1,0,1737
15.08,37.0,-1.$,101,0.53,33.1,0,1737
15.10,37.0,-1.$,101,0.53,33.1,0,1737
15.12,37.0,-1.$,101,0.52,33.1,0,1737
15.14,37.0,-1.$,101,0.52,33.1,0,1737
15.16,37.0,-1.$,101,0.52,33.1,0,1737
15.18,37.0,-1.$,101,0.52,33.1,0,1737
15.20,37.0,-1.$,101,0.52,33.1,0,1737
15.22,37.0,-1.$,101,0.52,33.1,0,1737
15.24,37.0,-1.$,101,0.53,33.1,0,1737
15.26,37.0,-1.$,101,0.55,33.1,0,1737
15.28,37.0,-1.$,101,0.58,33.1,0,1737
15.30,37.0,-1.$,101,0.60,33.1,0,1737
15.32,37.0,-1.$,101,0.61,33.1,0,1737
15.34,37.0,-1.$,101,0.62,33.1,0,1737
15.36,37.0,-1.$,101,0.62,33.1,0,1737
15.38,37.0,-1.$,101,0.63,33.1,0,1737
15.40,37.0,-1.$,101,0.63,33.1,0,1737
15.42,37.0,-1.$,101,0.63,33.1,0,1737
15.44,37.0,-1.$,101,0.63,33.1,0,1737
15.46,37.0,-1.$,101,0.63,33.1,0,1737
15.48,37.0,-1.$,101,0.63,33.1,0,1737
15.50,37.0,-1.$,101,0.63,33.1,0,1737
15.52,37.0,-1.$,101,0.63,33.1,0,1737
15.54,37.0,-1.$,101,0.62,33.1,0,1737
15.56,37.0,-1.$,101,0.62,33.1,0,1737
15.58,37.0,-1.$,101,0.62,33.1,0,1737
15.60,37.0,-1.$,101,0.61,33.1,0,1737
15.62,37.0,-1.$,101,0.61,33.1,0,1737
15.64,37.0,-1.$,101,0.61,33.1,0,1737
15.66,37.0,-1.$,101,0.60,33.1,0,1737
15.68,37.0,-1.$,101,0.60,33.1,0,1737
15.70,37.0,-1.$,101,0.59,33.1,0,1737
15.72,37.0,-1.$,101,0.59,33.1,0,1737
15.74,37.0,-1.$,101,0.58,33.1,0,1737
15.76,37.0,-1.$,101,0.58,33.1,0,1737
15.78,37.0,-1.$,101,0.57,33.1,0,1737
15.80,37.0,-1.$,101,0.57,33.1,0,1737
15.82,37.0,-1.$,101,0.56,33.1,0,1737
15.84,37.0,-1.$,101,0.55,33.1,0,1737
15.86,37.0,-1.$,101,0.55,33.1,0,1737
15.88,37.0,-1.$,101,0.54,33.1,0,1737
15.90,37.0,-1.$,101,0.54,33.1,0,1737
15.92,37.0,-1.$,101,0.53,33.1,0,1737
15.94,37.0,-1.$,101,0.53,33.1,0,1737
15.96,37.0,-1.$,101,0.52,33.1,0,1737
15.98,37.0,-1.$,101,0.52,33.1,0,1737
16.00,37.0,-1.$,101,0.52,33.1,0,1737
16.02,37.0,-1.$,101,0.52,33.1,0,1737
16.04,37.0,-1.$,101,0.52,33.1,0,1737
16.06,37.0,-1.$,101,0.52,33.1,0,1737
16.08,37.0,-1.$,101,0.53,33.1,0,1737
16.10,37.0,-1.$,101,0.55,33.1,0,1737
16.12,37.0,-1.$,101,0.58,33.1,0,1737
16.14,37.0,-1.$,101,0.60,33.1,0,1737
16.16,37.0,-1.$,101,0.61,33.1,0,1737
16.18,37.0,-1.$,101,0.62,33.1,0,1737
16.20,37.0,-1.$,101,0.62,33.1,0,1737
16.22,37.0,-1.$,101,0.63,33.1,0,1737
16.24,37.0,-1.$,101,0.63,33.1,0,1737
16.26,37.0,-1.$,101,0.63,33.1,0,1737
16.28,37.0,-1.$,101,0.63,33.1,0,1737
16.30,37.0,-1.$,101,0.63,33.1,0,1737
16.32,37.0,-1.$,101,0.63,33.1,0,1737
16.34,37.0,-1.$,101,0.63,33.1,0,1737
16.36,37.0,-1.$,101,0.63,33.1,0,1737
16.38,37.0,-1.$,101,0.62,33.1,0,1737
16.40,37.0,-1.$,101,0.62,33.1,0,1737
16.42,37.0,-1.$,101,0.62,33.1,0,1737
16.44,37.0,-1.$,101,0.61,33.1,0,1737
16.46,37.0,-1.$,101,0.61,33.1,0,1737
16.48,37.0,-1.$,101,0.61,33.1,0,1737
16.50,37.0,-1.$,101,0.60,33.1,0,1737
16.52,37.0,-1.$,101,0.60,33.1,0,1737
16.54,37.0,-1.$,101,0.59,33.1,0,1737
16.56,37.0,-1.$,101,0.59,33.1,0,1737
16.58,37.0,-1.$,101,0.58,33.1,0,1737
16.60,37.0,-1.$,101,0.58,33.1,0,1737
16.62,37.0,-1.$,101,0.57,33.1,0,1737
16.64,37.0,-1.$,101,0.57,33.1,0,1737
16.66,37.0,-1.$,101,0.56,33.1,0,1737
16.68,37.0,-1.$,101,0.55,33.1,0,1737
16.70,37.0,-1.$,101,0.55,33.1,0,1737
16.72,37.0,-1.$,101,0.54,33.1,0,1737
16.74,37.0,-1.$,101,0.54,33.1,0,1737
16.76,37.0,-1.$,101,0.53,33.1,0,1737
16.78,37.0,-1.$,101,0.53,33.1,0,1737
16.80,37.0,-1.$,101,0.52,33.1,0,1737
16.82,37.0,-1.$,101,0.52,33.1,0,1737
16.84,37.0,-1.$,101,0.52,33.1,0,1737
16.86,37.0,-1.$,101,0.52,33.1,0,1737
16.88,37.0,-1.$,101,0.52,33.1,0,1737
16.90,37.0,-1.$,101,0.52,33.1,0,1737
16.92,37.0,-1.$,101,0.53,33.1,0,1737
16.94,37.0,-1.$,101,0.55,33.1,0,1737
16.96,37.0,-1.$,101,0.58,33.1,0,1737
16.98,37.0,-1.$,101,0.60,33.1,0,1737
17.00,37.0,-1.$,101,0.61,33.1,0,1737
17.02,37.0,-1.$,101,0.62,33.1,0,1737
17.04,37.0,-1.$,101,0.62,33.1,0,1737
17.06,37.0,-1.$,101,0.63,33.1,0,1737
17.08,37.0,-1.$,101,0.63,33.1,0,1737
17.10,37.0,-1.$,101,0.63,33.1,0,1737
17.12,37.0,-1.$,101,0.63,33.1,0,1737
17.14,37.0,-1.$,101,0.63,33.1,0,1737
17.16,37.0,-1.$,101,0.63,33.1,0,1737
17.18,37.0,-1.$,101,0.63,33.1,0,1737
17.20,37.0,-1.$,101,0.63,33.1,0,1737
17.22,37.0,-1.$,101,0.62,33.1,0,1737
17.24,37.0,-1.$,101,0.62,33.1,0,1737
17.26,37.0,-1.$,101,0.62,33.1,0,1737
17.28,37.0,-1.$,101,0.61,33.1,0,1737
17.30,37.0,-1.$,101,0.61,33.1,0,1737
17.32,37.0,-1.$,101,0.61,33.1,0,1737
17.34,37.0,-1.$,101,0.60,33.1,0,1737
17.36,37.0,-1.$,101,0.60,33.1,0,1737
17.38,37.0,-1.$,101,0.59,33.1,0,1737
17.40,37.0,-1.$,101,0.59,33.1,0,1737
17.42,37.0,-1.$,101,0.58,33.1,0,1737
17.44,37.0,-1.$,101,0.58,33.1,0,1737
17.46,37.0,-1.$,101,0.57,33.1,0,1737
17.48,37.0,-1.$,101,0.57,33.1,0,1737
17.50,37.0,-1.$,101,0.56,33.1,0,1737
17.52,37.0,-1.$,101,0.55,33.1,0,1737
17.54,37.0,-1.$,101,0.55,33.1,0,1737
17.56,37.0,-1.$,101,0.54,33.1,0,1737
17.58,37.0,-1.$,101,0.54,33.1,0,1737
17.60,37.0,-1.$,101,0.53,33.1,0,1737
17.62,37.0,-1.$,101,0.53,33.1,0,1737
17.64,37.0,-1.$,101,0.52,33.1,0,1737
17.66,37.0,-1.$,101,0.52,33.1,0,1737
17.68,37.0,-1.$,101,0.52,33.1,0,1737
17.70,37.0,-1.$,101,0.52,33.1,0,1737
17.72,37.0,-1.$,101,0.52,33.1,0,1737
17.74,37.0,-1.$,101,0.52,33.1,0,1737
17.76,37.0,-1.$,101,0.53,33.1,0,1737
17.78,37.0,-1.$,101,0.55,33.1,0,1737
17.80,37.0,-1.$,101,0.58,33.1,0,1737
17.82,37.0,-1.$,101,0.60,33.1,0,1737
17.84,37.0,-1.$,101,0.61,33.1,0,1737
17.86,37.0,-1.$,101,0.62,33.1,0,1737
17.88,37.0,-1.$,101,0.62,33.1,0,1737
17.90,37.0,-1.$,101,0.63,33.1,0,1737
17.92,37.0,-1.$,101,0.63,33.1,0,1737
17.94,37.0,-1.$,101,0.63,33.1,0,1737
17.96,37.0,-1.$,101,0.63,33.1,0,1737
17.98,37.0,-1.$,101,0.63,33.1,0,1737
18.00,37.0,-1.$,101,0.63,33.1,0,1737
18.02,37.0,-1.$,101,0.63,33.1,0,1737
18.04,37.0,-1.$,101,0.63,33.1,0,1737
18.06,37.0,-1.$,101,0.62,33.1,0,1737
18.08,37.0,-1.$,101,0.62,33.1,0,1737
18.10,37.0,-1.$,101,0.62,33.1,0,1737
18.12,37.0,-1.$,101,0.61,33.1,0,1737
18.14,37.0,-1.$,101,0.61,33.1,0,1737
18.16,37.0,-1.$,101,0.61,33.1,0,1737
18.18,37.0,-1.$,101,0.60,33.1,0,1737
18.20,37.0,-1.$,101,0.60,33.1,0,1737
18.22,37.0,-1.$,101,0.59,33.1,0,1737
18.24,37.0,-1.$,101,0.59,33.1,0,1737
18.26,37.0,-1.$,101,0.58,33.1,0,1737
18.28,37.0,-1.$,101,0.58,33.1,0,1737
18.30,37.0,-1.$,101,0.57,33.1,0,1737
18.32,37.0,-1.$,101,0.57,33.1,0,1737
18.34,37.0,-1.$,101,0.56,33.1,0,1737
18.36,37.0,-1.$,101,0.55,33.1,0,1737
18.38,37.0,-1.$,101,0.55,33.1,0,1737
18.40,37.0,-1.$,101,0.54,33.1,0,1737
18.42,37.0,-1.$,101,0.54,33.1,0,1737
18.44,37.0,-1.$,101,0.53,33.1,0,1737
18.46,37.0,-1.$,101,0.53,33.1,0,1737
18.48,37.0,-1.$,101,0.52,33.1,0,1737
18.50,37.0,-1.$,101,0.52,33.1,0,1737
18.52,37.0,-1.$,101,0.52,33.1,0,1737
18.54,37.0,-1.$,101,0.52,33.1,0,1737
18.56,37.0,-1.$,101,0.52,33.1,0,1737
18.58,37.0,-1.$,101,0.52,33.1,0,1737
18.60,37.0,-1.$,101,0.53,33.1,0,1737
18.62,37.0,-1.$,101,0.55,33.1,0,1737
18.64,37.0,-1.$,101,0.58,33.1,0,1737
18.66,37.0,-1.$,101,0.60,33.1,0,1737
18.68,37.0,-1.$,101,0.61,33.1,0,1737
18.70,37.0,-1.$,101,0.62,33.1,0,1737
18.72,37.0,-1.$,101,0.62,33.1,0,1737
18.74,37.0,-1.$,101,0.63,33.1,0,1737
18.76,37.0,-1.$,101,0.63,33.1,0,1737
18.78,37.0,-1.$,101,0.63,33.1,0,1737
18.80,37.0,-1.$,101,0.63,33.1,0,1737
18.82,37.0,-1.$,101,0.63,33.1,0,1737
18.84,37.0,-1.$,101,0.63,33.1,0,1737
18.86,37.0,-1.$,101,0.63,33.1,0,1737
18.88,37.0,-1.$,101,0.63,33.1,0,1737
18.90,37.0,-1.$,101,0.62,33.1,0,1737
18.92,37.0,-1.$,101,0.62,33.1,0,1737
18.94,37.0,-1.$,101,0.62,33.1,0,1737
18.96,37.0,-1.$,101,0.61,33.1,0,1737
18.98,37.0,-1.$,101,0.61,33.1,0,1737
19.00,37.0,-1.$,101,0.61,33.1,0,1737
19.02,37.0,-1.$,101,0.60,33.1,0,1737
19.04,37.0,-1.$,101,0.60,33.1,0,1737
19.06,37.0,-1.$,101,0.59,33.1,0,1737
19.08,37.0,-1.$,101,0.59,33.1,0,1737
19.10,37.0,-1.$,101,0.58,33.1,0,1737
19.12,37.0,-1.$,101,0.58,33.1,0,1737
19.14,37.0,-1.$,101,0.57,33.1,0,1737
19.16,37.0,-1.$,101,0.57,33.1,0,1737
19.18,37.0,-1.$,101,0.56,33.1,0,1737
19.20,37.0,-1.$,101,0.55,33.1,0,1737
19.22,37.0,-1.$,101,0.55,33.1,0,1737
19.24,37.0,-1.$,101,0.54,33.1,0,1737
19.26,37.0,-1.$,101,0.54,33.1,0,1737
19.28,37.0,-1.$,101,0.53,33.1,0,1737
19.30,37.0,-1.$,101,0.53,33.1,0,1737
19.32,37.0,-1.$,101,0.52,33.1,0,1737
19.34,37.0,-1.$,101,0.52,33.1,0,1737
19.36,37.0,-1.$,101,0.52,33.1,0,1737
19.38,37.0,-1.$,101,0.52,33.1,0,1737
19.40,37.0,-1.$,101,0.52,33.1,0,1737
19.42,37.0,-1.$,101,0.52,33.1,0,1737
19.44,37.0,-1.$,101,0.53,33.1,0,1737
19.46,37.0,-1.$,101,0.55,33.1,0,1737
19.48,37.0,-1.$,101,0.58,33.1,0,1737
19.50,37.0,-1.$,101,0.60,33.1,0,1737
19.52,37.0,-1.$,101,0.61,33.1,0,1737
19.54,37.0,-1.$,101,0.62,33.1,0,1737
19.56,37.0,-1.$,101,0.62,33.1,0,1737
19.58,37.0,-1.$,101,0.63,33.1,0,1737
19.60,37.0,-1.$,101,0.63,33.1,0,1737
19.62,37.0,-1.$,101,0.63,33.1,0,1737
19.64,37.0,-1.$,101,0.63,33.1,0,1737
19.66,37.0,-1.$,101,0.63,33.1,0,1737
19.68,37.0,-1.$,101,0.63,33.1,0,1737
19.70,37.0,-1.$,101,0.63,33.1,0,1737
19.72,37.0,-1.$,101,0.63,33.1,0,1737
19.74,37.0,-1.$,101,0.62,33.1,0,1737
19.76,37.0,-1.$,101,0.62,33.1,0,1737
19.78,37.0,-1.$,101,0.62,33.1,0,1737
19.80,37.0,-1.$,101,0.61,33.1,0,1737
19.82,37.0,-1.$,101,0.61,33.1,0,1737
19.84,37.0,-1.$,101,0.61,33.1,0,1737
