Time(s),BloodDensity(kg/m^3),BloodPH,BloodSpecificHeat(J/K_kg),BloodUreaNitrogenConcentration(mg/dL),CarbonDioxideSaturation,CarbonMonoxideSaturation,Hematocrit,HemoglobinContent(g),OxygenSaturation,PlasmaVolume(mL),Phosphate(mmol/L),PulseOximetry,RedBloodCellCount(ct/uL),ShuntFraction,StrongIonDifference(mmol/L),TotalProteinConcentration(g/dL),VolumeFractionNeutralLipidInPlasma,VolumeFractionNeutralPhospholipidInPlasma,WhiteBloodCellCount(ct/uL),ArterialCarbonDioxidePressure(mmHg),ArterialOxygenPressure(mmHg),PulmonaryArterialCarbonDioxidePressure(mmHg),PulmonaryArterialOxygenPressure(mmHg),PulmonaryVenousCarbonDioxidePressure(mmHg),PulmonaryVenousOxygenPressure(mmHg),VenousCarbonDioxidePressure(mmHg),VenousOxygenPressure(mmHg),Albumin-BloodConcentration(g/dL),Bicarbonate-BloodConcentration(g/dL),Calcium-BloodConcentration(mg/L),Chloride-BloodConcentration(g/L),Creatinine-BloodConcentration(mg/L),Epinephrine-BloodConcentration(ug/L),Globulin-BloodConcentration(g/dL),Glucagon-BloodConcentration(mg/dL),Glucose-BloodConcentration(mg/dL),Hemoglobin-BloodConcentration(g/dL),Insulin-BloodConcentration(ug/L),Ketones-BloodConcentration(mg/L),Lactate-BloodConcentration(mg/L),Potassium-BloodConcentration(mg/L),Sodium-BloodConcentration(g/dL),Triacylglycerol-BloodConcentration(mg/dL),Urea-BloodConcentration(mg/dL)
82.02,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276111,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.577,130.868,177.07,0.334,74,26.30
82.04,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276145,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.577,130.868,177.07,0.334,74,26.30
82.06,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276173,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.577,130.868,177.07,0.334,74,26.30
82.08,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276197,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.578,130.867,177.07,0.334,74,26.30
82.10,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276214,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.578,130.867,177.07,0.334,74,26.30
82.12,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276227,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.578,130.867,177.07,0.334,74,26.30
82.14,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276233,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.578,130.867,177.07,0.334,74,26.30
82.16,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276233,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.578,130.867,177.07,0.334,74,26.30
82.18,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276227,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.578,130.867,177.07,0.334,74,26.30
82.20,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276215,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.578,130.866,177.07,0.334,74,26.30
82.22,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276197,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.578,130.866,177.07,0.334,74,26.30
82.24,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276172,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.578,130.866,177.07,0.334,74,26.30
82.26,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276141,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.579,130.866,177.07,0.334,74,26.30
82.28,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276104,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.579,130.866,177.07,0.334,74,26.30
82.30,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276060,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.579,130.866,177.07,0.334,74,26.30
82.32,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5276009,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.579,130.866,177.07,0.334,74,26.30
82.34,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275952,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.579,130.866,177.07,0.334,74,26.30
82.36,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275888,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.579,130.866,177.07,0.334,74,26.30
82.38,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275817,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.579,130.866,177.07,0.334,74,26.30
82.40,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275740,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.579,130.866,177.07,0.334,74,26.30
82.42,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275656,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.580,130.866,177.07,0.334,74,26.30
82.44,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275576,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.580,130.866,177.07,0.334,74,26.30
82.46,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275507,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.580,130.865,177.07,0.334,74,26.30
82.48,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275454,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.580,130.865,177.07,0.334,74,26.30
82.50,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275418,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.580,130.865,177.07,0.334,74,26.30
82.52,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275398,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.580,130.865,177.07,0.334,74,26.30
82.54,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275394,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.580,130.865,177.07,0.334,74,26.30
82.56,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275403,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.581,130.865,177.07,0.334,74,26.30
82.58,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275424,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.581,130.864,177.07,0.334,74,26.30
82.60,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275455,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.581,130.864,177.07,0.334,74,26.30
82.62,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275494,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.581,130.864,177.07,0.334,74,26.30
82.64,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275540,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.581,130.864,177.07,0.334,74,26.30
82.66,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275591,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.581,130.863,177.07,0.334,74,26.30
82.68,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275647,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.581,130.863,177.07,0.334,74,26.30
82.70,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275706,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.581,130.863,177.07,0.334,74,26.30
82.72,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275767,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.582,130.862,177.07,0.334,74,26.30
82.74,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275826,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.582,130.862,177.07,0.334,74,26.30
82.76,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275883,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.582,130.862,177.07,0.334,74,26.30
82.78,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275937,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.582,130.862,177.07,0.334,74,26.30
82.80,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275988,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.582,130.861,177.07,0.334,74,26.30
82.82,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276035,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.582,130.861,177.07,0.334,74,26.30
82.84,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276078,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.582,130.861,177.07,0.334,74,26.30
82.86,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276116,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.582,130.861,177.07,0.334,74,26.30
82.88,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276150,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.582,130.860,177.07,0.334,74,26.30
82.90,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276178,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.583,130.860,177.07,0.334,74,26.30
82.92,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276201,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.583,130.860,177.07,0.334,74,26.30
82.94,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276219,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.583,130.860,177.07,0.334,74,26.30
82.96,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276231,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.583,130.859,177.07,0.334,74,26.30
82.98,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276237,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.583,130.859,177.07,0.334,74,26.30
83.00,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276238,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0323,2.7,0.000,86.5,15.30,0.678,11.583,130.859,177.07,0.334,74,26.30
83.02,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276232,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.583,130.859,177.07,0.334,74,26.30
83.04,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276220,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.583,130.859,177.07,0.334,74,26.30
83.06,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276202,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.583,130.859,177.07,0.334,74,26.30
83.08,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276177,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.584,130.859,177.07,0.334,74,26.30
83.10,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276146,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.584,130.858,177.07,0.334,74,26.30
83.12,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276108,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.584,130.858,177.07,0.334,74,26.30
83.14,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276064,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.584,130.858,177.07,0.334,74,26.30
83.16,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5276014,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.584,130.858,177.07,0.334,74,26.30
83.18,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275956,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.584,130.858,177.07,0.334,74,26.30
83.20,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275892,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.584,130.858,177.07,0.334,74,26.30
83.22,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275822,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.584,130.858,177.07,0.334,74,26.30
83.24,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275745,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.585,130.858,177.07,0.334,74,26.30
83.26,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275661,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.585,130.858,177.07,0.334,74,26.30
83.28,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275581,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.585,130.858,177.07,0.334,74,26.30
83.30,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275512,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.585,130.858,177.07,0.334,74,26.30
83.32,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275459,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.585,130.858,177.07,0.334,74,26.30
83.34,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275422,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.585,130.858,177.07,0.334,74,26.30
83.36,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275403,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.585,130.858,177.07,0.334,74,26.30
83.38,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275398,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.585,130.857,177.07,0.334,74,26.30
83.40,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275408,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.586,130.857,177.07,0.334,74,26.30
83.42,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275429,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.586,130.857,177.07,0.334,74,26.30
83.44,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275459,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.586,130.857,177.07,0.334,74,26.30
83.46,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275499,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.586,130.856,177.07,0.334,74,26.30
83.48,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275544,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.586,130.856,177.07,0.334,74,26.30
83.50,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275596,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.586,130.856,177.07,0.334,74,26.30
83.52,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275652,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.586,130.855,177.07,0.334,74,26.30
83.54,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275711,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.586,130.855,177.07,0.334,74,26.30
83.56,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275772,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.587,130.855,177.07,0.334,74,26.30
83.58,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275831,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.587,130.855,177.07,0.334,74,26.30
83.60,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275888,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.587,130.854,177.07,0.334,74,26.30
83.62,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275942,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.587,130.854,177.07,0.334,74,26.30
83.64,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2909,1.1,0.98,5275993,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.587,130.854,177.07,0.334,74,26.30
83.66,1050,7.41,3617,12.3,0.03,0,0.475,847.4,0.98,2908,1.1,0.98,5276039,0.024,40.5,7,0.00230,0.00130,7000,40,99,44,44,40,99,44,44,4.5,0.159,48.16,3.6167,10.9,0.0322,2.7,0.000,86.5,15.30,0.678,11.587,130.853,177.07,0.334,74,26.30
