Time(s),ArterialPressure(mmHg),BloodVolume(mL),CardiacIndex(L/min_m^2),CardiacOutput(mL/min),CentralVenousPressure(mmHg),CerebralBloodFlow(mL/min),CerebralPerfusionPressure(mmHg),DiastolicArterialPressure(mmHg),HeartEjectionFraction,HeartRate(1/min),HeartStrokeVolume(mL),IntracranialPressure(mmHg),MeanArterialPressure(mmHg),MeanArterialCarbonDioxidePartialPressure(mmHg),MeanArterialCarbonDioxidePartialPressureDelta(mmHg),MeanCentralVenousPressure(mmHg),MeanSkinFlow(mL/min),PulmonaryArterialPressure(mmHg),PulmonaryCapillariesWedgePressure(mmHg),PulmonaryDiastolicArterialPressure(mmHg),PulmonaryMeanArterialPressure(mmHg),PulmonaryMeanCapillaryFlow(mL/min),PulmonaryMeanShuntFlow(mL/min),PulmonarySystolicArterialPressure(mmHg),PulmonaryVascularResistance(mmHg_s/mL),PulmonaryVascularResistanceIndex(mmHg_s/mL_m^2),PulsePressure(mmHg),SystemicVascularResistance(mmHg_s/mL),SystolicArterialPressure(mmHg),BrainVasculature-Oxygen-PartialPressure(mmHg),Aorta-Volume(mL),Aorta-InFlow(mL/min),BrainVasculature-Volume(mL),BrainVasculature-InFlow(mL/min),BoneVasculature-Volume(mL),BoneVasculature-InFlow(mL/min),FatVasculature-Volume(mL),FatVasculature-InFlow(mL/min),KidneyVasculature-Volume(mL),KidneyVasculature-InFlow(mL/min),LargeIntestineVasculature-Volume(mL),LargeIntestineVasculature-InFlow(mL/min),LeftArmVasculature-Volume(mL),LeftHeart-Volume(mL),LeftHeart-InFlow(mL/min),LeftHeart-Pressure(mmHg),LeftKidneyVasculature-Volume(mL),LeftKidneyVasculature-InFlow(mL/min),LeftLegVasculature-Volume(mL),LeftPulmonaryArteries-Volume(mL),LeftPulmonaryArteries-InFlow(mL/min),LeftPulmonaryCapillaries-Volume(mL),LeftPulmonaryCapillaries-InFlow(mL/min),LeftPulmonaryVeins-Volume(mL),LeftPulmonaryVeins-InFlow(mL/min),LiverVasculature-Volume(mL),LiverVasculature-InFlow(mL/min),MuscleVasculature-Volume(mL),MuscleVasculature-InFlow(mL/min),MyocardiumVasculature-Volume(mL),MyocardiumVasculature-InFlow(mL/min),PulmonaryArteries-Volume(mL),PulmonaryArteries-InFlow(mL/min),PulmonaryArteries-Pressure(mmHg),PulmonaryCapillaries-Volume(mL),PulmonaryCapillaries-InFlow(mL/min),PulmonaryCapillaries-Pressure(mmHg),PulmonaryVeins-Volume(mL),PulmonaryVeins-InFlow(mL/min),PulmonaryVeins-Pressure(mmHg),RightArmVasculature-Volume(mL),RightHeart-Volume(mL),RightHeart-InFlow(mL/min),RightHeart-Pressure(mmHg),RightKidneyVasculature-Volume(mL),RightKidneyVasculature-InFlow(mL/min),RightLegVasculature-Volume(mL),RightPulmonaryArteries-Volume(mL),RightPulmonaryArteries-InFlow(mL/min),RightPulmonaryCapillaries-Volume(mL),RightPulmonaryCapillaries-InFlow(mL/min),RightPulmonaryVeins-Volume(mL),RightPulmonaryVeins-InFlow(mL/min),SkinVasculature-Volume(mL),SkinVasculature-InFlow(mL/min),SmallIntestineVasculature-Volume(mL),SmallIntestineVasculature-InFlow(mL/min),SplanchnicVasculature-Volume(mL),SplanchnicVasculature-InFlow(mL/min),SpleenVasculature-Volume(mL),SpleenVasculature-InFlow(mL/min),VenaCava-Volume(mL),VenaCava-InFlow(mL/min)
0.92,74.23,5539,2.8,5559,4.272,519.0,85.87,73.16,0.55399,73.17,75.978,8.92,94.79,40,0.008,4.3,357,14,6.154143,14,16,5292,134,18,9.135,4.642,41,0.977,113.76,34.19,286,0,67,519,391,187,280,196,79,1005,109,139,56,137.144843,33,47.331023,40,502,84,78.4,0,58.5,1945,178.9,2527,586,1303,782,646,39,145,156,41,14,115,4075,8.8,352,5283,6.1,56,132,41,11,40,502,84,77.1,41,56.9,2130,172.8,2756,175,273,219,361,67,90,81,105,1206,5246
0.94,73.16,5539,2.8,5559,4.276,511.3,85.88,73.16,0.55399,73.17,75.978,8.91,94.79,40,0.008,4.3,357,14,6.154143,14,16,5292,134,18,9.135,4.642,41,0.977,113.76,34.17,285,0,67,511,391,183,280,194,79,993,109,135,56,137.144843,33,72.685896,40,497,84,78.1,1123,58.4,1935,179.7,2490,586,1296,782,637,39,142,155,2329,14,115,4052,8.8,353,5206,6.1,56,131,0,16,40,497,84,76.8,1206,56.7,2118,173.7,2716,175,269,219,354,67,87,81,102,1207,5232
0.96,76.07,5539,2.8,5559,4.281,534.9,85.89,73.16,0.55398,73.17,75.976,8.91,94.79,40,-0.009,4.3,357,14,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.16,288,13897,67,535,391,197,280,208,79,1079,109,145,56,132.512438,32,94.179337,40,539,84,78.9,4212,58.2,1984,180.5,2457,586,1312,782,683,39,153,156,8518,14,115,4150,8.7,355,5137,6.1,56,129,0,20,40,539,84,77.5,4306,56.6,2166,174.6,2680,175,281,219,377,67,94,81,109,1209,5241
0.98,81.26,5539,2.8,5559,4.286,576.4,85.89,73.16,0.55398,73.17,75.976,8.90,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.15,294,22172,67,576,391,219,279,231,79,1169,109,163,56,125.121755,32,110.157655,40,585,84,80.4,6649,58.1,2079,181.3,2430,586,1341,782,761,39,171,159,13412,15,115,4338,8.7,357,5081,6.1,56,124,0,24,40,585,84,79.0,6763,56.5,2259,175.5,2651,175,303,219,417,67,105,81,123,1211,5273
1.00,87.32,5539,2.8,5559,4.291,624.4,85.89,73.16,0.55398,73.17,75.976,8.90,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.14,301,25645,67,624,391,245,279,257,79,1250,109,184,56,116.573301,32,120.745196,40,625,84,82.4,8378,58.1,2203,182.1,2409,586,1375,782,849,39,191,163,16896,15,115,4586,8.7,358,5037,6.2,56,118,0,27,40,625,84,81.0,8518,56.4,2383,176.4,2628,175,328,219,465,67,118,81,138,1213,5320
1.02,93.29,5539,2.8,5559,4.296,671.6,85.89,73.16,0.55398,73.17,75.976,8.90,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.14,308,25820,67,672,391,270,279,281,79,1315,109,204,56,107.966473,32,126.943394,40,658,84,84.7,9435,58.1,2344,182.9,2395,586,1409,782,933,39,212,168,19039,15,115,4868,8.7,360,5006,6.2,56,112,0,28,40,658,84,83.3,9603,56.4,2524,177.2,2611,175,353,219,511,67,132,81,153,1214,5373
1.04,98.63,5539,2.8,5559,4.301,713.5,85.89,73.16,0.55398,73.17,75.976,8.90,94.79,40,-0.009,4.3,357,16,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.13,314,24064,67,714,391,292,280,301,79,1395,109,225,56,99.945236,33,129.985786,40,697,84,87.2,9911,58.1,2489,183.6,2386,586,1440,782,1007,39,230,173,20018,16,115,5158,8.7,362,4987,6.2,56,105,0,30,40,697,84,85.8,10107,56.5,2669,178.1,2601,175,375,219,555,67,144,81,167,1216,5424
1.06,103.08,5539,2.8,5559,4.306,748.4,85.89,73.16,0.55398,73.17,75.976,8.90,94.79,40,-0.009,4.3,357,16,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.14,319,21406,67,748,391,309,280,318,79,1470,109,242,56,92.809821,34,130.975096,40,735,84,89.6,9921,58.2,2629,184.4,2383,586,1465,782,1066,39,244,178,20064,16,115,5439,8.7,363,4980,6.2,56,99,0,30,40,735,84,88.2,10143,56.6,2810,179.0,2597,175,393,219,593,67,155,81,178,1218,5469
1.08,106.61,5539,2.8,5559,4.311,775.8,85.88,73.16,0.55398,73.17,75.976,8.91,94.79,40,-0.009,4.3,357,16,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.14,323,18522,67,776,391,323,280,330,79,1526,109,256,56,86.635877,35,130.745320,40,763,84,91.9,9583,58.4,2758,185.2,2385,586,1486,782,1111,39,256,182,19413,16,115,5698,8.8,365,4982,6.2,56,92,0,30,40,763,84,90.5,9830,56.8,2940,179.8,2597,175,408,219,623,67,163,81,187,1220,5506
1.10,109.28,5539,2.8,5559,4.317,796.4,85.88,73.16,0.55398,73.17,75.976,8.91,94.79,40,-0.009,4.3,357,17,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.15,326,15791,67,796,391,333,280,338,79,1567,109,266,56,81.372215,36,129.857497,40,784,84,93.9,9009,58.6,2872,186.0,2390,586,1502,782,1143,39,265,186,18285,17,116,5927,8.8,367,4992,6.3,56,86,0,29,40,784,84,92.5,9276,56.9,3055,180.7,2602,175,419,219,646,67,170,81,194,1222,5536
1.12,111.20,5539,2.8,5559,4.322,811.0,85.87,73.16,0.55398,73.17,75.976,8.92,94.79,40,-0.009,4.3,357,17,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.16,328,13389,67,811,391,340,280,343,79,1595,109,273,56,76.909188,37,128.653669,40,797,84,95.6,8292,58.8,2968,186.8,2398,586,1513,782,1164,39,271,190,16867,17,116,6121,8.8,368,5008,6.3,56,81,0,29,40,797,84,94.3,8575,57.2,3153,181.6,2610,175,427,219,662,67,174,81,199,1224,5558
1.14,112.51,5539,2.8,5559,4.327,820.6,85.86,73.16,0.55398,73.17,75.976,8.93,94.79,40,-0.009,4.3,357,17,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.17,330,11365,67,821,391,344,280,345,79,1612,109,278,56,73.120841,38,127.322322,40,806,84,97.1,7504,59.0,3045,187.6,2409,586,1521,782,1175,39,275,193,15305,17,116,6278,8.8,370,5029,6.3,56,75,0,28,40,806,84,95.8,7801,57.4,3233,182.5,2620,175,432,219,673,67,177,81,202,1225,5574
1.16,113.31,5539,2.8,5559,4.332,826.3,85.86,73.16,0.55398,73.17,75.976,8.94,94.79,40,-0.009,4.3,357,18,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.18,331,9698,67,826,391,346,280,346,79,1620,110,281,56,69.888272,40,125.951696,40,810,84,98.3,6701,59.3,3105,188.4,2421,586,1526,783,1180,39,277,195,13708,18,117,6399,8.9,372,5052,6.3,56,71,0,27,40,810,84,97.0,7007,57.7,3294,183.3,2631,175,435,219,680,67,179,81,204,1227,5585
1.18,113.71,5539,2.8,5559,4.337,828.8,85.85,73.16,0.55398,73.17,75.976,8.94,94.79,40,-0.009,4.3,357,18,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.19,331,8326,67,829,391,347,280,347,79,1622,110,283,56,67.112996,41,124.557688,40,811,84,99.2,5917,59.5,3147,189.2,2433,586,1529,783,1179,39,278,197,12145,18,117,6486,8.9,373,5077,6.3,56,67,0,26,40,811,84,98.0,6229,57.9,3339,184.2,2644,175,436,219,683,67,180,81,205,1229,5591
1.20,113.76,5539,2.8,5559,4.342,828.5,85.84,73.16,0.55398,73.17,75.976,8.95,94.79,40,-0.009,4.3,357,18,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.21,331,7144,67,828,391,347,280,347,79,1619,110,283,56,64.731742,42,123.066052,40,809,84,99.8,5162,59.8,3174,190.0,2446,586,1530,783,1180,39,278,198,10640,18,118,6542,8.9,375,5103,6.4,56,63,0,25,40,809,84,98.6,5477,58.2,3368,185.1,2657,175,436,219,683,67,180,81,205,1231,5593
1.22,113.46,5539,2.8,5559,4.348,825.5,85.84,73.16,0.55398,73.17,75.976,8.96,94.79,40,-0.009,4.3,357,18,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.22,331,5934,67,825,391,346,280,346,79,1608,110,281,56,62.753772,43,121.193322,40,804,84,100.2,4406,60.1,3185,190.8,2458,586,1529,783,1175,39,277,199,9127,18,119,6566,9.0,377,5127,6.4,56,60,0,24,40,804,84,99.1,4721,58.5,3381,186.0,2669,175,435,219,681,67,179,81,204,1233,5592
1.24,112.67,5539,2.8,5559,4.353,819.2,85.83,73.16,0.55398,73.17,75.976,8.96,94.79,40,-0.009,4.3,357,18,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.23,330,4165,68,819,391,342,280,342,79,1586,110,278,56,61.365536,44,118.095682,40,793,84,100.3,3521,60.3,3179,191.6,2469,586,1525,783,1164,39,274,199,7353,18,119,6556,9.0,378,5150,6.4,56,58,0,23,40,793,84,99.2,3832,58.8,3377,186.9,2680,175,431,219,674,67,177,81,202,1235,5587
1.26,110.88,5539,2.8,5559,4.358,805.0,85.82,73.16,0.55398,73.17,75.976,8.97,94.79,40,-0.009,4.3,357,18,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.24,328,586,68,805,391,335,280,335,79,1538,110,271,56,61.170306,45,111.640418,40,769,84,99.9,2187,60.6,3147,192.4,2478,586,1516,783,1138,39,268,199,4678,18,120,6495,9.0,380,5168,6.4,56,56,0,21,40,769,84,98.9,2491,59.0,3347,187.8,2690,175,424,219,659,67,173,81,198,1237,5574
1.28,108.96,5539,2.8,5559,4.363,789.8,85.82,73.16,0.55398,73.17,75.976,8.97,94.79,40,-0.009,4.3,357,18,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.25,326,0,68,790,391,326,280,326,79,1499,110,263,56,61.170306,45,93.424402,40,749,84,98.8,0,60.8,3073,193.2,2483,586,1505,783,1110,39,261,197,192,18,120,6347,9.0,382,5178,6.4,56,56,95,18,40,749,84,97.8,192,59.2,3274,188.7,2695,175,416,220,642,67,168,81,193,1238,5558
1.30,107.09,5539,2.8,5559,4.368,775.0,85.81,73.16,0.55398,73.17,75.976,8.98,94.79,40,-0.009,4.3,357,17,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.26,324,0,68,775,391,319,280,318,79,1463,110,256,56,61.170306,46,63.262164,40,731,84,97.8,0,61.0,3000,194.0,2486,586,1495,783,1083,39,255,195,136,17,120,6202,9.1,384,5183,6.5,56,56,136,12,40,731,84,96.8,136,59.5,3202,189.6,2697,175,408,220,626,67,163,81,188,1240,5540
1.32,105.26,5539,2.8,5559,4.373,760.5,85.81,73.16,0.55398,73.17,75.976,8.98,94.79,40,-0.009,4.3,357,17,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.27,322,0,68,761,391,311,280,311,79,1427,110,249,56,61.170306,46,34.508295,40,714,84,96.7,0,61.2,2930,194.8,2485,586,1485,783,1057,39,248,192,129,17,121,6062,9.1,385,5182,6.5,56,56,129,7,40,714,84,95.8,129,59.6,3133,190.5,2696,175,400,220,611,67,159,81,183,1242,5522
1.34,103.48,5539,2.8,5559,4.375,746.4,85.81,73.16,0.55398,73.17,75.976,8.99,94.79,40,-0.009,4.3,357,17,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.28,319,0,68,746,391,303,280,303,79,1393,110,241,56,61.170306,46,16.935741,40,696,84,95.7,0,61.3,2862,195.6,2483,586,1475,783,1031,39,242,190,122,17,121,5927,9.1,387,5176,6.5,56,57,3431,4,40,696,84,94.8,122,59.8,3065,191.4,2693,175,393,220,596,67,155,81,179,1243,5505
1.36,101.73,5539,2.8,5559,4.370,732.6,85.80,73.16,0.55398,73.17,75.976,8.99,94.79,40,-0.009,4.3,357,17,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.28,317,0,68,733,391,296,280,296,79,1359,110,235,56,61.170306,46,8.589430,40,680,84,94.7,0,61.5,2797,196.4,2478,586,1466,783,1006,39,236,188,116,17,121,5796,9.1,389,5166,6.5,56,61,11250,2,40,680,84,93.8,116,59.9,3000,192.3,2688,175,386,220,581,67,150,81,174,1241,5491
1.38,100.03,5539,2.8,5559,4.362,719.2,85.80,73.16,0.55398,73.17,75.976,8.99,94.79,40,-0.009,4.3,357,17,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.29,316,0,68,719,391,289,280,288,79,1327,110,228,56,74.312403,39426,6.385096,40,663,84,93.7,0,61.5,2735,191.1,2605,586,1456,783,981,39,231,187,110,17,122,5674,9.1,377,5388,6.4,56,66,14398,2,40,663,84,92.8,110,60.0,2939,186.3,2783,175,379,220,566,67,146,81,170,1238,5478
1.40,98.37,5539,2.8,5559,4.353,706.0,85.80,73.16,0.55398,73.17,75.976,8.99,94.79,40,-0.009,4.3,357,17,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.29,314,0,68,706,391,281,280,281,79,1295,110,221,56,97.253325,68823,6.139326,40,648,84,92.8,0,61.5,2679,181.1,2825,586,1447,783,957,39,225,185,104,17,121,5562,9.1,356,5852,6.1,56,71,15423,2,40,648,84,91.9,104,60.0,2883,175.3,3027,175,372,220,552,67,142,81,166,1235,5466
1.42,96.74,5539,2.8,5559,4.344,693.2,85.80,73.16,0.55398,73.17,75.976,8.99,94.79,40,-0.009,4.3,357,16,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.29,312,0,68,693,391,275,280,275,79,1264,110,215,56,113.458523,48616,5.974245,40,632,84,91.9,0,61.4,2627,174.4,2966,586,1438,783,934,39,219,183,99,16,121,5458,9.1,342,6148,6.0,56,76,15494,2,40,632,84,90.9,99,59.9,2831,167.9,3182,175,365,220,538,67,139,81,161,1231,5454
1.44,95.16,5538,2.8,5559,4.335,680.6,85.80,73.16,0.55398,73.17,75.976,8.99,94.79,40,-0.009,4.3,357,16,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.30,310,0,68,681,391,268,280,268,79,1234,110,210,56,122.843100,28154,5.889387,40,617,84,90.9,0,61.3,2578,170.9,3028,586,1429,783,911,39,214,181,94,16,121,5359,9.1,335,6280,5.9,56,81,15143,2,40,617,84,90.0,94,59.8,2781,164.0,3252,175,358,220,525,67,135,81,157,1228,5442
1.46,93.61,5538,2.8,5559,4.326,668.4,85.80,73.16,0.55398,73.17,75.976,8.99,94.79,40,-0.009,4.3,357,16,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.30,308,0,68,668,391,261,280,261,79,1215,110,205,56,127.830992,14964,5.855898,40,607,84,90.0,0,61.1,2530,169.5,3041,586,1420,783,888,39,209,179,89,16,121,5264,9.1,332,6309,5.9,56,86,14612,2,40,607,84,89.1,89,59.6,2734,162.5,3268,175,352,220,512,67,132,81,153,1225,5431
1.48,92.09,5538,2.8,5559,4.318,656.4,85.80,73.16,0.55398,73.17,75.976,8.99,94.79,40,-0.009,4.3,357,16,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.30,306,0,68,656,391,255,280,255,79,1199,110,200,56,130.478244,7942,5.849557,40,599,84,89.2,0,61.0,2484,169.3,3029,586,1411,783,866,39,204,177,84,16,120,5171,9.1,331,6284,5.8,56,90,14014,2,40,599,84,88.2,84,59.4,2687,162.2,3255,175,346,220,499,67,129,81,150,1222,5419
1.50,90.61,5538,2.8,5559,4.311,644.8,85.81,73.16,0.55398,73.17,75.976,8.99,94.79,40,-0.009,4.3,357,16,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.29,305,0,68,645,391,249,280,248,79,1183,110,194,56,131.969130,4473,5.856462,40,591,84,88.3,0,60.8,2439,169.5,3003,586,1402,783,845,39,199,176,80,16,120,5082,9.0,332,6231,5.9,56,95,13400,2,40,591,84,87.3,80,59.3,2642,162.5,3228,175,340,220,486,67,125,81,146,1220,5407
1.52,89.17,5538,2.8,5559,4.304,633.4,85.81,73.16,0.55398,73.17,75.976,8.98,94.79,40,-0.009,4.3,357,16,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.29,303,0,68,633,391,242,280,242,79,1167,110,190,56,132.899851,2792,5.869627,40,584,84,87.5,0,60.6,2396,170.1,2971,586,1394,783,824,39,194,174,76,16,120,4994,9.0,333,6165,5.9,56,99,12793,2,40,584,84,86.5,76,59.1,2598,163.1,3194,175,334,220,475,67,122,81,142,1217,5395
1.54,87.76,5538,2.8,5559,4.298,622.3,85.81,73.16,0.55398,73.17,75.976,8.98,94.79,40,-0.009,4.3,357,16,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.29,302,0,68,622,391,236,280,236,79,1152,110,185,56,133.557352,1973,5.885690,40,576,84,86.6,0,60.5,2353,170.7,2936,586,1385,783,804,39,189,172,72,16,119,4908,9.0,335,6093,5.9,56,103,12204,2,40,576,84,85.6,72,58.9,2555,163.8,3157,175,328,220,464,67,119,81,139,1215,5383
1.56,86.38,5538,2.8,5559,4.292,611.4,85.81,73.16,0.55398,73.17,75.976,8.98,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.28,300,0,68,611,391,231,280,231,79,1137,110,180,56,134.078668,1564,5.903047,40,569,84,85.8,0,60.3,2312,171.4,2900,586,1377,783,784,39,184,171,68,15,119,4824,9.0,336,6018,5.9,56,107,11639,2,40,569,84,84.8,68,58.7,2512,164.6,3118,175,322,220,454,67,116,81,135,1213,5371
1.58,85.03,5538,2.8,5559,4.287,600.8,85.82,73.16,0.55398,73.17,75.976,8.97,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.28,298,0,68,601,391,225,280,225,79,1123,110,176,56,134.529768,1353,5.920924,40,561,84,85.0,0,60.1,2272,172.2,2863,586,1369,783,765,39,180,169,65,15,119,4742,9.0,338,5942,5.9,56,111,11098,2,40,561,84,84.0,65,58.5,2471,165.4,3079,175,317,220,443,67,113,81,132,1211,5359
1.60,83.71,5539,2.8,5559,4.282,590.4,85.82,73.16,0.55398,73.17,75.976,8.97,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.27,297,0,68,590,391,219,280,219,79,1109,110,171,56,134.942886,1239,5.938945,40,554,84,84.2,0,59.9,2232,172.9,2826,586,1361,783,746,39,175,167,62,15,118,4662,8.9,339,5866,5.9,56,114,10582,2,40,554,84,83.2,62,58.4,2430,166.2,3040,175,311,219,433,67,110,81,128,1209,5347
1.62,82.43,5539,2.8,5559,4.278,580.3,85.83,73.16,0.55398,73.17,75.976,8.97,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.26,295,0,68,580,391,214,280,215,79,1095,110,167,56,135.334048,1173,5.956924,40,547,84,83.5,0,59.8,2193,173.6,2789,586,1353,783,727,39,171,166,59,15,118,4583,8.9,341,5789,6.0,56,118,10091,3,40,547,84,82.4,59,58.2,2390,167.0,3000,175,306,219,424,67,108,81,125,1208,5335
1.64,81.17,5539,2.8,5559,4.274,570.4,85.83,73.16,0.55398,73.17,75.976,8.96,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.25,294,0,67,570,391,210,280,212,79,1081,110,163,56,135.711374,1132,5.974767,40,540,84,82.7,0,59.6,2156,174.4,2752,586,1346,783,711,39,167,164,56,15,118,4506,8.9,342,5713,6.0,56,121,9623,3,40,540,84,81.6,56,58.0,2351,167.8,2961,175,301,219,414,67,105,81,122,1206,5323
1.66,79.95,5539,2.8,5559,4.270,561.0,85.84,73.16,0.55398,73.17,75.976,8.95,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.24,293,0,67,561,391,205,280,209,79,1068,110,158,56,136.079056,1103,5.992427,40,534,84,82.0,0,59.4,2119,175.1,2715,586,1338,783,699,39,163,163,53,15,117,4431,8.9,344,5637,6.0,56,124,9178,3,40,534,84,80.8,53,57.8,2312,168.6,2922,175,296,219,405,67,102,81,119,1205,5311
1.68,78.75,5539,2.8,5559,4.267,552.1,85.84,73.16,0.55398,73.17,75.976,8.95,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.23,291,0,67,552,391,201,280,206,79,1055,110,154,56,136.439306,1081,6.009879,40,527,84,81.2,0,59.2,2082,175.8,2678,586,1331,783,687,39,159,161,50,15,117,4357,8.9,345,5561,6.0,56,127,8755,3,40,527,84,80.0,50,57.6,2274,169.4,2883,175,291,219,396,67,100,81,116,1204,5299
1.70,77.58,5539,2.8,5559,4.264,543.5,85.85,73.16,0.55398,73.17,75.976,8.94,94.79,40,-0.009,4.3,357,15,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.22,290,0,67,543,391,197,280,203,79,1042,110,150,56,136.793318,1062,6.027112,40,521,84,80.5,0,59.1,2047,176.5,2642,586,1324,782,676,39,155,160,48,15,117,4284,8.8,347,5486,6.0,56,129,8352,3,40,521,84,79.3,48,57.4,2237,170.2,2844,175,287,219,387,67,97,81,113,1203,5287
1.72,76.43,5539,2.8,5559,4.262,535.1,85.86,73.16,0.55398,73.17,75.976,8.93,94.79,40,-0.009,4.3,357,14,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.21,289,0,67,535,391,194,280,201,79,1029,110,147,56,137.143343,1050,6.044101,40,515,84,79.8,0,58.9,2012,177.2,2605,586,1317,782,665,39,152,158,46,14,116,4213,8.8,348,5412,6.0,56,132,7969,3,40,515,84,78.5,46,57.3,2201,171.0,2806,175,282,219,378,67,95,81,110,1202,5275
1.74,75.32,5539,2.8,5559,4.267,526.9,85.87,73.16,0.55398,73.17,75.976,8.93,94.79,40,-0.009,4.3,357,14,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.20,287,0,67,527,391,190,280,198,79,1017,109,143,56,137.143343,34,23.436234,40,509,84,79.1,0,58.7,1978,178.0,2566,586,1310,782,655,39,149,157,43,14,116,4143,8.8,350,5364,6.1,56,132,43,6,40,509,84,77.8,43,57.1,2165,171.9,2798,175,278,219,370,67,92,81,107,1204,5260
1.76,74.22,5539,2.8,5559,4.272,519.0,85.87,73.16,0.55398,73.17,75.976,8.92,94.79,40,-0.009,4.3,357,14,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.19,286,0,67,519,391,187,280,196,79,1005,109,139,56,137.143343,33,47.331515,40,502,84,78.4,0,58.5,1945,178.8,2527,586,1303,782,646,39,145,156,41,14,115,4075,8.8,352,5283,6.1,56,132,41,11,40,502,84,77.1,41,56.9,2130,172.8,2756,175,273,219,361,67,90,81,105,1206,5246
1.78,73.16,5539,2.8,5559,4.276,511.3,85.88,73.16,0.55398,73.17,75.976,8.91,94.79,40,-0.009,4.3,357,14,6.154037,14,16,5292,134,18,9.136,4.642,41,0.977,113.76,34.17,285,0,67,511,391,183,280,194,79,993,109,135,56,137.143343,33,72.686644,40,497,84,78.1,1123,58.4,1935,179.7,2490,586,1296,782,636,39,142,155,2329,14,115,4052,8.8,353,5206,6.1,56,131,0,16,40,497,84,76.8,1206,56.7,2118,173.7,2716,175,269,219,354,67,87,81,102,1207,5232
1.80,76.07,5539,2.8,5559,4.281,534.9,85.88,73.16,0.55398,73.17,75.975,8.91,94.79,40,-0.016,4.3,357,14,6.153947,14,16,5293,134,18,9.136,4.642,41,0.977,113.76,34.16,288,13898,67,535,391,197,280,208,79,1079,109,145,56,132.510539,32,94.179875,40,539,84,78.9,4212,58.2,1984,180.5,2457,586,1312,782,683,39,153,156,8519,14,115,4150,8.7,355,5137,6.1,56,129,0,20,40,539,84,77.5,4307,56.6,2166,174.6,2680,175,281,219,377,67,94,81,109,1209,5241
